IDENT,RAW,GOLD,digitize_flagged
104608,#2 CYL ROCKER GASKET LEAKING. REMOVED & REPLACED ROCKER COVER GASKET.,number 2 cylinder rocker gasket leaking. removed and replaced rocker cover gasket.,False
104609,R/H FWD ENGINE BAFFLE BOLT NEEDS TO BE SAFETIED. SAFETIED R/H FWD ENGINE BAFFLE BOLT.,right-hand forward engine baffle bolt needs to be safetied. safetied right-hand forward engine baffle bolt.,False
104610,FRONT ENG SEAL (BLACK) ABOVE AIR INTAKE WORN SPOTS. INSTALLED RTV TO WORN AREAS.,"front engine seal, black, above air intake worn spots. installed rtv to worn areas.",False
104614,#4 CYL ON R/H ENGINE BAFFLE SEALS NEED TO BE SECURED. RESECURED BAFFLE SEALS W/ POP RIVETS.,number 4 cylinder on right-hand engine baffle seals need to be secured. resecured baffle seals with pop rivets.,False
104615,#2 INTAKE LEAKING. REMOVED & REPLACED GASKET.,number 2 intake leaking. removed and replaced gasket.,False
104616,#1 ROCKER COVER LEAKING. REMOVED & REPLACED GASKET.,number 1 rocker cover leaking. removed and replaced gasket.,False
104617,#2 & 3 INTAKE GASKETS LEAKING. REMED & REPLACED GASKETS.,number 2 and number 3 intake gaskets leaking. removed and replaced gaskets.,False
104618,CYL #2 INTAKE GASKET IS LEAKING. REMOVED & REPLACED INTAKE GASKET.,cylinder number 2 intake gasket is leaking. removed and replaced intake gasket.,False
104619,"#3, 4 PISTON PINS DAMAGED DURING REMOVAL. REPLACED PINS W/ NEW PARTS.","number 3, and number 4 piston pins damaged during removal. replaced pins with new parts.",False
104620,"#1, 3 INTAKE PUSH ROD TOO LONG. REPLACED PUSH RODS, DRY TAPPET CLEARANCE GOOD.","number 1, and number 3 intake push rod too long. replaced push rods, dry tappet clearance good.",False
104623,"INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT. INSTALLED BAFFLES, ROUTED & SECURED ALL ENGINE ELECTRIC","inspected and found crankshaft to be gouged behind crankshaft. installed baffles, routed and secured all engine electrical wires",False
104625,"INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT. REMOVED STARTER, ALTERNATOR & OIL COOLER. UNBOLTED FUEL","inspected and found crankshaft to be gouged behind crankshaft. removed starter, alternator and oil cooler. unbolted fuel pump",False
104627,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT. CRANKSHAFT GEAR & LOCK PLATE WERE TORQUED TO 204 IN/LBS,inspected and found crankshaft to be gouged behind crankshaft. crankshaft gear and lock plate were torqued to 204 inch pounds,False
104628,#2 & 3 INTAKES LEAKING. REMOVED & REPLACED GASKETS.,number 2 and number 3 intakes leaking. removed and replaced gaskets.,False
104629,#4 INTAKE IS LEAKING. REPLACED W/ NEW GASKET.,number 4 intake is leaking. replaced with new gasket.,False
104630,"R/H ENG #3 CYL HAS NO COMPRESSION. RAN ENGINE, OPS & LEAK CK GOOD.","right-hand engine number 3 cylinder has no compression. ran engine, operations and leak check good.",False
104632,"#1, 2 & 4 INTAKE GASKETS ARE LEAKING (R/H ENG). REMOVED & REPLACED INTAKE GASKETS.","numbers 1, 2 and 4 intake gaskets are leaking, right-hand engine. removed and replaced intake gaskets.",False
104633,R/H ENG #3 CYL HAS NO COMPRESSION. INSPECTED & FOUND EXHAUST VALVE TO BE BURNT. REMOVED #3,right-hand engine number 3 cylinder has no compression. inspected and found exhaust valve to be burnt. removed number 3 cylinder,False
104634,"R/H ENG #3 CYL HAS NO COMPRESSION. INSTALLED LONGER PUSH ROD, EXHAUST ALVE LEAK CK GOOD. R","right-hand engine number 3 cylinder has no compression. installed longer push rod, exhaust valve leak check good.",False
104635,"L/H ENG, L/H REAR BAFFLE SECTION NEEDS REPAIR. TRANSFERRED AIRWORTHY PARTS TO REPAIRED BAFFLE ASSY.","left-hand engine, left-hand rear baffle section needs repair. transferred airworthy parts to repaired baffle assembly.",False
104636,R/H NACELLE VENT HAS BENT FLANGE. CK'ED OK.,right-hand nacelle vent has bent flange. checked ok.,False
104638,L/H ENG #3 AFT BAFFLE HAS CRACK. STOP DRILLED CRACK.,left-hand engine number 3 aft baffle has crack. stop drilled crack.,False
104639,#2 & 3 INTAKES LEAKING ON L/H ENG. REMOVED & REPLACED GASKETS.,number 2 and number 3 intakes leaking on left-hand engine. removed and replaced gaskets.,False
104641,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE. REMOVED & REPLACED GASKETS.","intakes 2, 3 and 4 leaking on right-hand engine. removed and replaced gaskets.",False
104642,ENGINE BAFFLE PLUGS WORN. INSTALLED NEW PLUGS.,engine baffle plugs worn. installed new plugs.,False
104643,#2 & 4 INTAKES LEAKING. REMOVED & REPLACED GASKET.,number 2 and number 4 intakes leaking. removed and replaced gasket.,False
104645,"#2 ROCKER COVER GASKET LEAKING. REMOVED, CLEANED SURFACES & REINSTALLED #3 ROCKER COVER","number 2 rocker cover gasket leaking. removed, cleaned surfaces and reinstalled number 3 rocker cover",False
104646,ALL ROCKER COVERS ARE LEAKING. REMOVED & REPLACED GASKETS.,all rocker covers are leaking. removed and replaced gaskets.,False
104649,"WHILE IN LEVEL FLIGHT, AFTER PERFORMING A FEW HIGH POWER MAN. RAN UP ENGINE, LEAK CK GOOD. FOR MX FL","while in level flight, after performing a few high power maneuvers. ran up engine, leak check good.",False
104651,"R/H REAR ENGINE BAFFLE MOUNT LOOSE. REMOVED R/H REAR BAFFLE, REATTACHED BAFFLE MOUNT & REIN","right-hand rear engine baffle mount loose. removed right-hand rear baffle, reattached baffle mount and reinstalled baffle",False
104652,BOLT LEAKING ON TOP OF CASE HALVES. LEAK CK GOOD.,bolt leaking on top of case halves. leak check good.,False
104653,BOLT LEAKING ON TOP OF CASE HALVES. RETORQUED LOOSE BOLT.,bolt leaking on top of case halves. retorqued loose bolt.,False
104654,INTAKES 3 & 4 LEAKING ON R/H ENGINE. REPLACED INTAKE GASKETS.,intakes 3 and 4 leaking on right-hand engine. replaced intake gaskets.,False
104655,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE. REMOVED & REPLACED GASKETS.","intakes 2, 3 and 4 leaking on left-hand engine. removed and replaced gaskets.",False
104656,#4 & 2 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKETS.,number 4 and number 2 intake gasket leaking. removed and replaced gaskets.,False
104657,#4 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED GASKET.,number 4 rocker cover gasket leaking. removed and replaced gasket.,False
104658,IDLE RPM LOW. ADJUSTED IDLE RPM FOR SEASONAL CONDITIONS.,idle rpm low. adjusted idle rpm for seasonal conditions.,False
104660,UPPER OIL LINE TO OIL COOLER ADEL CLAMP BROKEN. REMOVED & REPLACED CLAMP W/ NEW.,upper oil line to oil cooler adel clamp broken. removed and replaced clamp with new.,False
104661,"ON START; HEARD A CLICK AS MAGS TRIED TO TURN OVER. STARTED A/C 2 DIFFERENT TIMES, COULD NOT DUPLICATE DISC","on start; heard a click as magnetos tried to turn over. started aircraft 2 different times, could not duplicate discrepancy",False
104662,SNIFFLER VALVES NEED TO BE CLEANED. CLEANED BOTH SNIFFLER VALVES.,sniffler valves need to be cleaned. cleaned both sniffler valves.,False
104664,R/H ENGINE BAFFLE COVER CAM LOCK NEEDS TO BE FIXED. REMOVED & REPLACED BROKEN CAM LOCK.,right-hand engine baffle cover cam lock needs to be fixed. removed and replaced broken cam lock.,False
104665,#4 INTAKE LEAKS ON R/H ENG. REPLACED GASKET.,number 4 intake leaks on right-hand engine. replaced gasket.,False
104666,NLG DOWN LOCK AFT TRUNNION BOLT LOOSE ON R/H. TIGHTENED BOLT.,nose landing gear down lock aft trunnion bolt loose on right-hand. tightened bolt.,False
104668,SNIFFLER VALVES DIRTY. CLEANED VALVES.,sniffler valves dirty. cleaned valves.,False
104670,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE. REMOVED & REPLACED GASKETS.","intakes 2, 3 and 4 leaking on left-hand engine. removed and replaced gaskets.",False
104671,"DURING PREFLIGHT, WHEN ENGINE COVER WAS REMOVED, OIL OBSERVE. INSPECTED, FOUND EVIDENCE OF ROCKER COVER GASKETS LEAKI","during preflight, when engine cover was removed, oil observed. inspected, found evidence of rocker cover gaskets leaking",False
104673,"L/H ENG FAILED 3 TIMES AFTER COMING TO A STOP AFTER LANDING. INSPECTED L/H ENGINE, NO DEFECTS FOUND. PERFORMED GROUN","left-hand engine failed 3 times after coming to a stop after landing. inspected left-hand engine, no defects found. performed ground run",False
104674,R/H REAR BAFFLE INSP HOLE WORN. INSTALLED BAFFLE PATCH.,right-hand rear baffle inspection hole worn. installed baffle patch.,False
104675,#3 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 3 intake gasket leaking. removed and replaced gasket.,False
104676,#4 INTAKE LEAKS. REMOVED & REPLACED GASKET.,number 4 intake leaks. removed and replaced gasket.,False
104677,BLACK FWD COWL (ENG) SEAL WORN BY INTAKE FILTER. APPLIED BLACK SILICONE TO FRONT ENGINE BAFFLE SEAL.,"black forward cowl, engine, seal worn by intake filter. applied black silicone to front engine baffle seal.",False
104679,#2 & 4 INTAKES LEAKING ON L/H ENGINE. REMOVED & REPLACED GASKETS.,number 2 and number 4 intakes leaking on left-hand engine. removed and replaced gaskets.,False
104680,RIGHT ENGINE W/ SUSTAINED OVERSPEED GENERALLY AROUND 2720. A. RAN A/C; RPM CHECKS GOOD. FOR MX FLIGH,right engine with sustained overspeed generally around 2720. a ran aircraft; rpm checks good.,False
104681,"R/H ENGINE HAS OIL LEAK ON LIFT BOLT. REMOVED BOLT, APPLIED HIGH TEMP SILICONE & RETORQUED BO","right-hand engine has oil leak on lift bolt. removed bolt, applied high temperature silicone and retorqued bolt",False
104683,#2 CYLINDER INTAKE O-RING UNSEATED. REMOVED & REPLACED GASKET & O-RING.,number 2 cylinder intake o-ring unseated. removed and replaced gasket and o-ring.,False
104684,#4 INTAKE LEAKING. REMOVED & REPLACED GASKET.,number 4 intake leaking. removed and replaced gasket.,False
104687,"#1, 2 & 3 INTAKE TUBE GASKETS LEAKING. INSTALLED NEW GASKETS.","numbers 1, 2 and 3 intake tube gaskets leaking. installed new gaskets.",False
104688,BLACK SEAL FOR ENG WORN AT INTAKE. APPLIED RTV TO WORN AREAS.,black seal for engine worn at intake. applied rtv to worn areas.,False
104690,#4 CYL EXHAUST VALVE FAILED . LEAK & OPS CK GOOD.,number 4 cylinder exhaust valve failed . leak and operations check good.,False
104691,"#1 CYL EXHAUST VALVE FAILED . INSTALLLED FWD BAFFLE, SIDE BAFFLE, ALTERNATOR & ATTACH","number 1 cylinder exhaust valve failed . installled forward baffle, side baffle, alternator and attaching",False
104692,"#1 CYL EXHAUST VALVE FAILED . REMOVED FWD BAFFLE, SIDE BAFFLE, ALTERNATOR & ATTACHING","number 1 cylinder exhaust valve failed . removed forward baffle, side baffle, alternator and attaching",False
104693,#4 CYL EXHAUST VALVE FAILED . INSTALLED & TORQUED INJECTOR LINE. REINSTALLED #4 CYL &,number 4 cylinder exhaust valve failed . installed and torqued injector line. reinstalled number 4 cylinder,False
104694,#4 CYL EXHAUST VALVE FAILED . REMOVED #4 CYL SIDE & AFT BAFFLE. REMOVED #4 INJECTOR L,number 4 cylinder exhaust valve failed . removed number 4 cylinder side and aft baffle. removed number 4 injector line,False
104695,2 & 3 INTAKES LEAKING. REPLACED INTAKE GASKETS.,2 and 3 intakes leaking. replaced intake gaskets.,False
104696,"#4 CYL FAILED . REMOVED BAFFLING, INTAKE, EXHAUST, OIL RETURN & INJ LIN","number 4 cylinder failed . removed baffling, intake, exhaust, oil return and injector line",False
104697,"#4 CYL FAILED . REINSTALLED EXHAUST, INTAKE, INJECTION LINE & BAFFLING.","number 4 cylinder failed . reinstalled exhaust, intake, injection line and baffling.",False
104698,#3 CYL INTAKE L/H ENG LEAKS. REPLACED GASKET.,number 3 cylinder intake left-hand engine leaks. replaced gasket.,False
104699,"L/H ENG #2 CYL HAS LOW COMPRESSION. RAN A/C, OPS & LEAK CK GOOD.","left-hand engine number 2 cylinder has low compression. ran aircraft, operations and leak check good.",False
104700,"L/H ENG #2 CYL HAS LOW COMPRESSION. REMOVED BAFFLING, #2 INTAKE TUBE, #2 EXHAUST TUBE, #2 &","left-hand engine number 2 cylinder has low compression. removed baffling, number 2 intake tube, number 2 exhaust tube",False
104702,L/H ENG #2 CYL HAS LOW COMPRESSION. REMOVED INTAKE & EXHAUST VALVES. REMOVED & REPLACED EXH,left-hand engine number 2 cylinder has low compression. removed intake and exhaust valves. removed and replaced exhaust valves,False
104705,#2 INTAKE LEAKING. REMOVED & REPLACED GASKET.,number 2 intake leaking. removed and replaced gasket.,False
104706,"#2, 3 & 4 INTAKE GASKETS LEAKING. REPLACED GASKETS.","numbers 2, 3 and 4 intake gaskets leaking. replaced gaskets.",False
104707,SCREW FOR ENG BAFFLE BEHIND OIL DIPSTICK TUBE LOOSE. TIGHTENED SCREW.,screw for engine baffle behind oil dipstick tube loose. tightened screw.,False
104708,#2 INTAKE LEAKING ON L/H ENGINE. INSTALLED NEW GASKET.,number 2 intake leaking on left-hand engine. installed new gasket.,False
104710,#2 CYL BAFFLE MISSING SCREW. INSTALLED SCREW.,number 2 cylinder baffle missing screw. installed screw.,False
104711,"#3 & 4 INTAKE GASKETS ARE LEAKING. OK, OIL ON EDGES.","number 3 and number 4 intake gaskets are leaking. ok, oil on edges.",False
104712,#4 CYL NEEDS TO BE CHANGED (FAILED ). FINISHED ENGINE ASSEMBLY.,"number 4 cylinder needs to be changed, failed. finished engine assembly.",False
104714,"CYL #4 EXHAUST VALVE LASH IS EXCESSIVE. INSTALLED #31 PUSH ROD, LASH CK GOOD.","cylinder number 4 exhaust valve lash is excessive. installed number 31 push rod, lash check good.",False
104715,"CYL #2, 3, 1 CHT RECEPTICLES REQUIRE REPLACEMENT. INSTALLED NEW CHT RECEPTILES.","cylinder numbers 2, 3, and 1 cht receptacles require replacement. installed new cht receptacles.",False
104718,"#4 CYL NEEDS TO BE CHANGED (FAILED ). REMOVED BAFFLING, CYL, PISTONS & ATTACHING HARDWARE.","number 4 cylinder needs to be changed, failed. removed baffling, cylinder, pistons and attaching hardware.",False
104719,#1 CYL NEEDS TO BE CHANGED (FAILED ). REMOVED #1 CYL & PISTON. INSTALLED PISTON RINGS & CYL.,"number 1 cylinder needs to be changed, failed. removed number 1 cylinder and piston. installed piston rings and cylinder.",False
104720,#2 CYL NEEDS TO BE CHANGED (FAILED ). INSTALLED PISTON RINGS & CYL. LUBED & TORQUED CYL BASE,"number 2 cylinder needs to be changed, failed. installed piston rings and cylinder. lubed and torqued cylinder base",False
104722,#4 CYL NEEDS TO BE CHANGED (FAILED ). INSTALLED PISTON RINGS & CYL. LUBED & TORQUED CYL BASE,"number 4 cylinder needs to be changed, failed. installed piston rings and cylinder. lubed and torqued cylinder base",False
104723,"#1 CYL NEEDS TO BE CHANGED (FAILED ). REMOVED FWD BAFFLE, MUFFLER, ALTERNATOR, INTAKE & LINES","number 1 cylinder needs to be changed, failed. removed forward baffle, muffler, alternator, intake and lines",False
104725,"#2 CYL NEEDS TO BE CHANGED (FAILED ). INSTALLED INTAKE TUBE, CHT PROBE, INTERCYL BAFFLING, BA","number 2 cylinder needs to be changed, failed. installed intake tube, cht probe, intercylinder baffling",False
104726,"#3 CYL NEEDS TO BE CHANGED (FAILED ). REMOVED AFT BAFFLE, INTAKE LINES (OIL & FUEL) & OIL COO","number 3 cylinder needs to be changed, failed. removed aft baffle, intake lines, oil and fuel, and oil cooler",False
104728,"#4 CYL NEEDS TO BE CHANGED (FAILED ). INSTALLED INTAKE TUBE, CHT PROBE, WIRING, INJECTOR LINE","number 4 cylinder needs to be changed, failed. installed intake tube, cht probe, wiring, injector line",False
104733,#4 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 4 intake gasket leaking. removed and replaced gasket.,False
104734,#3 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 3 intake gasket leaking. removed and replaced gasket.,False
104735,R/H BAFFLE TIE BROKEN. REMOVED & REPLACED BAFFLE TIE.,right-hand baffle tie broken. removed and replaced baffle tie.,False
104736,#3 AFT BAFFLE ATTACH FITTING CRACKED. REMOVED & REPLACED ATTACH FITTING.,number 3 aft baffle attach fitting cracked. removed and replaced attach fitting.,False
104737,SCROLL NEEDS TO BE CLEANED. CLEANED SCROLL.,scroll needs to be cleaned. cleaned scroll.,False
104738,L/H ENGINE BAFFLE DEFLECTOR CRACKED. PATCHED BAFFLE.,left-hand engine baffle deflector cracked. patched baffle.,False
104739,L/H ENGINE BAFFLE CRACKED. REMOVED & REPLACED BAFFLE.,left-hand engine baffle cracked. removed and replaced baffle.,False
104740,#1 INTAKE TUBE NEEDS TO BE REPLACED. INSTALLED INTAKE TUBE.,number 1 intake tube needs to be replaced. installed intake tube.,False
104742,R/H ENGINE BAFFLE DEFLECTOR CRACKED. REPLACED BAFFLE DEFLECTOR.,right-hand engine baffle deflector cracked. replaced baffle deflector.,False
104744,ENGINE NEEDS TO BE REMOVED FOR METAL FOUND IN OIL. REMOVED ENGINE FROM AIRFRAME.,engine needs to be removed for metal found in oil. removed engine from airframe.,False
104746,"ENGINE NEEDS TO BE REMOVED FOR METAL FOUND IN OIL. INSTALLED OIL COOLERS & LINES ON COOLERS, ADEL CLAMP &","engine needs to be removed for metal found in oil. installed oil coolers and lines on coolers, adel clamp",False
104747,ENGINE NEEDS TO BE REMOVED FOR METAL FOUND IN OIL. REMOVED & CLEANED BAFFLING FROM ENGINE. BEGAN TRANSFERR,engine needs to be removed for metal found in oil. removed and cleaned baffling from engine. began transferring oil,False
104749,ENGINE NEEDS TO BE REMOVED FOR METAL FOUND IN OIL. REPLACED BAFFLE FELT. BEGAN INSTALLING ENGINE BAFFLING.,engine needs to be removed for metal found in oil. replaced baffle felt. began installing engine baffling.,False
104753,"MANIFOLD PSI WAS HIGH IN HOVER, 26 IN. PERFORMED LOW ROTOR R. REMOVED & REPLACED ALL INTAKE GASKETS & SEALS.","manifold psi was high in hover, 26 inches. performed low rotor run up. removed and replaced all intake gaskets and seals.",False
104754,"MANIFOLD PSI WAS HIGH IN HOVER, 26 IN. PERFORMED LOW ROTOR R. RAN A/C, CONFIRMED KNOCKING NOISE FROM PASS DOWN. FOUND","manifold psi was high in hover, 26 inches. performed low rotor rup. ran aircraft, confirmed knocking noise from pass down.",False
104755,CYL #2 REQUIRES NEW ROCKER COVER GASKET. REMOVED & REPLACED GASKET W/ NEW.,cylinder number 2 requires new rocker cover gasket. removed and replaced gasket with new.,False
104756,#1 INTAKE GASKET IS LEAKING. REPLACED GASKET.,number 1 intake gasket is leaking. replaced gasket.,False
104758,"#1, 2, 3 & 4 INTAKES LEAKING ON R/H ENGINE. INSTALLED ALL NEW GASKETS.","numbers 1, 2, 3 and 4 intakes leaking on right-hand engine. installed all new gaskets.",False
104759,#3 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 3 intake gasket leaking. removed and replaced gasket.,False
104760,"UPON LEANING MIXTURE ON GROUND; ENGINE QUIT. RESTARTED, SPUT. RAN A/C, WARMED ENGINE FOR 5 MINUTES. ALL CHECKS GOOD.","upon leaning mixture on ground; engine quit. restarted, sputtered. ran aircraft, warmed engine for 5 minutes. all checks good.",False
104761,#1 & 3 INTAKE GASKETS LEAKING. INSTALLED NEW GASKETS.,number 1 and number 3 intake gaskets leaking. installed new gaskets.,False
104762,#2 & 3 INTAKE GASKETS LEAKING. REMOVED & REPLACED GASKETS.,number 2 and number 3 intake gaskets leaking. removed and replaced gaskets.,False
104763,L/H FWD ENG SEAL NEEDS RIVET. INSTALLED NEW RIVET.,left-hand forward engine seal needs rivet. installed new rivet.,False
104764,#4 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 4 intake gasket leaking. removed and replaced gasket.,False
104767,#4 INTAKE LEAKING. REMOVED & REPLACED GASKET.,number 4 intake leaking. removed and replaced gasket.,False
104769,#4 CYLINDER COMPRESSION BELOW 40 PSI. LEAKING PAST EXHAUST. REMOVED AIR INTAKE BOX. REMOVED MUFFLER & STACKS. REMOV,number 4 cylinder compression below 40 psi. leaking past exhaust. removed air intake box. removed muffler and stacks.,False
104770,#4 CYLINDER COMPRESSION BELOW 40 PSI. LEAKING PAST EXHAUST. INSTALLED REPAIRED CYLINDER ASSY W/ NEW BASE O-RING. TO,number 4 cylinder compression below 40 psi. leaking past exhaust. installed repaired cylinder assembly with new base o-ring.,False
104771,#4 CYLINDER COMPRESSION BELOW 40 PSI. LEAKING PAST EXHAUST. REMOVED & REPLACED EXHAUST PUSH ROD W/ -29 PUSH ROD. EX,number 4 cylinder compression below 40 psi. leaking past exhaust. removed and replaced exhaust push rod with number 29 push rod.,False
104773,R/H BAFFLE PLUG REQUIRES A PATCH. INSTALLED PATCH ON BAFFLING.,right-hand baffle plug requires a patch. installed patch on baffling.,False
104774,#2 & 4 CYLINDER INTAKE GASKETS LEAKING. REMOVED & REPLACED GASKETS.,number 2 and number 4 cylinder intake gaskets leaking. removed and replaced gaskets.,False
104775,#2 CYL SIDE BAFFLE MISSING BOLT. INSTALLED BOLT IN #2 CYL SIDE BAFFLE.,number 2 cylinder side baffle missing bolt. installed bolt in number 2 cylinder side baffle.,False
104776,#3 ROCKER GASKET LEAKING. REMOVED & REPLACED GASKET.,number 3 rocker gasket leaking. removed and replaced gasket.,False
104777,"A/C IS BARELY CAPABLE OF A 1 FOOT HOVER @ LIMITING MANIFOLD. INSPECTED INTAKE TUBES, GASKETS & O-RINGS, NO DEFECTS.","aircraft is barely capable of a 1 foot hover at limiting manifold. inspected intake tubes, gaskets and o-rings, no defects.",False
104779,"ENGINE BACK FIRED WHILE IN A HOVER. PERFORMED GROUND RUN, ADJUSTED IDLE & MIXTURE SETTINGS,","engine backfired while in a hover. performed ground run, adjusted idle and mixture settings,",False
104780,ENGINE BACK FIRED WHILE IN A HOVER. REPLACED CYL #1 INDUCTION TUBE & GASKETS. GROUND RUN RE,engine backfired while in a hover. replaced cylinder number 1 induction tube and gaskets.,False
104783,#3 INTAKE LEAKING ON R/H ENGINE. REMOVED & REPLACED GASKET.,number 3 intake leaking on right-hand engine. removed and replaced gasket.,False
104784,BLACK SEAL FOR FWD BAFFLE NEEDS RTV. SEALED AREA W/ RTV.,black seal for forward baffle needs rtv. sealed area with rtv.,False
104787,#1 & 2 CYL INTAKE GASKETS LEAKING. REMOVED & REPLACED GASKETS.,number 1 and number 2 cylinder intake gaskets leaking. removed and replaced gaskets.,False
104788,#2 CYL ROCKER COVER GASKET LEAKING. REMOVED & REPLACED GASKET.,number 2 cylinder rocker cover gasket leaking. removed and replaced gasket.,False
104790,"ON CLIMB, NOTICED M VOLTS DROPPED TO 26, RPM WAS CONSTANT. O. RAN A/C, COULD NOT DUPLICATE.","on climb, noticed m volts dropped to 26, rpm was constant. ran aircraft, could not duplicate.",False
104791,#4 & 3 INTAKES LEAKING ON R/H ENGINE. INSTALLED NEW INTAKE GASKETS.,number 4 and number 3 intakes leaking on right-hand engine. installed new intake gaskets.,False
104792,"L/H ENGINE #3, 4 INTAKE GASKETS LEAKING. REMOVED & REPLACED W/ NEW GASKETS.","left-hand engine number 3, and number 4 intake gaskets leaking. removed and replaced with new gaskets.",False
104794,"LWR ENG FWD BLACK BAFFLE SEAL, BY AIR FILTER, HAS WORN SPOTS. APPLIED 2 PART EPOXY.","lower engine forward black baffle seal, by air filter, has worn spots. applied 2 part epoxy.",False
104795,#4 CYL BAFFLE PIECE DAMAGED. REPLACED BAFFLE SECTION.,number 4 cylinder baffle piece damaged. replaced baffle section.,False
104797,#2 CYL INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 2 cylinder intake gasket leaking. removed and replaced gasket.,False
104798,"#1, 3 INTAKE GASKETS LEAKING. REMOVED & REPLACED GASKETS.","number 1, and number 3 intake gaskets leaking. removed and replaced gaskets.",False
104799,"#3, 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED GASKETS.","number 3, and number 4 rocker cover gaskets leaking. removed and replaced gaskets.",False
104800,BAFFLE SEAL STAPLES LOOSE ON #1 CYLINDER BAFFLE SECTION. RESECURED BAFFLE SEAL W/ POP RIVETS.,baffle seal staples loose on number 1 cylinder baffle section. resecured baffle seal with pop rivets.,False
104802,IN TRAFFIC PATTERN HEARD TICKING/CHIRPING NOISE. ONLY OCCURE. RAN A/C AT VARIOUS POWER SETTINGS. COULD NOT DUPLICATE,"in traffic pattern heard ticking, chirping noise. ran aircraft at various power settings. could not duplicate",False
104803,#2 INTAKE GASKET LEAKING. REPLACED GASKET.,number 2 intake gasket leaking. replaced gasket.,False
104805,#2 CYL ROCKER COVER GASKET LEAKING ON L/H ENGINE. REMOVED & REPLACED GASKET.,number 2 cylinder rocker cover gasket leaking on left-hand engine. removed and replaced gasket.,False
104806,"#2, 3, 4 INTAKE GASKETS LEAKING ON L/H ENGINE. REMOVED & REPLACED W/ NEW GASKETS.","numbers 2, 3, and 4 intake gaskets leaking on left-hand engine. removed and replaced with new gaskets.",False
104807,L/H ENG #1 CYLINDER FWD BAFFLE SEAL NEEDS TO BE SECURED. SECURED FWD BAFFLE SEAL.,left-hand engine number 1 cylinder forward baffle seal needs to be secured. secured forward baffle seal.,False
104808,#4 INTAKE LEAKING. REMOVED & REPLACED GASKET.,number 4 intake leaking. removed and replaced gasket.,False
104811,"L/H ENG, CYL #2 COMPRESSION 20/80; LEAKING OUT OF EXHAUST VA. LEAK CK GOOD.","left-hand engine, cylinder number 2 compression 20 out of 80; leaking out of exhaust valve. leak check good.",False
104813,#3 INTAKE LEAKING ON R/H ENGINE. REPLACED INTAKE GASKET.,number 3 intake leaking on right-hand engine. replaced intake gasket.,False
104815,BRACKET SUPPORT FOR ENG OIL COOLER BAFFLE CRACKED. REPLACED BRACKET MADE OUT OF STAINLESS STEEL.,bracket support for engine oil cooler baffle cracked. replaced bracket made out of stainless steel.,False
104816,LEFT FRONT BAFFLING HAS A CRACK. STOP DRILLED CRACK.,left front baffling has a crack. stop drilled crack.,False
104817,CYL #4 AFT BAFFLE IS CRACKED. STOP DRILLED.,cylinder number 4 aft baffle is cracked. stop drilled.,False
104818,L/H SIIDE OF ENGINE CASE PLUG LEAKING OIL. OPS & LEAK CK GOOD.,left-hand side of engine case plug leaking oil. operations and leak check good.,False
104819,"L/H SIIDE OF ENGINE CASE PLUG LEAKING OIL. REMOVED PLUG, CLEANED THREAD. APPLIED NEW SEALANT & REI","left-hand side of engine case plug leaking oil. removed plug, cleaned thread. applied new sealant and reinstalled plug",False
104823,"DURING FLIGHT, RPM EXCEEDED 2700 FOR A FEW SECONDS. DOWNLOADED FLIGHT DATA. FOUND OVERSPEED TO BE MOMENTARY","during flight, rpm exceeded 2700 for a few seconds. downloaded flight data. found overspeed to be momentary",False
104824,#2 & 4 INTAKE GASKETS LEAKING. REMOVED & REPLACED GASKETS.,number 2 and number 4 intake gaskets leaking. removed and replaced gaskets.,False
104825,"ENGINE STARTED & IDLED NORMALLY FOR ABOUT 2 MINUTES, THEN SU. PERFORMED GROUND RUN, NO DEFECTS NOTED. OPS GOOD.","engine started and idled normally for about 2 minutes, then suddenly stopped. performed ground run, no defects noted. operations good.",False
104826,"ENGINE STARTED & IDLED NORMALLY FOR ABOUT 2 MINUTES, THEN SU. INSPECTED A/C ENGINE. CLEANED BOTH SNIFFLER VALVES. REM","engine started and idled normally for about 2 minutes, then suddenly stopped. inspected aircraft engine. cleaned both sniffler valves.",False
104827,R/H ENGINE TOP BACK BONE SEEPING OIL. RETORQUED TOP BACK BOLTS.,right-hand engine top backbone seeping oil. retorqued top back bolts.,False
