ident,text,items,faults,actions
105641,"both engines died after landing ground roll stop . restarted , . performed full ground run , operations checked good . no defects n",engines,died,restarted; ground run; operations checked
105642,number 4 intake on left-hand engine leaking . replaced gaskets .,intake; engine; gaskets,leaking,replaced
105643,number 2 and 4 intakes leaking . removed and replaced gaskets .,intakes; gaskets,leaking,removed; replaced
105644,number 4 intake gasket leaking . removed and replaced with new gasket .,intake gasket; gasket,leaking,removed; replaced
105645,bolt on top of engine case shows signs of leaking . sealed bolt with high temperature rtv .,bolt; engine; case; high temperature rtv,leaking,sealed
105646,number 3 and 4 intakes leaking . removed and replaced gaskets .,intakes; gaskets,leaking,removed; replaced
105647,number 3 and 4 intakes leaking . removed and replaced gaskets .,intakes; gaskets,leaking,removed; replaced
105648,both engine baffle plugs worn . installed new .,engine; baffle plugs,worn,installed
105649,number 4 cylinder has low compression . removed cylinder . found burnt valve . lapped and fitted new exhaust,cylinder; valve; exhaust,low; burnt,removed; lapped; fitted
105650,number 4 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105651,"strange howling noise , that increases in volume during fligh . inspected and performed ground run . no defects noted .",,strange howling noise; increases in volume,inspected; ground run
105652,number 4 intake is leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105653,"cylinder number 1 , 3 , 1 intake gaskets are leaking . removed and replaced gaskets with new .",cylinder; intake gaskets; gaskets,leaking,removed; replaced
105654,right-hand engine lower aft cowling has seals to be reglued . reglued seal sections .,engine; cowling; seals; seal sections,,reglued
105655,"lower aft cowl , left-hand engine starter generator air vent has crack . applied sealant to crack .",cowl; engine; starter generator; starter generator air vent; air vent; sealant,crack,applied
105656,"chafe tape needed on bulkhead behind fuel nozzles , left-hand engine and . applied sealant for chafing .",chafe tape; bulkhead; fuel nozzles; engine; sealant,chafing,applied
105657,left-hand forward engine baffle loose . resecured engine baffle .,engine; baffle,loose,resecured
105658,number 1 - 3 baffle tie wire broken . installed new baffle tie wire .,baffle tie wire,broken,installed
105659,number 2 and 4 cht / egt wire anchor broken . removed and replaced anchors .,cht / egt wire anchor; anchors,broken,removed; replaced
105660,number 1 cylinder baffling has a crack . stop drilled crack .,cylinder baffling,crack,stop drilled
105661,number 2 intake gasket leaking . removed and replaced gasket .,intake gasket; gasket,leaking,removed; replaced
105662,number 4 intake tube leaking right-hand engine . removed and replaced with new gasket .,intake tube; engine; gasket,leaking,removed; replaced
105663,number 1 cylinder rocker arm and push rod galled on exhaust side . removed and replaced rocker arm and push rod .,cylinder; rocker arm; push rod,,removed; replaced
105664,number 2 cylinder rocker arm and push rod galled on exhaust side . removed and replaced rocker arm and push rod .,cylinder; rocker arm; push rod,,removed; replaced
105665,number 3 cylinder rocker arm and push rod galled on exhaust side . removed and replaced rocker arm and push rod .,cylinder; rocker arm; push rod,,removed; replaced
105666,number 4 cylinder rocker arm and push rod galled on exhaust side . removed and replaced rocker arm and push rod .,cylinder; rocker arm; push rod,,removed; replaced
105667,"engine running very rough and shaking after start up . installed rocker covers and cleaned . ran aircraft , leak and operations",engine; rocker covers; aircraft,running very rough; shaking,installed; cleaned; ran; leak and operations
105668,engine running very rough and shaking after start up . ran aircraft and engine ran rough . number 2 cylinder egt low . disassemble,engine; aircraft; cylinder,low; running very rough; shaking; ran rough,ran; disassemble
105669,"engine running very rough and shaking after start up . complied with ad e 2015 - 19 - 07 , fuel injector line failure insp rev da",engine; fuel injector line,running very rough; shaking,complied; failure insp
105670,engine running very rough and shaking after start up . ran engine to warm cylinders . performed compression check .,engine; cylinders,running very rough; shaking,ran; compression check
105671,engine running very rough and shaking after start up . ran engine and verified discrepancy . there is likely a st,engine,running very rough; shaking,ran; verified
105672,maintenance flight required to check for abnormal engine roughness in fl . completed cylinder number 4 and baffle instllation .,engine; cylinder; baffle instllation,roughness,maintenance flight
105673,"maintenance flight required to check for abnormal engine roughness in fl . reamed exhaust valve guides on cyls 1 , 2 and 3 .",engine; exhaust valve guides,roughness,maintenance flight; reamed
105674,maintenance flight required to check for abnormal engine roughness in fl . assembled baffle and rocker covers on cylinder 1 and 3 . removed,engine; baffle; rocker covers; cylinder,roughness,maintenance flight; assembled; removed
105675,"maintenance flight required to check for abnormal engine roughness in fl . started removing spark plugs , side baffles , rocker cove",engine; spark plugs; baffles; rocker cove,roughness,maintenance flight; started removing
105676,"maintenance flight required to check for abnormal engine roughness in fl . lowered exhaust , removed attaching hardware to cylinder 4 . r",engine; exhaust; attaching hardware; cylinder,roughness,maintenance flight; lowered; removed
105677,"maintenance flight required to check for abnormal engine roughness in fl . prepped new cylinder and piston . installed new piston , rings and",engine; cylinder; piston; rings,roughness,maintenance flight; prepped; installed
105678,oil leak at left-hand engine hoisting loop . leak check good .,oil; engine,leak; hoisting loop,leak check
105679,oil leak at left-hand engine hoisting loop . sealed and torqued bolt .,oil; engine; bolt,leak; hoisting loop,sealed; torqued
105680,"intakes 1 , 2 and 3 leaking on right-hand engine . removed and replaced gaskets .",intakes; engine; gaskets,leaking,removed; replaced
105681,"number 2 , 3 and 4 intake gaskets leaking on left-hand engine . removed and replaced with new gaskets .",intake gaskets; engine; gaskets,leaking,removed; replaced
105682,number 1 and 2 rocker gaskets are leaking on left-hand engine . removed and replaced with new silicone gaskets .,rocker gaskets; engine; silicone gaskets,leaking,removed; replaced
105683,aft right-hand baffle screw is missing . removed oil cooler from baffle no lines disturbed . in,baffle screw; oil cooler; baffle,missing,removed
105684,"number 2 , 4 intake gaskets leaking on left-hand engine . removed and replaced with new gaskets .",intake gaskets; engine; gaskets,leaking,removed; replaced
105685,"during power on stall , at full throttle , there was a loud tap . ran up aircraft , could not duplicate fuel smell .",aircraft,loud tap,ran up
105686,"during power on stall , at full throttle , there was a loud tap . ran aircraft . could not duplicate tapping noise or fuel smel",aircraft,loud tap,ran
105687,left-hand engine number 3 intake leaking . removed and replaced gasket .,engine; intake; gasket,leaking,removed; replaced
105688,"right-hand engine number 2 , 3 and 4 intake tube gaskets leaking . installed new gaskets .",engine; intake tube gaskets; gaskets,leaking,installed
105689,in straight and level flight experienced 2 vibrations with aircraft y . routed and secured oil lines .,aircraft; oil lines,vibrations,routed; secured
105690,in straight and level flight experienced 2 vibrations with aircraft y . run up and leak check ok . for maintenance flight .,aircraft,vibrations,run up; leak check; maintenance flight
105691,"in straight and level flight experienced 2 vibrations with aircraft y . began lycoming , found number 2 exhaust guide tight . r",aircraft; exhaust guide,tight; vibrations,began
105692,"in straight and level flight experienced 2 vibrations with aircraft y . performed on number 4 exhaust guide , found tight . rea",aircraft; exhaust guide,tight; vibrations,
105693,in straight and level flight experienced 2 vibrations with aircraft y . completed assembly of baffles . ran engine blades engage,aircraft; baffles; engine; blades,vibrations,completed assembly; ran
105694,"1 , 2 and 3 intakes leaking . removed and replaced intake gaskets .",intakes; intake gaskets,leaking,removed; replaced
105695,number 1 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105696,number 1 cylinder on right-hand engine is cracked . operations and leak check good .,cylinder; engine,cracked,operations; leak check
105697,number 1 rocker cover leaking on left-hand engine . removed and replaced gakset .,rocker cover; engine; gakset,leaking,removed; replaced
105698,number 2 and 4 intakes leaking on left-hand engine . removed and replaced gaskets .,intakes; engine; gaskets,leaking,removed; replaced
105699,"right-hand engine number 2 , 3 , 4 intake gaskets are leaking . removed and replaced gaskets .",engine; intake gaskets; gaskets,leaking,removed; replaced
105700,number 1 cylinder on right-hand engine is cracked . removed cylinder assembly . replaced with new cylinder assembly ia,cylinder; engine; cylinder assembly,cracked,removed; replaced
105701,number 2 intake gasket leaking . inspected and found seeping rocker gasket . cleaned intake,intake gasket; rocker gasket; intake,leaking; seeping,inspected; cleaned
105702,small leak on right-hand engine backbone . leak check good .,engine; backbone,leak,leak check
105703,number 2 and 4 left engine intakes leaking . replaced gaskets .,engine; intakes; gaskets,leaking,replaced
105704,"small leak on right-hand engine backbone . cleaned , sealed and retorqued backbone bolt .",engine; backbone; backbone bolt,leak,cleaned; sealed
105705,number 4 intake on right-hand engine leaks and number 3 intake on left-hand engine . replaced left-hand engine gasket .,intake; engine; engine gasket; gasket,leaks,replaced
105706,number 4 intake on right-hand engine leaks and number 3 intake on left-hand engine . replaced gasket on right-hand engine .,intake; engine; gasket,leaks,replaced
105707,pilot reports partial power loss and rough running engine . found number 2 cylinder cracked . removed and replaced cylinder . complied with,engine; cylinder,cracked; partial power loss; rough running,removed; replaced; complied
105708,pilot reports partial power loss and rough running engine . for billing purposes only,engine,partial power loss; rough running,
105709,left-hand engine number 4 intake leaking . removed and replaced with new gasket .,engine; intake; gasket,leaking,removed; replaced
105710,right-hand engine number 4 intake leaking . removed and replaced with new gasket .,engine; intake; gasket,leaking,removed; replaced
105711,"number 3 intake gasket leaking , right-hand engine . removed and replaced gasket .",intake gasket; engine; gasket,leaking,removed; replaced
105712,number 2 and 4 intake gasket leaking on left-hand engine . removed and replaced gaskets .,intake gasket; engine; gaskets,leaking,removed; replaced
105713,left-hand engine forward left-hand baffle / cowl seal found in engine cowl . installed left-hand engine forward left-hand baffle / cowl seal .,engine; baffle / cowl seal; cowl,,installed
105714,fuel is leaking out of number 4 intake tube . removed and replaced number 4 intake gasket . ran up engine . lea,fuel; intake tube; intake gasket; engine,leaking,removed; replaced; ran up
105715,engine drain lines need adel clamps replaced . removed and replaced 2 engine drain line adel clamps .,engine; drain lines; adel clamps; engine drain line; drain line,,replaced; removed
105716,"pilot reported intake leak . inspected , found intake to not be leaking .",intake,leak; leaking,inspected
105717,intakes number 2 and 4 leaking . removed and replaced gaskets .,intakes; gaskets,leaking,removed; replaced
105718,right-hand engine running rough . during run up engine was violently . ran aircraft . operations and leak check good . reinstalled cowling .,engine; aircraft; cowling,running rough,ran; operations; leak check; reinstalled
105719,right-hand engine running rough . during run up engine was violently . confirmed discrepancy . inspected right-hand engine and found,engine,running rough,confirmed; inspected
105720,"right-hand engine running rough . during run up engine was violently . installed number 2 and 4 intercylinder baffle , tie rod and drain",engine; intercylinder baffle; tie rod,running rough,installed
105721,"right-hand engine running rough . during run up engine was violently . removed baffling , intake pipe , exhaust stack and aft muff",engine; baffling; intake pipe; exhaust stack,running rough,removed
105722,"right-hand engine running rough . during run up engine was violently . torqued hold down nuts to specs . reinstalled intake , exhaust",engine; hold down nuts; intake; exhaust,running rough,torqued; reinstalled
105723,right-hand engine running rough . during run up engine was violently . installed and torqued spark plugs . connected spark plug l,engine; spark plugs; spark plug,running rough,installed; torqued; connected
105724,both lower engine cowls need cleaning . cleaned both cowls .,engine; cowls,,cleaning; cleaned
105725,"left-hand engine , number 2 , 4 intake gaskets leaking . removed and replaced with new gaskets .",engine; intake gaskets; gaskets,leaking,removed; replaced
105726,"magneto drop out of standards . ran aircraft up to operating parameters . performed magneto check , o",aircraft,out of standards,ran; magneto check
105727,number 1 intake gasket leaking . removed and replaced gasket .,intake gasket; gasket,leaking,removed; replaced
105728,number 2 and 3 intakes leaking . removed and replaced gaskets .,intakes; gaskets,leaking,removed; replaced
105729,"propeller overspeed , high rpm and anything above 22 inches would re . complied with lycoming 369 m ; overspeed found to be between 5 and 10",propeller,overspeed,complied
105730,left-hand engine number 2 cylinder lost cht and egt during landing . also starte . removed and replaced number 2 cylinder assembly on left engine . changed,engine; cylinder; cylinder assembly,lost,removed; replaced; changed
105731,left-hand engine number 2 cylinder lost cht and egt during landing . also starte . for billing purposes only,engine; cylinder,lost,
105732,number 3 lower intake tube leaks . swedged intake tube and installed intake tube with new gask,intake tube; gask,leaks,swedged; installed
105733,number 3 and 4 cylinder intake gaskets are leaking . removed and replaced gaskets .,cylinder; intake gaskets; gaskets,leaking,removed; replaced
105734,"number 3 cylinder aft baffle attach screw has come out . removed dipstick tube , reinstalled screw , reinstalled d",cylinder; baffle attach screw; dipstick tube; screw,come out,removed; reinstalled
105735,"number 3 exhaust push rod seal is leaking . removed and replaced push rod seal , o - ring retainer and 2 r",exhaust push rod seal; push rod seal,leaking,removed; replaced
105736,number 1 and 4 intakes leaking . removed and replaced gaskets .,intakes; gaskets,leaking,removed; replaced
105737,number 1 cylinder cracked . leak and operations check good .,cylinder,cracked,leak and operations check
105738,number 2 intake tube gasket leaking . installed new gasket .,intake tube gasket; gasket,leaking,installed
105739,number 1 cylinder cracked . installed new number 1 cylinder in accordance with lycoming overhaul manual .,cylinder,cracked,installed
105740,number 1 cylinder side baffle is cracked . installed patch made of like material .,cylinder; baffle; patch; like material,cracked,installed
105741,"number 4 cylinder has low compression . ran up aircraft , leak check good .",cylinder; aircraft,low,ran up; leak check
105742,number 4 cylinder has low compression . found dry tappet clearance within specs and all fluid lines,cylinder; fluid lines,low,
105743,"number 4 cylinder has low compression . removed cylinder from engine , inspected and found burnt e",cylinder; engine,low; burnt,removed; inspected
105744,"cylinder number 1 and 3 tie rod is loose and aft baffle is contacting oil . adjusted intercylinder baffle tie rod , inspected return",cylinder; tie rod; baffle; oil; intercylinder baffle tie rod,loose,adjusted; inspected
105745,number 2 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105746,number 1 and 2 intakes leaking . removed and replaced gaskets .,intakes; gaskets,leaking,removed; replaced
105747,number 3 cylinder has low compression . run up leak check good .,cylinder,low,run up leak check
105748,"number 3 cylinder has low compression . reinstalled baffling , exhaust intake tubes , oil return",cylinder; baffling; exhaust; intake tubes; oil return,low,reinstalled
105749,"number 3 cylinder has low compression . removed number 3 cylinder , ground intake valve and seat , lapped exha",cylinder; intake valve,low,removed; ground; lapped
105750,number 3 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105751,number 3 cylinder intake gasket leaking . replaced gasket .,cylinder; intake gasket; gasket,leaking,replaced
105752,screw missing in number 3 side baffle . installed screw .,screw; baffle,missing,installed
105753,number 2 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105754,"right-hand aft baffle bracket has sheared rivet . removed sheared rivet . replaced with screw , washers and nut",baffle bracket; rivet; screw; washers; nut,sheared,removed; replaced
105755,number 1 cylinder intake gasket broken and leaking . removed right-hand exhaust - intake tube assembly . intake elbow gask,cylinder; intake gasket; exhaust; intake tube assembly; intake elbow gask,broken; leaking,removed
105756,number 2 and 4 cylinder rocker covers are missing 1 screw each . installed new screws .,cylinder; rocker covers; screw; screws,missing,installed
105757,"during run up , when checking left magneto , there was a 250 rpm d . ran aircraft , determined to be number 4 lower plug . removed , clean",magneto; aircraft; plug,,ran; determined; removed; clean
105758,"last landing , coming off runway , engine shutdown . ran aircraft , idle rpm and mixture check good . magneto checks good . s",engine; aircraft,shutdown,ran; mixture check; magneto checks
105759,left-hand engine number 3 intake leaking . removed and replaced gasket .,engine; intake; gasket,leaking,removed; replaced
105760,right-hand engine number 4 intake leaking . removed and replaced gasket .,engine; intake; gasket,leaking,removed; replaced
105761,right-hand engine inlet screen wire is broken . replaced with new screen .,engine; inlet screen wire; screen,broken,replaced
105762,"engine started making abnormal sound in flight . abnormal vib . ran up aircraft , could not duplicate irregular sounds or vib",engine; aircraft,started making abnormal sound; abnormal vib,ran up
105763,"forward baffle , left-hand bottom rubbing with muffler . resecured baffle with muffler with red rtv , no defect noted",baffle; muffler; rtv,rubbing,resecured
105764,"number 1 , 2 , 3 , 4 intakes leaking on right-hand engine . removed and replaced gaskets .",intakes; engine; gaskets,leaking,removed; replaced
105765,"number 2 , 3 intakes leaking on left-hand engine . removed and replaced with new gaskets .",intakes; engine; gaskets,leaking,removed; replaced
105766,left-hand lower engine cowl cam lock missing lock washer . installed lock washer on cam lock .,engine; cowl cam lock; lock washer; cam lock,missing,installed
105767,"engine died at idle during taxi 3 times . could not start aft . performed ground run , found engine idling too low . adju",engine,died; could not start; idling too low,ground run; adju
105768,number 4 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105769,oil pressure line support bracket / fuel flow transducer wire . installed bracket .,oil pressure line; support bracket; fuel flow transducer wire; bracket,,installed
105770,fuel line support bracket off number 2 exhaust push rod tube missing . installed bracket .,fuel line support bracket; exhaust push rod tube; bracket,missing,installed
105771,number 2 rocker cover leaking . removed and replaced gasket .,rocker cover; gasket,leaking,removed; replaced
105772,number 2 cylinder intake gasket leaking . removed and replaced gasket .,cylinder; intake gasket; gasket,leaking,removed; replaced
105773,both baffle spark plug access holes damaged . installed doubler plates . removed and replaced baffle plu,baffle spark plug; doubler plates,damaged,installed; removed; replaced
105774,number 1 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105775,left-hand engine number 4 intake leaking . removed and replaced gasket .,engine; intake; gasket,leaking,removed; replaced
105776,"right-hand engine number 3 , 4 intakes leaking . removed and replaced gaskets .",engine; intakes; gaskets,leaking,removed; replaced
105777,"during run up , engine shutdown . restarted and had flames comi . inspected engine , performed ground run . operations checked good .",engine,shutdown; flames comi,inspected; ground run; operations checked
105778,"after start up , engine kept hesitating every 4 - 5 seconds . performed ground run , operations checked good .",engine,kept hesitating,ground run; operations checked
105779,pilot reports start assist . started aircraft .,aircraft,,pilot reports start assist; started
105780,baffle plug worn . removed and replaced baffle plug .,baffle plug,worn,removed; replaced
105781,"number 2 , 1 intakes leaking . removed and replaced gaskets .",intakes; gaskets,leaking,removed; replaced
105782,engine cover removed for inspection . installed engine cover .,engine cover,,removed; inspection; installed
105783,number 2 intake gasket leaking . installed new intake gasket .,intake gasket,leaking,installed
105784,engine baffle plug tangs broken . installed new baffle plug .,engine; baffle plug; tangs,broken,installed
105785,left-hand number 4 intake gasket leaking . removed and replaced with new gasket .,intake gasket; gasket,leaking,removed; replaced
105786,right-hand number 4 intake gasket is leaking . removed and replaced with new gasket .,intake gasket; gasket,leaking,removed; replaced
105787,number 3 rocker cover gasket leaking on left-hand engine . removed and replaced with new silicone gaskets .,rocker cover gasket; engine; silicone gaskets,leaking,removed; replaced
105788,right-hand engine number 4 cylinder intake leaks . removed and replaced gasket .,engine; cylinder; intake; gasket,leaks,removed; replaced
105789,"right-hand engine has cracked 90 degrees bracket forward oil cooler , needs stop d . stop drilled crack end .",engine; 90 degrees bracket; oil cooler,cracked; crack,stop drilled
105790,"many cracks on baffling number 3 cylinder right-hand engine , behind 90 degrees bracket . removed baffle assembly and cleaned area .",baffling; cylinder; engine; 90 degrees bracket; baffle assembly,cracks,removed; cleaned
105791,left-hand engine baffle tie rod wire hitting both outboard clamps . damage negligible . adjusted toward inboard and adjusted clamps out of the,engine; baffle tie rod wire; clamps,hitting,adjusted
105792,"many cracks on baffling number 3 cylinder right-hand engine , behind 90 degrees bracket . installed new baffle section . cleaned scat tube .",baffling; cylinder; engine; 90 degrees bracket; baffle section; scat tube,cracks,installed; cleaned
105793,left-hand engine has cracked 90 degrees bracket by forward of oil cooler - pas . replaced with serviceable bracket from left-hand engine baffle .,engine; 90 degrees bracket; baffle,cracked,replaced
105794,number 3 and 4 intake gaskets are leaking . replaced both gaskets .,intake gaskets; gaskets,leaking,replaced
105795,baffle plugs need to be replaced . installed new baffle plugs .,baffle plugs,,replaced; installed
105796,left-hand engine overspeed on takeoff and climb ; 2720 - 2730 . could h . removed sd card and read . 2733 . 2 rpm highest recording . l,engine; sd card,overspeed,removed; read
105797,rivet loose on left-hand baffle . tightened rivet .,rivet; baffle,loose,tightened
105798,"number 2 , 4 rocker box leaking . removed and replaced gaskets .",rocker box; gaskets,leaking,removed; replaced
105799,"left engine would not start . left engine cover was not put o . started and ran engine left-hand , all systems within parameters .",engine; engine cover,would not start,started; ran
105800,number 4 intake tube gasket leaking . removed and replaced gasket .,intake tube gasket; gasket,leaking,removed; replaced
105801,number 2 cylinder needs new gasket on rocker box . removed and replaced gasket .,cylinder; gasket; rocker box,,removed; replaced
105802,"on downwind , had reduction in power followed by rough vibra . ran aircraft , all checks good . downloaded card data and found",aircraft; card data,reduction in power; rough vibra,ran; checks; downloaded
105803,"during taxi , started to smell heavy fumes , co warning came o . ran up aircraft , unable to duplicate discrepancy .",aircraft,started to smell heavy fumes; co warning came o,ran up
105804,"co level high warning came on while taxiing . ran aircraft , all checks good . no co warning .",aircraft,co level high warning came on,ran; checks
105805,"oversped propeller during manuevers , 30 rpm . downloaded card data and found 2740 peak rpm . no further",propeller; card data,oversped,downloaded
105806,number 4 intake gasket leaking . removed and replaced gasket .,intake gasket; gasket,leaking,removed; replaced
105807,tab on number 3 cylinder aft baffle rivets sheared off . removed and replaced rivets .,tab; cylinder; baffle rivets; rivets,sheared,removed; replaced
105808,number 3 cylinder low compression 48 / 80 . ground valves and started grinding valve seats .,cylinder; valves; valve seats,low,ground; started grinding
105809,"loose rivets , right-hand forward baffle seal . removed rivets and replaced with nuts and screws .",rivets; baffle seal; nuts; screws,loose,removed; replaced
105810,"number 3 cylinder low compression 48 / 80 . performed compression test , found number 3 cylinder at 48 psi . stak",cylinder,low,compression test; stak
105811,number 3 cylinder low compression 48 / 80 . finished grounding valve seats and fitting valves into se,cylinder; valve seats; valves,low,finished grounding; fitting
105812,number 3 cylinder low compression 48 / 80 . installed baffles and all necessary parts for number 3 cylinder,cylinder; baffles; necessary parts,low,installed
105813,left-hand engine number 2 intake leaks . replaced gasket .,engine; intake; gasket,leaks,replaced
105814,number 4 rocker box cover leaking . removed and replaced gasket .,rocker box cover; gasket,leaking,removed; replaced
105815,number 2 and 4 intakes leaking on right-hand engine . removed and replaced gaskets .,intakes; engine; gaskets,leaking,removed; replaced
105816,"intakes 2 , 3 and 4 leaking on left-hand engine . removed and replaced gaskets .",intakes; engine; gaskets,leaking,removed; replaced
105817,number 1 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105818,number 4 cylinder compression at 45 / 80 . operations and leak checked good .,cylinder,,operations and leak checked
105819,number 4 cylinder compression at 45 / 80 . found exhaust valve burnt and guide worn .,cylinder; exhaust valve; guide,burnt; worn,
105820,number 4 cylinder compression at 45 / 80 . staked valves . cylinder stayed at 45 / 80 . removed baffles,cylinder; valves; baffles,,staked; removed
105821,number 4 cylinder compression at 45 / 80 . installed new cylinder assembly and torqued to case . dry tappet cl,cylinder; cylinder assembly,,installed; torqued
105822,unable to start left-hand engine . started engine and warmed . installed engine blanket .,engine; engine blanket,unable to start,started; warmed; installed
105823,left-hand engine number 4 intake gasket leaking . installed new intake gasket .,engine; intake gasket,leaking,installed
105824,"right-hand engine number 3 , 4 intake gaskets leaking . removed and replaced intake gaskets .",engine; intake gaskets,leaking,removed; replaced
105825,rocker cover screw missing . installed rocker cover screw on number 2 cylinder .,rocker cover screw; cylinder,missing,installed
105826,evidence of seepage at number 3 push rod exhaust tube . leak check good .,push rod exhaust tube,seepage,leak check
105827,evidence of seepage at number 3 push rod exhaust tube . replaced exhaust push rod tube seals .,push rod exhaust tube; exhaust push rod tube seals,seepage,replaced
105828,number 2 rocker cover leaking . removed and replaced gasket .,rocker cover; gasket,leaking,removed; replaced
105829,number 3 intake leaking on right-hand engine . removed and replaced gasket .,intake; engine; gasket,leaking,removed; replaced
105830,number 3 rocker gasket is leaking . replaced gasket .,rocker gasket; gasket,leaking,replaced
105831,both side baffles need baffle plug patches . installed patches .,baffles; baffle plug patches; patches,,installed
105832,number 1 front baffle seal is loose . secured baffle seal with pop rivets .,baffle seal; pop rivets,loose,secured
105833,number 2 and 4 intakes leaking on left-hand engine . removed and replaced gaskets .,intakes; engine; gaskets,leaking,removed; replaced
105834,"rough engine . ran aircraft , warmed to operating temperature , no defects no",engine; aircraft,rough,ran; warmed
105835,"during run up , left-hand magneto drop outside of standards . was able t . ran up aircraft , at multiple power settings , no defects note",aircraft,outside of standards,ran up
105836,"during start up , engine started but ran very rough and would n . ran aircraft , confirmed discrepancy . performed compression check",engine; aircraft,started but ran very rough; but ran very rough; ran very rough,ran; confirmed; compression check
105837,"during start up , engine started but ran very rough and would n . disassembled exhaust valves and springs . reamed exhaust g",engine; exhaust valves; springs; exhaust g,ran very rough,disassembled; reamed
105838,"baffle tie rod broken , left side . replaced baffle tie rod .",baffle tie rod,broken,replaced
105839,"oil pressure read 100 - 105 psi in traffic pattern . completed engine assembly , serviced with oil .",engine assembly; oil,,serviced
105840,oil pressure read 100 - 105 psi in traffic pattern . disassembled engine to allow access to accessory case .,engine; accessory case,,disassembled
105841,oil pressure read 100 - 105 psi in traffic pattern . installed serviceable accessory case . torqued to engine,accessory case; engine,,installed; torqued
105842,"oil pressure read 100 - 105 psi in traffic pattern . ran aircraft , operations and leak check good . oil pressure 89 psi at full",aircraft,,ran; operations; leak check
105843,"on flight , left-hand alternator indicates zero . ran aircraft , alternators check normally .",alternator; aircraft,,ran; alternators check
105844,cylinder number 2 intake gasket leaking . replaced gasket .,cylinder; intake gasket; gasket,leaking,replaced
105845,number 3 cylinder exhaust push rod shroud needs new adel clamp . removed and replaced clamp .,cylinder; exhaust push rod shroud; adel clamp; clamp,,removed; replaced
105846,need both push rod shroud tube seals . removed 2 push rod shroud tube seals from overhaul kit .,push rod shroud tube seals; overhaul kit,,removed
105847,"engine ran rough , idle low , wouldn ' t go to full power . ground and lapped intake valve and seat . installed cylinder nuts",engine; intake valve; seat; cylinder nuts,low; ran rough; wouldn ' t go to full power,ground; lapped; installed
105848,"engine ran rough , idle low , wouldn ' t go to full power . performed compression test , found number 3 cylinder to have low co",engine; cylinder,low; ran rough; wouldn ' t go to full power,compression test
105849,"engine ran rough , idle low , wouldn ' t go to full power . finished cylinder installation . performed dry tappet cl",engine; cylinder,low; ran rough; wouldn ' t go to full power,installation; dry tappet cl
105850,"right-hand engine number 2 , 3 , 4 intake gaskets leaking . replaced gaskets .",engine; intake gaskets; gaskets,leaking,replaced
105851,"left-hand engine number 2 , 3 , 4 intake gaskets are leaking . replaced gaskets .",engine; intake gaskets; gaskets,leaking,replaced
105852,right-hand engine number 4 cylinder compression 40 / 80 . removed cylinder . drained and cleaned lifters .,engine; cylinder; lifters,,removed; drained; cleaned
105853,right-hand engine number 4 cylinder compression 40 / 80 . installed new cylinder assembly . began installing baffles .,engine; cylinder; cylinder assembly; baffles,,installed; began installing
105854,right-hand engine number 3 cylinder compression 59 / 80 . removed baffles and cylinder . drained and cleaned lifters .,engine; cylinder; baffles; lifters,,removed; drained; cleaned
105855,right-hand engine number 3 cylinder compression 59 / 80 . installed new cylinder assembly . began installing baffles .,engine; cylinder; cylinder assembly; baffles,,installed; began installing
105856,right-hand engine number 3 cylinder compression 59 / 80 . completed installation of baffles and exhaust system . ran,engine; cylinder; baffles; exhaust system,,completed installation; ran
105857,"right-hand engine number 4 cylinder compression 40 / 80 . completed installation of baffles and exhaust . ran engine , o",engine; cylinder; baffles; exhaust,,completed installation; ran
105858,left-hand baffle plug broken . removed and replaced with new plug .,baffle plug; plug,broken,removed; replaced
105859,"during engine start , engine was running very rough . went throttle . leak and operations check good .",engine; throttle,running very rough,leak and operations check
105860,"during engine start , engine was running very rough . went throttle . ran up aircraft , confirmed discrepancy . reviewed fdm data , found",engine; aircraft; fdm data,running very rough,ran up; confirmed; reviewed
105861,"during engine start , engine was running very rough . went throttle . reamed remaining cylinder exhaust guides and reassembled , inst",engine; throttle; cylinder; exhaust guides,running very rough,reamed; reassembled
105862,sniffler valves dirty . cleaned sniffler valves .,sniffler valves,dirty,cleaned
105863,number 2 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105864,front crankshaft oil plug leaking . leak check good .,crankshaft; oil plug,leaking,leak check
105865,baffle tie on right-hand bottom side broken . removed and replaced baffle tie .,baffle tie,broken,removed; replaced
105866,"front crankshaft oil plug leaking . removed propeller , removed and replaced forward crankshaft seal . r",crankshaft; oil plug; propeller; seal,leaking,removed; replaced
105867,number 1 intake leaking . removed and replaced gasket .,intake; gasket,leaking,removed; replaced
105868,number 3 intake gasket leaking . installed new gasket .,intake gasket; gasket,leaking,installed
105869,baffle plugs tangs broken . installed new baffle plugs .,baffle plugs; tangs,broken,installed
