pair_id,query_id,query_problem,candidate_problem,problem_relevance_0_1_2,phase_a_notes
MR-6560016ded7aefa0,100095,ROCKER BOX COVER SCREWS LOOSE.,"RIVET LOOSE AT BAFFLE, AFT CENTER.",0,Different core problems: rocker-cover loose screws versus loose hardware/component.
MR-549e0e85cfe62175,101371,AFT BAFFLE BRACKET MISSING SCREW.,"SCREW MISSING, AFT BAFFLE BRACKET.",2,"Same core problem with compatible recorded component, defect, and context."
MR-748037aca5f42eb1,100112,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,L/H ENGINE BAFFLE BY ROCKER COVERS CRACKED.,1,"Same cracked L/H engine baffle, but cylinder-4 aft versus rocker-cover-area location differs materially."
MR-f892fae454d50b24,104071,"R/H ENG, R/H REAR BAFFLE IS CRACKED.","R/H ENG, FWD I/B BAFFLE HAS SMALL CRACK.",1,"Same baffle crack, but the specified location conflicts (aft versus front)."
MR-9eb45a9a1765678a,105610,#3 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3,4 versus 2,4)."
MR-112d2fa9c8eb2a7a,104515,#2 & 1 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,2 versus 2,4)."
MR-d8bae1d064f8e5fb,100032,RIGHT ENG #4 AIR BAFFLE IS CRACKED,"L/H ENG BACK BAFFLE, BY #4 CYL, CRACKED.",1,"Same baffle crack, but engine side conflicts (right versus left)."
MR-c1f3764bcf261b7b,106168,"DURING RUN UP, #2 CYL WAS COLD & ENGINE SHOCK VIOLENTLY (ENG",R/H ENGINE #3 CYL EXHAUST ROCKER WORN ON SHAFT.,0,Different core problems: engine rough/cold cylinder versus wear.
MR-000151051d945985,106132,R/H ENG #2 CYL PUSH ROD END & ROCKER SCORED.,#4 CYL ROCKER ARM & PUSH ROD GALLED ON EXHAUST SIDE.,1,"Same pushrod/rocker damage, but the specified cylinder set conflicts (2 versus 4)."
MR-ab9f75f33cdc42dc,101410,REAR R/H ENGINE BAFFLE BRACKET CRACKED.,"CRACK IN FRONT ENGINE BAFFLE, L/H SIDE.",1,"Related maintenance area, but core problem differs: baffle bracket crack versus baffle crack."
MR-8eac07e7df7bfbb0,103087,#2 & 4 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-b54cffd9a275946e,101898,#3 INDUCTION TUBE GASKET LEAKING.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,"Same intake leak, but the specified cylinder set conflicts (3 versus 3,4)."
MR-3d8e98b3e7eae27f,100623,ROCKER BOX COVER SCREWS LOOSE.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,0,Different core problems: rocker-cover loose screws versus intake tube loose/damaged.
MR-42c875ff085891e1,100958,#4 ROCKER COVER SCREWS LOOSE.,#2 & 4 CYL ROCKER COVER SCREWS ARE LOOSE.,1,"Same rocker-cover loose screws, but the specified cylinder set conflicts (4 versus 2,4)."
MR-04d455d97a6ae5b7,104071,"R/H ENG, R/H REAR BAFFLE IS CRACKED.","CRACK NOTED ON UNDERSIDE OF #1 ENG CYL BAFFLE, BY NUTS.",1,"Same cracked R/H engine baffle, but rear-baffle versus underside-of-cylinder-1 location differs materially."
MR-df31ec27ad87066b,100392,R/H #4 SIDE BAFFLE MISSING BOLTS.,SCREW MISSING IN #3 SIDE BAFFLE.,1,"Same baffle missing hardware, but the specified cylinder set conflicts (4 versus 3)."
MR-b8e145ebc4d11181,101225,"CRACK ON ENGINE BAFFLE, LEFT SIDE, BY #3 CYLINDER.",SMALL CRACK NOTED BY BOLT ON #1 CYL BAFFLE OF R/H ENGINE.,1,"Same baffle crack, but the specified cylinder set conflicts (3 versus 1)."
MR-c6e8e2210f47eecd,103824,"#3, 4 & 1 INTAKES ARE LEAKING.",L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,3,4 versus 2,3)."
MR-9ffb23b904be99f2,103373,"R/H FWD BAFFLE, #1 CYL SIDE, HAS A CRACK.",BAFFLE CRACKED ABOVE #1 CYL.,1,"Same cracked cylinder-1 baffle, but forward-side versus above-cylinder location differs materially."
MR-b9c5863c14c30827,104071,"R/H ENG, R/H REAR BAFFLE IS CRACKED.",R/H ENG OIL COOLER BAFFLE CRACKED.,1,"Same cracked R/H engine baffle, but rear-baffle versus oil-cooler location differs materially."
MR-ac98abde7ba9f9cf,100958,#4 ROCKER COVER SCREWS LOOSE.,ROCKER COVER SCREWS LOOSE ON L/H ENGINE.,2,"Same core problem; engine side and cylinder/location are stated on only one side, without contradiction."
MR-cc030a73ca7b0e22,101698,#4 INTAKE TUBE LOOSE.,#3 & 4 CYLINDER INTAKE TUBE INSERTS IN SUMP LOOSE.,1,"Same intake tube loose/damaged, but the specified cylinder set conflicts (4 versus 3,4)."
MR-660c84bb35f3e01c,102327,#3 INDUCTION TUBE GASKET LEAKING.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,"Same intake leak, but the specified cylinder set conflicts (3 versus 3,4)."
MR-b7fbc31f05cfc70a,105048,#2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4)."
MR-648d9657bc00b591,100515,#3 ROCKER COVER GASKET IS TORN.,#4 ROCKER COVER GASKET IS LEAKING.,1,"Same component area, but defect differs: torn versus leaking."
MR-ff4368a78605a92c,101744,BAFFLE BUTTON PLUG IS WORN.,R/H ENGINE #3 CYL EXHAUST ROCKER WORN ON SHAFT.,0,Different core problems: baffle plug defect versus wear.
MR-84d1ad0bf86961f1,101548,RIVNUT STRIPPED OUT ON FIREWALL FOR A/F FUEL FILTER.,SUPPORT FROM #4 CYL AFT BAFFLE TO CRANKCASE HALF IS BROKEN O,0,Different core problems: firewall fuel-filter rivnut versus broken component.
MR-6f5df8e3c6361c58,103796,1 BAFFLE BUTTON WORN.,L/H BAFFLE PLUG WORN.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-f780b89956ba6a7e,102381,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 ROCKER COVER IS LEAKING.,0,Different core problems: intake leak versus rocker-cover gasket defect.
MR-c5405834ab069c84,102221,#1 INTAKE GASKET LEAKS.,L/H ENG #4 CYL INTAKE GASKET IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 4)."
MR-755bd7f68734e5ef,100155,#2 ROCKER BOX COVER SCREWS LOOSE.,"RIVET LOOSE AT BAFFLE, AFT CENTER.",0,Different core problems: rocker-cover loose screws versus loose hardware/component.
MR-96f458b0b291cd2e,100623,ROCKER BOX COVER SCREWS LOOSE.,R/H ENGINE #3 AFT BAFFLE SEAL IS LOOSE.,0,Different core problems: rocker-cover loose screws versus baffle seal defect.
MR-78d5990ade83d96c,101548,RIVNUT STRIPPED OUT ON FIREWALL FOR A/F FUEL FILTER.,REAR BAFFLE BRACKET AT ENGINE CENTER BROKEN AT BOLT.,0,Different core problems: firewall fuel-filter rivnut versus broken component.
MR-a96a7c8ff5c4b864,100568,ENGINE BAFFLE PLUG TABS BROKEN.,BOTH BAFFLE PLUG TABS BROKEN OFF.,2,"Same core problem with compatible recorded component, defect, and context."
MR-58dd13c2d49e1cfb,104863,#1 CYL INTAKE LEAKS.,#2 CYL INTAKE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 2)."
MR-17074949c7a6a665,104135,BAFFLE PLUG IS DAMAGED.,LEFT BAFFLE PLUG IS WORN.,2,"Same core problem with compatible recorded component, defect, and context."
MR-54173fedac8029e9,101598,CYL #2 & 3 INTAKES ARE LEAKING.,#2 & 4 CYL INTAKES LEAKING ON L/H ENGINE.,1,"Same intake leak, but the specified cylinder set conflicts (2,3 versus 2,4)."
MR-8ae7258d707db433,102327,#3 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3 versus 3,4)."
MR-c1d1378a62c5a702,101668,"ROCKER COVER GASKETS #2, 3 TORN.","#1, 3 & 4 ROCKER COVER GASKETS ARE TORN.",1,"Same rocker-cover gasket defect, but the specified cylinder set conflicts (2,3 versus 1,3,4)."
MR-c26b8c8561e5962c,100540,#1 INTAKE GASKET LEAKS.,"R/H ENGINE, CYL #3 INTAKE GASKET IS LEAKING.",1,"Same intake leak, but the specified cylinder set conflicts (1 versus 3)."
MR-14aee53de5c72181,101116,"L/H ENG, #4 INDUCTION TUBE GASKET LEAKING.",R/H ENG #2 & 3 ROCKER GASKETS ARE LEAKING.,0,Different core problems: intake leak versus rocker-cover gasket defect.
MR-0a94e528ee38ffe6,103656,OIL COOLERS DIRTY.,SNIFFLE VALVES DIRTY.,0,Different core problems: oil-cooler contamination versus contamination.
MR-8809cbadcf2f35da,103623,FOUND BROKEN COVER SCREW ON GROUND.,"INNER BAFFLE TIE SPRING BROKEN, L/H SIDE.",0,Only the generic broken condition overlaps; a cover screw and an inner baffle tie spring are different problems.
MR-86516e70d82b3e09,104677,BLACK FWD COWL (ENG) SEAL WORN BY INTAKE FILTER.,BLACK FWD ENG SEAL WORN.,2,"Same core problem with compatible recorded component, defect, and context."
MR-29aa105411b76fbd,101238,#2 & 4 INTAKES ARE LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-a46fe4dbe9f1f0a9,106106,L/H ENGINE #4 BAFFLE CRACKED.,#3 AFT BAFFLE CRACKED ON R/H ENGINE.,1,"Same baffle crack, but engine side conflicts (left versus right)."
MR-765b566a58279314,101877,#3 INDUCTION TUBE GASKET LEAKING.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,"Same intake leak, but the specified cylinder set conflicts (3 versus 3,4)."
MR-e5d0b9c25efa9265,102823,#1 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,4 versus 2,4)."
MR-003c4723eeea004e,101434,"R/H ENG CYL #4, 3 INTAKE GASKETS LEAKING.",L/H ENG CYL #2 & 4 INTAKE GASKETS ARE LEAKING.,1,"Same intake leak, but engine side conflicts (right versus left)."
MR-d7de5c5d518dda3c,105940,2 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3)."
MR-17ca1a03e591944b,102952,AUTO RE-IGN DOES NOT ACTIVATE W/ LOW N2 CONDITIONS.,"L/H ENG, L/H AFT BAFFLE CRACKED, SEVERAL PLACES.",0,Different core problems: auto re-ignition failure versus baffle crack.
MR-0dd2cf2f96f0eb6e,104863,#1 CYL INTAKE LEAKS.,CYL #4 INTAKE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 4)."
MR-90991c5539607c79,100264,#3 INTAKE LEAKING AT CLAMP.,#4 INTAKE LEAKING ON R/H ENGINE.,1,"Same intake leak, but the specified cylinder set conflicts (3 versus 4)."
MR-b3216370359c06a9,104471,"#1, 2, 4 INTAKES LEAKING.",L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,2,4 versus 2,4)."
MR-5bb5bf6b69b56bd9,105178,#1 ROCKER COVER GASKET LEAKS.,R/H ENG #3 ROCKER COVER GASKET LEAKING.,1,"Same rocker-cover gasket defect, but the specified cylinder set conflicts (1 versus 3)."
MR-b4e3ce6c24b05669,105742,#4 CYL HAS LOW COMPRESSION.,"#4 CYL, L/H ENG, HAS LOW COMPRESSION.",2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-d3edd6a62147dd7f,104135,BAFFLE PLUG IS DAMAGED.,L/H BAFFLE PLUG WORN.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-20ae42071f583b3f,105157,L/H #4 ROCKER COVER GASKET LEAKS.,#2 CYL ROCKER COVER GASKET LEAKING.,1,"Same rocker-cover gasket defect, but the specified cylinder set conflicts (4 versus 2)."
MR-fe00447b461bfe2f,101698,#4 INTAKE TUBE LOOSE.,"#4 CYL INTAKE TUBE FLANGE WORN, L/H ENG.",1,"Same component area, but defect differs: loose versus worn."
MR-4b5b349577052a45,100636,R/H ENGINE #3 INDUCTION TUBE GASKET LEAKING.,L/H ENGINE #4 ROCKER COVER LEAKING.,0,Different core problems: intake leak versus rocker-cover gasket defect.
MR-794d87c5bb0cdc59,104674,R/H REAR BAFFLE INSP HOLE WORN.,L/H SIDE BAFFLE HOLE WORN TOO LARGE FOR BAFFLE PLUG.,1,"Related maintenance area, but core problem differs: baffle worn hole versus baffle plug defect."
MR-625572a519cbb540,103758,"L/H ENG, L/H FWD BAFFLE SEAL IS LOOSE.",#4 CYL L/H ENG BAFFLE SEAL LOOSE.,1,"Same loose L/H-engine baffle seal, but forward-seal versus cylinder-4 location differs materially."
MR-d24a0cd17aed3a12,104702,L/H ENG #2 CYL HAS LOW COMPRESSION.,R/H ENG #1 CYL HAS LOW COMPRESSIONS (55 PSI).,1,"Same low cylinder compression, but engine side conflicts (left versus right)."
MR-99932b1c78f5149b,104471,"#1, 2, 4 INTAKES LEAKING.",L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,2,4 versus 2,3)."
MR-4233e28b9026a2dd,103087,#2 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3)."
MR-7ae11c0b38f016e5,101744,BAFFLE BUTTON PLUG IS WORN.,"BAFFLE SEAL, ABOVE ENG INTAKE HAS WORN SPOTS.",1,"Related maintenance area, but core problem differs: baffle plug defect versus baffle seal defect."
MR-d43739e2bd318459,100032,RIGHT ENG #4 AIR BAFFLE IS CRACKED,"LOWER AFT COWL, L/H ENG STARTER GEN AIR VENT HAS CRACK.",0,Different core problems: baffle crack versus structural crack.
MR-3580cbf5ddcbb752,100264,#3 INTAKE LEAKING AT CLAMP.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,"Same intake leak, but the specified cylinder set conflicts (3 versus 3,4)."
MR-0bc25efe76775d31,100623,ROCKER BOX COVER SCREWS LOOSE.,"RIVET LOOSE AT BAFFLE, AFT CENTER.",0,Different core problems: rocker-cover loose screws versus loose hardware/component.
MR-b51b1654cd8d92fd,101548,RIVNUT STRIPPED OUT ON FIREWALL FOR A/F FUEL FILTER.,FIREWALL CRACKED BY BATTERY BOX.,0,Different core problems: firewall fuel-filter rivnut versus structural crack.
MR-780a72151fcb5612,104674,R/H REAR BAFFLE INSP HOLE WORN.,BLACK FWD SEAL ON ENG WORN IN SPOTS & LOOSE ON L/H SIDE.,1,"Related maintenance area, but core problem differs: baffle worn hole versus cowl/engine seal wear."
MR-bf1be8047a6ece7f,101194,ROCKER BOX COVER SCREWS LOOSE.,R/H ENGINE #3 AFT BAFFLE SEAL IS LOOSE.,0,Different core problems: rocker-cover loose screws versus baffle seal defect.
MR-f7f4fec2d791d3b1,105306,#2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4)."
MR-22b60b870ae68bd4,105286,#1 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (1,4 versus 2,3,4)."
MR-5b71192dd1e30134,103676,#4 CYL ROCKER COVER IS MISSING SCREW.,SCREW MISSING FROM CYL #2 FWD BAFFLE.,0,Different core problems: rocker-cover missing screw versus baffle missing hardware.
MR-91ba10a8c2840d4b,100636,R/H ENGINE #3 INDUCTION TUBE GASKET LEAKING.,#2 CYL ROCKER COVER GASKET LEAKING ON L/H ENGINE.,0,Different core problems: intake leak versus rocker-cover gasket defect.
MR-e9c6a19144482592,101877,#3 INDUCTION TUBE GASKET LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3 versus 2,4)."
MR-3534faee30c725ec,101877,#3 INDUCTION TUBE GASKET LEAKING.,#1 INTAKE GASKET LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3 versus 1)."
MR-4750f09932b4493a,101225,"CRACK ON ENGINE BAFFLE, LEFT SIDE, BY #3 CYLINDER.",CRACK ON #4 CYLINDER AFT BAFFLE.,1,"Same baffle crack, but the specified cylinder set conflicts (3 versus 4)."
MR-696abde081ffa84e,100540,#1 INTAKE GASKET LEAKS.,#2 INTAKE GASKET LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 2)."
MR-d12fba8046e9f4ae,100081,#2 INTAKE LEAKS.,#3 & 4 INTAKE LEAKING ON R/H ENGINE.,1,"Same intake leak, but the specified cylinder set conflicts (2 versus 3,4)."
MR-6f28d0b867ef1017,105286,#1 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (1,4 versus 2,3,4)."
MR-87d836f9aa21c3bd,100006,ROCKER BOX COVER SCREWS LOOSE (ALL CYL).,LEFT BAFFLE LOOSE (#2 CYL BAFFLE SEAL).,0,Different core problems: rocker-cover loose screws versus baffle seal defect.
MR-0f442328333fd663,105742,#4 CYL HAS LOW COMPRESSION.,LOW COMPRESSION ON #3 CYL.,1,"Same low cylinder compression, but the specified cylinder set conflicts (4 versus 3)."
MR-940a374f34ede0cd,101225,"CRACK ON ENGINE BAFFLE, LEFT SIDE, BY #3 CYLINDER.",CRACK IN R/H AFT ENGINE BAFFLE.,1,"Same cracked engine baffle, but left-side cylinder-3 versus R/H aft-engine context differs materially."
MR-b4961b57defdd90b,106132,R/H ENG #2 CYL PUSH ROD END & ROCKER SCORED.,#2 CYL ROCKER ARM & PUSH ROD GALLED ON EXHAUST SIDE.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-f6fd0d2cfcd62d9e,100197,#2 & 4 INTAKES ARE LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4)."
MR-08c03991f157f06d,102221,#1 INTAKE GASKET LEAKS.,"R/H ENGINE, CYL #3 INTAKE GASKET IS LEAKING.",1,"Same intake leak, but the specified cylinder set conflicts (1 versus 3)."
MR-ef9a5d3b6082e2a5,104623,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,#3 CYL LOWER SPARK PLUG BOSS THREADS DAMAGED.,0,Different core problems: crankshaft gouge versus other.
MR-36a563c1879329ba,101238,#2 & 4 INTAKES ARE LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-5030850d18df4aea,100197,#2 & 4 INTAKES ARE LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3)."
MR-a80bf17faf5e3673,100541,ALL ROCKER COVER SCREWS ARE LOOSE.,ROCKER COVER SCREWS LOOSE ON L/H ENGINE.,2,"Same core problem; engine side is stated on only one side, without contradiction."
MR-ad4c2431058fb055,100541,ALL ROCKER COVER SCREWS ARE LOOSE.,"#2, 3, 4 ROCKER COVER SCREWS LOOSE ON R/H ENG.",1,"Same loose rocker-cover screws, but all cylinders versus cylinders 2, 3, and 4 is a material scope mismatch."
MR-dc908690c0ad75c5,101264,CYL #3 ROCKER COVER IS MISSING A SCREW.,R/H ENG #2 CYL FWD BAFFLE IS MISSING A SCREW.,0,Different core problems: rocker-cover missing screw versus baffle missing hardware.
MR-89e8d4fb76fbeed5,104515,#2 & 1 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,1,"Same intake leak, but the specified cylinder set conflicts (1,2 versus 2,4)."
MR-f9d4589a97cdd6a7,103861,#4 INDUCTION TUBE GASKET LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (4 versus 2,4)."
MR-1d553979dec82baa,104582,#2 LOWER INTAKE CLAMP LOOSE.,"RIVET LOOSE AT BAFFLE, AFT CENTER.",0,Different core problems: intake clamp loose versus loose hardware/component.
MR-e4872664461b38d4,101930,#1 CYL HAS LOW COMPRESSION.,"#4 CYL, L/H ENG, HAS LOW COMPRESSION.",1,"Same low cylinder compression, but the specified cylinder set conflicts (1 versus 4)."
MR-65f1d0cfcf2db7b9,102316,ENGINE AFT BAFFLE CYL #3 AREA HAS SHEARED RIVETS ON SUPPORT,#4 CYL AFT BAFFLE HAS 2 RIVETS SHEARED.,1,"Same baffle sheared rivets, but the specified cylinder set conflicts (3 versus 2,4)."
MR-9fd0852b0a85d99f,104677,BLACK FWD COWL (ENG) SEAL WORN BY INTAKE FILTER.,"BAFFLE SEAL, ABOVE ENG INTAKE HAS WORN SPOTS.",2,Same worn forward black engine/baffle seal near the intake; terminology differs without a material contradiction.
MR-977f3a6c75265a5e,104623,INSPECTED & FOUND CRANKSHAFT TO BE GOUGED BEHIND CRANKSHAFT,R/H ENG FWD CYL #2 BAFFLE SEAL IS TORN.,0,Different core problems: crankshaft gouge versus baffle seal defect.
MR-7d7a1efe618da9b3,101598,CYL #2 & 3 INTAKES ARE LEAKING.,"L/H ENG #3, 4 CYL INTAKES LEAKING.",1,"Same intake leak, but the specified cylinder set conflicts (2,3 versus 3,4)."
MR-03f3c410586b0eac,101225,"CRACK ON ENGINE BAFFLE, LEFT SIDE, BY #3 CYLINDER.","ENGINE BAFFLE CRACKED, AFT OF #3 CYL, L/H ENG.",2,"Same core problem; engine side and position are stated on only one side, without contradiction."
MR-1afc691011ef9509,101548,RIVNUT STRIPPED OUT ON FIREWALL FOR A/F FUEL FILTER.,"#1 CYL EXHAUST STACK IS MISSING NUT, R/H.",0,Different core problems: firewall fuel-filter rivnut versus missing hardware/component.
MR-e5141b2504f5376c,104031,#4 AFT BAFFLE CRACKED.,L/H BACK BAFFLE HAS A CRACK.,2,"Same core problem; engine side and cylinder/location are stated on only one side, without contradiction."
MR-424e90f08df3b8ef,104515,#2 & 1 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (1,2 versus 2,3,4)."
MR-58506cbef8f9a4a9,101930,#1 CYL HAS LOW COMPRESSION.,LOW COMPRESSION ON #3 CYL.,1,"Same low cylinder compression, but the specified cylinder set conflicts (1 versus 3)."
MR-605297909a008797,101410,REAR R/H ENGINE BAFFLE BRACKET CRACKED.,"L/H ENGINE, LEFT AFT BAFFLE BRACKET IS CRACKED.",1,"Same baffle bracket crack, but engine side conflicts (right versus left)."
