example_id,record_id,field,raw_problem,raw_action,raw_text,reference_text,reference_edit,automatic_category,review_reason,source_matches_reference_source,review_status,review_comment,valid_primary,_merge,expert_reference_valid,include_extended_reference,reference_scope,decision_basis,qc_flag,review_method,reviewed_on,amin_abbreviation_evidence,amin_misspelling_evidence,numeral_or_symbol_expansion
104410::combined,104410,combined,#1 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,#1 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED GASKET.,NUMBER ONE ROCKER COVER GASKET LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True
104411::combined,104411,combined,1 BAFFLE PLUG MISSING.,INSTALLED MISSING PLUG W/ NEW.,1 BAFFLE PLUG MISSING. INSTALLED MISSING PLUG W/ NEW.,ONE BAFFLE PLUG MISSING. INSTALLED MISSING PLUG WITH NEW.,,lexical_edit,"spelling, token or punctuation edits",True,approved_lexical,Accepted Amin expert lexical/punctuation correction; source verified and no completion/truncation/anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert lexical/punctuation correction; source verified and no completion/truncation/anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104412::combined,104412,combined,#1 CYL NEEDS TO BE REPLACED,"RUN UP, LEAK CK GOOD.","#1 CYL NEEDS TO BE REPLACED RUN UP, LEAK CK GOOD.","NUMBER ONE CYLINDER NEEDS TO BE REPLACED. RUN UP, LEAK CHECK GOOD.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
104413::combined,104413,combined,#2 CYL NEEDS TO BE REPLACED,"RUN UP, LEAK CK GOOD.","#2 CYL NEEDS TO BE REPLACED RUN UP, LEAK CK GOOD.","NUMBER TWO CYLINDER NEEDS TO BE REPLACED RUN UP, LEAK CHECK GOOD.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
104414::combined,104414,combined,#3 CYL NEEDS TO BE REPLACED,"RUN UP, LEAK CK GOOD.","#3 CYL NEEDS TO BE REPLACED RUN UP, LEAK CK GOOD.","NUMBER THREE CYLINDER NEEDS TO BE REPLACED RUN UP, LEAK CHECK GOOD.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
104415::combined,104415,combined,#4 CYL NEEDS TO BE REPLACED,"RUN UP, LEAK CK GOOD.","#4 CYL NEEDS TO BE REPLACED RUN UP, LEAK CK GOOD.","NUMBER FOUR CYLINDER NEEDS TO BE REPLACED RUN UP, LEAK CHECK GOOD.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
104417::combined,104417,combined,#1 CYL NEEDS TO BE REPLACED,REPLACED CYL W/ NEW CYL ASSY. TORQUED TO CASE.,#1 CYL NEEDS TO BE REPLACED REPLACED CYL W/ NEW CYL ASSY. TORQUED TO CASE.,NUMBER ONE CYLINDER NEEDS TO BE REPLACED. REPLACED CYLINDER WITH NEW CYLINDER ASSEMBLY. TORQUED TO CASE.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104418::combined,104418,combined,#2 CYL NEEDS TO BE REPLACED,"REPLACED CYL W/ NEW CYL ASSY, TORQUED TO CASE.","#2 CYL NEEDS TO BE REPLACED REPLACED CYL W/ NEW CYL ASSY, TORQUED TO CASE.","NUMBER TWO CYLINDER NEEDS TO BE REPLACED. REPLACED CYLINDER WITH NEW CYLINDER ASSEMBLY, TORQUED TO CASE.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104419::combined,104419,combined,#1 CYL NEEDS TO BE REPLACED,"COMPLETED INSTALL OF LINES & BAFFLING, INTAKE & EXHAUST","#1 CYL NEEDS TO BE REPLACED COMPLETED INSTALL OF LINES & BAFFLING, INTAKE & EXHAUST","NUMBER ONE CYLINDER NEEDS TO BE REPLACED. COMPLETED INSTALL OF LINES AND BAFFLING, INTAKE AND EXHAUST",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
104420::combined,104420,combined,#2 CYL NEEDS TO BE REPLACED,"COMPLETED INSTALL OF LINES & BAFFLING, INTAKE & EXHAUST","#2 CYL NEEDS TO BE REPLACED COMPLETED INSTALL OF LINES & BAFFLING, INTAKE & EXHAUST","NUMBER TWO CYLINDER NEEDS TO BE REPLACED. COMPLETED INSTALL OF LINES AND BAFFLING, INTAKE AND EXHAUST",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
104421::combined,104421,combined,#3 CYL NEEDS TO BE REPLACED,REPLACED CYL W/ NEW CYL ASSY & TORQUED. INSTALLED LINES,#3 CYL NEEDS TO BE REPLACED REPLACED CYL W/ NEW CYL ASSY & TORQUED. INSTALLED LINES,NUMBER THREE CYLINDER NEEDS TO BE REPLACED. REPLACED CYLINDER WITH NEW CYLINDER ASSEMBLY AND TORQUED. INSTALLED LINES,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104422::combined,104422,combined,#4 CYL NEEDS TO BE REPLACED,REPLACED CYL W/ NEW CYL ASSY & TORQUED. INSTALLED LINES,#4 CYL NEEDS TO BE REPLACED REPLACED CYL W/ NEW CYL ASSY & TORQUED. INSTALLED LINES,NUMBER FOUR CYLINDER NEEDS TO BE REPLACED. REPLACED CYLINDER WITH NEW CYLINDER ASSEMBLY AND TORQUED. INSTALLED LINES,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104423::combined,104423,combined,#2 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#2 CYL INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,NUMBER TWO CYLINDER INTAKE GASKET LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104424::combined,104424,combined,"2 POP RIVETS LOOSE ON BAFFLE, AFT OF #4 CYL.",REPLACED RIVETS.,"2 POP RIVETS LOOSE ON BAFFLE, AFT OF #4 CYL. REPLACED RIVETS.","TWO POP RIVETS LOOSE ON BAFFLE, AFT OF NUMBER FOUR CYLINDER. REPLACED RIVETS.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
104425::combined,104425,combined,ENGINE BAFFLE PLUGS (TABS) BROKEN.,REMOVED & REPLACED BAFFLE PLUGS.,ENGINE BAFFLE PLUGS (TABS) BROKEN. REMOVED & REPLACED BAFFLE PLUGS.,"ENGINE BAFFLE PLUGS, TABS, BROKEN. REMOVED AND REPLACED BAFFLE PLUGS.",PUNC - B,lexical_edit,"spelling, token or punctuation edits",True,approved_lexical,Accepted Amin expert lexical/punctuation correction; source verified and no completion/truncation/anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert lexical/punctuation correction; source verified and no completion/truncation/anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
104426::combined,104426,combined,"INTAKES #2, 3 & 4 LEAKING ON L/H ENGINE.",REMOVED & REPLACED GASKETS.,"INTAKES #2, 3 & 4 LEAKING ON L/H ENGINE. REMOVED & REPLACED GASKETS.","INTAKES NUMBERS TWO, THREE AND FOUR LEAKING ON LEFT-HAND ENGINE. REMOVED AND REPLACED GASKETS.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104427::combined,104427,combined,"INTAKES #1, 2, 3 & 4 LEAKING ON R/H ENGINE.",REMOVED & REPLACED ALL GASKETS W/ NEW.,"INTAKES #1, 2, 3 & 4 LEAKING ON R/H ENGINE. REMOVED & REPLACED ALL GASKETS W/ NEW.","INTAKES NUMBERS ONE, TWO, THREE AND FOUR LEAKING ON RIGHT-HAND ENGINE. REMOVED AND REPLACED ALL GASKETS WITH NEW.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104428::combined,104428,combined,R/H ENG #2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,R/H ENG #2 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,RIGHT-HAND ENGINE NUMBER TWO INTAKE IS LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104429::combined,104429,combined,L/H ENG #3 & 4 INTAKES ARE LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,L/H ENG #3 & 4 INTAKES ARE LEAKING. REMOVED & REPLACED INTAKE GASKETS.,LEFT-HAND ENGINE NUMBER THREE AND NUMBER FOUR INTAKES ARE LEAKING. REMOVED AND REPLACED INTAKE GASKETS.,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104430::combined,104430,combined,OIL COOLER NEEDS CLEANING.,CLEANED OIL COOLER.,OIL COOLER NEEDS CLEANING. CLEANED OIL COOLER.,OIL COOLER NEEDS CLEANING. CLEANED OIL COOLER.,,unchanged,exactly identical,True,approved_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,True,both,True,True,primary_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,identity_pair,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,False,False
104431::combined,104431,combined,#2 & 4 INTAKE GASKET LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,#2 & 4 INTAKE GASKET LEAKING. REMOVED & REPLACED INTAKE GASKETS.,NUMBER TWO AND NUMBER FOUR INTAKE GASKET LEAKING. REMOVED AND REPLACED INTAKE GASKETS.,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104432::combined,104432,combined,R/H BAFFLE PLUG BROKEN ON #3 CYL.,REMOVED & REPLACED BAFFLE PLUG.,R/H BAFFLE PLUG BROKEN ON #3 CYL. REMOVED & REPLACED BAFFLE PLUG.,RIGHT-HAND BAFFLE PLUG BROKEN ON NUMBER THREE CYLINDER. REMOVED AND REPLACED BAFFLE PLUG.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True
104433::combined,104433,combined,ENGINE BAFFLE PLUGS DAMAGED.,INSTALLED NEW BAFFLE PLUGS.,ENGINE BAFFLE PLUGS DAMAGED. INSTALLED NEW BAFFLE PLUGS.,ENGINE BAFFLE PLUGS DAMAGED. INSTALLED NEW BAFFLE PLUGS.,,unchanged,exactly identical,True,approved_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,True,both,True,True,primary_lexical,Accepted identity pair to teach leave-as-is behavior; source and target are identical.,identity_pair,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,False
104434::combined,104434,combined,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.,#3 INTAKE LEAKING ON R/H ENGINE. REMOVED & REPLACED GASKET.,NUMBER THREE INTAKE LEAKING ON RIGHT-HAND ENGINE. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104435::combined,104435,combined,INTAKE #4 LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKET.,INTAKE #4 LEAKING ON L/H ENGINE. REMOVED & REPLACED GASKET.,INTAKE NUMBER FOUR LEAKING ON LEFT-HAND ENGINE. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104436::combined,104436,combined,#2 INTAKE GASKET LEAKING.,REPLACED INTAKE GASKET.,#2 INTAKE GASKET LEAKING. REPLACED INTAKE GASKET.,NUMBER TWO INTAKE GASKET LEAKING. REPLACED INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104437::combined,104437,combined,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#4 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,NUMBER FOUR INTAKE GASKET LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104438::combined,104438,combined,#4 INTAKE LEAKING.,ERMOVED & REPLACED GASKET.,#4 INTAKE LEAKING. ERMOVED & REPLACED GASKET.,NUMBER FOUR INTAKE LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104439::combined,104439,combined,L/H ENG #4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,L/H ENG #4 INTAKE LEAKING. REMOVED & REPLACED GASKET.,LEFT-HAND ENGINE NUMBER FOUR INTAKE LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104440::combined,104440,combined,R/H ENG #4 & 3 INTAKE GASKETS LEAK.,REPLACED #3 INTAKE GASKET.,R/H ENG #4 & 3 INTAKE GASKETS LEAK. REPLACED #3 INTAKE GASKET.,RIGHT-HAND ENGINE NUMBER FOUR AND NUMBER THREE INTAKE GASKETS LEAK. REPLACED NUMBER THREE INTAKE GASKET.,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104441::combined,104441,combined,R/H ENG #4 & 3 INTAKE GASKETS LEAK.,REPLACED #4 INTAKE GASKET.,R/H ENG #4 & 3 INTAKE GASKETS LEAK. REPLACED #4 INTAKE GASKET.,RIGHT-HAND ENGINE NUMBER FOUR AND NUMBER THREE INTAKE GASKETS LEAK. REPLACED NUMBER FOUR INTAKE GASKET.,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104442::combined,104442,combined,#2 INTAKE LEAKING ON L/H ENG.,REMOVED & REPLACED GASKET.,#2 INTAKE LEAKING ON L/H ENG. REMOVED & REPLACED GASKET.,NUMBER TWO INTAKE LEAKING ON LEFT-HAND ENGINE. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104443::combined,104443,combined,#4 INTAKE GASKET LEAKING ON L/H ENGINE.,REPLACED GASKETS.,#4 INTAKE GASKET LEAKING ON L/H ENGINE. REPLACED GASKETS.,NUMBER FOUR INTAKE GASKET LEAKING ON LEFT-HAND ENGINE. REPLACED GASKETS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104444::combined,104444,combined,#4 INTAKE GASKET LEAKING ON R/H ENG.,REMOVED & REPLACED GASKET.,#4 INTAKE GASKET LEAKING ON R/H ENG. REMOVED & REPLACED GASKET.,NUMBER FOUR INTAKE GASKET LEAKING ON RIGHT-HAND ENGINE. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104445::combined,104445,combined,#3 INTAKE GASKET LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.,#3 INTAKE GASKET LEAKING ON R/H ENGINE. REMOVED & REPLACED GASKET.,NUMBER THREE INTAKE GASKET LEAKING ON RIGHT-HAND ENGINE. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104446::combined,104446,combined,#1 ROCKER COVER GASKET LEAKING ON R/H ENG.,REMOVED & REPLACED W/ SILICONE GASKET.,#1 ROCKER COVER GASKET LEAKING ON R/H ENG. REMOVED & REPLACED W/ SILICONE GASKET.,NUMBER ONE ROCKER COVER GASKET LEAKING ON RIGHT-HAND ENGINE. REMOVED AND REPLACED WITH SILICONE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
104447::combined,104447,combined,L/H ENG #3 ROCKER COVER IS LEAKING.,REMOVED & REPLACED GASKET.,L/H ENG #3 ROCKER COVER IS LEAKING. REMOVED & REPLACED GASKET.,LEFT-HAND ENGINE NUMBER THREE ROCKER COVER IS LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True
