pair_id,query_id,query_problem,candidate_problem,problem_relevance_0_1_2,candidate_historical_action,candidate_historical_action_family,action_applicability_0_1_2,phase_b_notes
MR-8d85ee2285a2b4f1,103373,"R/H FWD BAFFLE, #1 CYL SIDE, HAS A CRACK.","ENGINE BAFFLE CRACKED, AFT OF #3 CYL, L/H ENG.",1,STOP DRILLED CRACKS.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-3a268d88b11f4b04,103824,"#3, 4 & 1 INTAKES ARE LEAKING.","INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-4fcfc1186b9d8ebd,103598,L/H ENGINE BAFFLE CRACKED.,"L/H ENGINE, ENGINE BAFFLE CRACKED AT OIL COOLER.",2,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-a8a700cfcba2c4d3,102221,#1 INTAKE GASKET LEAKS.,#2 INTAKE GASKET LEAKING.,1,REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-217ba083e7200f8f,100727,REAR BAFFLE PLUGS WORN OUT.,BOTH SPARK PLUG BAFFLE PLUGS ARE WORN.,2,REMOVED & REPLACED SPARK PLUG BAFFLE PLUGS.,Replace,2,Replacing worn spark-plug baffle plugs directly addresses the worn rear baffle-plug query.
MR-8a4ec09209ef9ab5,104264,#3 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,REPLACED #3 GASKET.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-2c93ad28dc4c5c24,100112,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,FRONT & L/H ENGINE BAFFLE CRACKED.,1,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-06e70e4e97aeaeda,105742,#4 CYL HAS LOW COMPRESSION.,CYL #3 HAD LOW COMPRESSION (50/80).,1,"STAKED VALVE, COMPRESSION CK'ED GOOD (72).",Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-a46fe4dbe9f1f0a9,106106,L/H ENGINE #4 BAFFLE CRACKED.,#3 AFT BAFFLE CRACKED ON R/H ENGINE.,1,"REMOVED BAFFLE, STOP DRILLED CRACK, FABRICATED & INSTAL",Repair,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-1372943a8c221b77,101458,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,LOW COMPRESSION (40/80) ON #3 CYLINDER. AIR LEAKING FROM EXH,2,BEGAN REPLACEMENT OF CYLINDER. REPLACED OLD CYLINDER W/,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-f8da7025b8d6b8ca,105116,"R/H BAFFLE SEAL, BY #2 CYL, TORN.",L/H ENGINE BAFFLE SEAL ABOVE #4 CYLINDER IS TORN.,1,INSTALLED NEW SEAL.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-09879a987d8963b7,100727,REAR BAFFLE PLUGS WORN OUT.,WORN BAFFLE PLUGS.,2,REMOVED & REPLACED BAFFLE PLUGS.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-17e7ca250857931c,100006,ROCKER BOX COVER SCREWS LOOSE (ALL CYL).,#2 & 4 CYL ROCKER COVER SCREWS ARE LOOSE.,1,TIGHTENED SCREWS.,Adjust,1,"Tightening cylinders 2 and 4 is relevant, but it covers only part of the all-cylinder rocker-cover query."
MR-e4872664461b38d4,101930,#1 CYL HAS LOW COMPRESSION.,"#4 CYL, L/H ENG, HAS LOW COMPRESSION.",1,LEAK CK GOOD. OPS CK GOOD.,Other,1,"Relevant diagnostic/verification evidence, but no clear corrective resolution is recorded."
MR-b54cffd9a275946e,101898,#3 INDUCTION TUBE GASKET LEAKING.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-2368a23aa2f2e9bb,101238,#2 & 4 INTAKES ARE LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-3313d73e6515b653,100081,#2 INTAKE LEAKS.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,REPLACED GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-69bca66201f77e11,105306,#2 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,REPLACED #3 GASKET.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-3d75ab1bce003b93,100991,#2 INDUCTION TUBE GASKET LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-cde87041a2bb28d4,100772,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,"#2 & 4 INTAKE GASKETS ARE LEAKING, L/H ENG.",1,"REMOVED & REPLACED INTAKE GASKETS, L/H ENG.",Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-258d79021df58ddb,102327,#3 INDUCTION TUBE GASKET LEAKING.,#1 INTAKE GASKET LEAKING.,1,INSTALLED NEW INTAKE GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-81d541c6ab6ca61e,104471,"#1, 2, 4 INTAKES LEAKING.","INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-3c9ee195570ab70f,104031,#4 AFT BAFFLE CRACKED.,BAFFLE ABOVE CYL #1 IS CRACKED.,1,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-f1a071ca69550a60,105610,#3 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,REPLACED #3 GASKET.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-7e92428b2494076e,102823,#1 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,REPLACED #3 GASKET.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-9eacc512ed3b06ee,104702,L/H ENG #2 CYL HAS LOW COMPRESSION.,R/H ENG #4 CYL HAS LOW COMPRESSION (20/80 PSI).,1,REMOVED & REPLACED #4 CYLINDER IAW DIRECT DRIVE OVERHAU,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-c1d1378a62c5a702,101668,"ROCKER COVER GASKETS #2, 3 TORN.","#1, 3 & 4 ROCKER COVER GASKETS ARE TORN.",1,REMOVED & REPLACED ROCKER COVER GASKETS.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-23046c91093b40d7,101371,AFT BAFFLE BRACKET MISSING SCREW.,SCREW MISSING ON #3 BAFFLE BRACKET.,1,FOUND SCREW & REINSTALLED.,Diagnose,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-e52c0ab3ac3df6da,103173,#2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,REMOVED & REPLACED W/ NEW GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-89e8d4fb76fbeed5,104515,#2 & 1 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,1,CLINDERS NEED TO BE REPLACED. ,Replace,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-47792f3ce0b61f9e,100848,OIL COOLER HOSE REQUIRES REPOSITIONING.,TOP OIL COOLER HOSE KINKED & NOT SECURED.,2,UNKINKED & SECURED HOSE.,Adjust,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-4b41703aa7476d62,100772,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 INTAKE IS LEAKING.,2,REPLACED INTAKE GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-282034bff37d5263,102624,COWL SEAL BY #2 CYL NEEDS TO BE REATTCHED TO BAFFLING.,#1 OUTER CYL BAFFLING CRACKED BY NUTPLATE.,1,STOP DRILLED CRACK ON #1 CYL OUTER BAFFLING.,Other,0,Historical action addresses a different component/fault or provides no meaningful action for the query.
MR-4215d64ce314ac41,101877,#3 INDUCTION TUBE GASKET LEAKING.,"CYL #1, 2, 4 INTAKE GASKETS LEAKING.",1,REMOVED & REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-d24a0cd17aed3a12,104702,L/H ENG #2 CYL HAS LOW COMPRESSION.,R/H ENG #1 CYL HAS LOW COMPRESSIONS (55 PSI).,1,"STAKED EXHAUST VALVE, OPS CK GOOD ON COMPRESSIONS. REMO",Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-57d7cce45ba762e9,105116,"R/H BAFFLE SEAL, BY #2 CYL, TORN.",R/H ENGINE #1 CYL SIDE BAFFLE SEAL IS TORN.,1,REMOVED & REPLACED SEAL.,Replace,2,Replacing the torn baffle seal directly addresses the same condition; cylinder position is transferable.
MR-2a1d7a17010b3e5c,100772,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,R/H ENG #3 INTAKE IS LEAKING.,1,REPLACED INTAKE GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-92c512f95f0c34b1,103676,#4 CYL ROCKER COVER IS MISSING SCREW.,SCREW MISSING FROM L/H ENGINE #3 ROCKER COVER.,1,INSTALLED NEW HARDWARE.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-79ac5c2748a269b8,105592,SMALL RUST SPOT ON AFT TOP L/H (L/H ENGINE MOUNT).,ZIP TIES USED ON L/H & R/H ENGINE MOUNT IN PLACE OF LACING C,1,REATTACHED CABLE & HOSES W/ LACING CORD.,Other,0,Historical action does not treat the queried engine-mount rust condition.
MR-16c711da1581cbcf,105178,#1 ROCKER COVER GASKET LEAKS.,#2 CYL ROCKER COVER GASKET LEAKING.,1,REMOVED & REPLACED ROCKER COVER GASKET.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-c5f96a6a8fbdf67a,101371,AFT BAFFLE BRACKET MISSING SCREW.,#3 AFT BAFFLE SUPPORT BRACKET MISSING SCREW.,2,INSTALLED MISSING BRACKET SCREW.,Replace,2,Installing the missing bracket screw directly resolves the same aft-baffle-bracket fault.
MR-bf79fd36169e5947,105178,#1 ROCKER COVER GASKET LEAKS.,"CYL #4, 1 ROCKER COVER GASKET LEAKING.",1,"REMOVED & REPLACED CYL #1, 4 ROCKER COVER GASKETS.",Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-67365c29d5acf0d5,103274,INTAKES #2 & 4 LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE.",1,REMOVED & REPLACED W/ NEW GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-a415621d3b3b6cca,104157,#2 & 3 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-2b0a6fc1611e7689,101101,OIL LEAK EVIDENCE ON R/H SIDE OF ENGINE.,R/H ENGINE LIFTING EYE BOLT LEAKING OIL.,2,"REMOVED BOLT, CLEAN & SEALANT APPLIED. REASSEMBLED.",Service,1,Direct repair of one historical oil-leak source; the query does not establish that source.
MR-03f229f9e4fbe797,101930,#1 CYL HAS LOW COMPRESSION.,LOW COMPRESSION ON CYL #3 (55).,1,"REMOVED CYL, FOUND TO BE BURNT EXHAUST VALVE. INSTALLED",Replace,2,Cylinder removal and replacement for a burnt exhaust valve is direct corrective evidence for low compression.
MR-3e7898d4dcc81693,104677,BLACK FWD COWL (ENG) SEAL WORN BY INTAKE FILTER.,"ENG FWD LWR BLACK SEAL HAS WORN SPOTS, ABOVE AIR INTAKE.",2,SEALED AREAS W/ BLACK RTV.,Service,2,RTV repair directly treats the same worn forward black engine/cowl seal.
MR-9c2295fbb5f65b0d,103074,"R/H ENGINE FOAM SEAL LOOSE ON BULKHEAD, BEHIND ENGINE INLET",#4 BAFFLE HAS LOOSE HARDWARE ON R/H ENGINE.,1,TIGHTENED HARDWARE.,Adjust,0,Historical action addresses different baffle hardware rather than the queried foam/cowl seal.
MR-b8e145ebc4d11181,101225,"CRACK ON ENGINE BAFFLE, LEFT SIDE, BY #3 CYLINDER.",SMALL CRACK NOTED BY BOLT ON #1 CYL BAFFLE OF R/H ENGINE.,1,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-49dc9c23c55e5d06,101458,#3 CYLINDER ON R/H ENGINE HAS LOW COMPRESSION.,"LOW COMPRESSION ON CYLINDER #2, L/H ENGINE.",1,FOUND COMPRESSION BELOW 40/80 PSI & LEAKING OUT EXHAUST,Diagnose,1,"Relevant diagnostic/verification evidence, but no clear corrective resolution is recorded."
MR-579096957f933c84,104702,L/H ENG #2 CYL HAS LOW COMPRESSION.,#4 CYL ON L/H ENG HAS LOW COMPRESSION. LEAKING FROM EXHAUST,1,"REINSTALLED AFT MUFFLER ASSY, CARB HEAT BOX. RAN ENGINE",Other,0,Reinstalling the muffler/carb-heat assembly and running the engine does not show correction of low compression.
MR-5adfee247ed06144,101980,"R/H ENG #2, 3 & 4 ROCKER BOX COVERS LEAKING.",L/H ENG #3 ROCKER COVER IS LEAKING.,1,REPLACED ROCKER COVER GASKET.,Replace,1,"Action is relevant to the same problem class, but the recorded target or completion is not sufficiently explicit for a strong label."
MR-2eca0dd7dde470e6,104264,#3 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-e5b897ddca3a5ee8,105610,#3 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-8025823a2a716444,103074,"R/H ENGINE FOAM SEAL LOOSE ON BULKHEAD, BEHIND ENGINE INLET",R/H REAR ENGINE BAFFLE MOUNT LOOSE.,1,"REMOVED R/H REAR BAFFLE, REATTACHED BAFFLE MOUNT & REIN",Other,0,Historical action addresses different baffle hardware rather than the queried foam/cowl seal.
MR-d7de5c5d518dda3c,105940,2 & 4 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,REPLACED #3 GASKET.,Replace,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-940a374f34ede0cd,101225,"CRACK ON ENGINE BAFFLE, LEFT SIDE, BY #3 CYLINDER.",CRACK IN R/H AFT ENGINE BAFFLE.,1,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-08c03991f157f06d,102221,#1 INTAKE GASKET LEAKS.,"R/H ENGINE, CYL #3 INTAKE GASKET IS LEAKING.",1,REMOVED & REPLACED INTAKE GASKET W/ NEW.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-33e1d6f1194ca376,102823,#1 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-5fd2304ceec94f49,100540,#1 INTAKE GASKET LEAKS.,#4 INTAKE GASKET IS LEAKING.,1,REPLACED GASKETS. LEAK CK GOOD.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-2714bb50f2b7bdd0,103173,#2 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,REPLACED GASKETS.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-f892fae454d50b24,104071,"R/H ENG, R/H REAR BAFFLE IS CRACKED.","R/H ENG, FWD I/B BAFFLE HAS SMALL CRACK.",1,STOP DRILLED CRACK.,Other,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-9faada01adea238c,100541,ALL ROCKER COVER SCREWS ARE LOOSE.,#2 & 4 CYL ROCKER COVER SCREWS ARE LOOSE.,1,TIGHTENED SCREWS.,Adjust,1,"Tightening cylinders 2 and 4 is relevant, but it covers only part of the query for all rocker-cover screws."
MR-d29d948efb65f05b,104863,#1 CYL INTAKE LEAKS.,CYL #2 INTAKE LEAKING ON R/H ENGINE.,1,REMOVED & REPLACED INTAKE GASKET.,Replace,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-549e0e85cfe62175,101371,AFT BAFFLE BRACKET MISSING SCREW.,"SCREW MISSING, AFT BAFFLE BRACKET.",2,INSTALLED SCREW.,Replace,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
