pair_id,query_id,query_problem,candidate_problem_x,problem_relevance_0_1_2,phase_a_notes,candidate_id,rank,selected_mode,query_true_historical_action_family,candidate_historical_action,candidate_historical_action_family,candidate_problem_y,candidate_cluster_id,candidate_leakage_group_id,retrieval_score,action_applicability_0_1_2,phase_b_notes
MR-5e3df8eeb380a107,103087,#2 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,2,"Same core problem; engine side is stated on only one side, without contradiction.",106085,3,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-1b67690e64646568,104515,#2 & 1 INTAKES LEAKING.,L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,2 versus 2,3).",103544,4,structure,Replace,REPLACED #3 GASKET.,Replace,L/H ENG #2 & 3 INTAKES ARE LEAKING.,EC-410f2059a575ccfa,LG-4285908bb8f7434c,1.0,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-1cabe8fb8c34d4ed,103145,INTAKES #1 & 2 LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (1,2 versus 2,3,4).",103495,5,structure,Replace,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",EC-acfd9a8357993041,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-08c4c92f72192d6c,102604,#4 INTAKE LEAKS.,#2 CYL INTAKE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (4 versus 2).",106154,1,structure,Replace,INSTALLED NEW GASKET.,Replace,#2 CYL INTAKE LEAKING.,EC-514eea05daaa3655,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-9b4cd31a2b92ceb0,100081,#2 INTAKE LEAKS.,CYL #2 INTAKE LEAKING.,2,"Same core problem with compatible recorded component, defect, and context.",103578,4,structure,Replace,REMOVED & REPLACED INTAKE GASKET.,Replace,CYL #2 INTAKE LEAKING.,EC-ec7d2bc60636fedc,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-ae3099b6f2da9ca6,100636,R/H ENGINE #3 INDUCTION TUBE GASKET LEAKING.,L/H ENGINE #4 INTAKE LEAKING.,1,"Same intake leak, but engine side conflicts (right versus left).",100923,4,structure,Replace,REPLACED GASKET.,Replace,L/H ENGINE #4 INTAKE LEAKING.,EC-521eaa9c30bc1196,LG-4285908bb8f7434c,0.8,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-7221f3c2d4ec802c,101980,"R/H ENG #2, 3 & 4 ROCKER BOX COVERS LEAKING.","#2 & 4 INTAKE GASKETS ARE LEAKING, L/H ENG.",0,Different core problems: rocker-cover gasket defect versus intake leak.,102095,5,structure,Replace,"REMOVED & REPLACED INTAKE GASKETS, L/H ENG.",Replace,"#2 & 4 INTAKE GASKETS ARE LEAKING, L/H ENG.",EC-f5a1525fecba6315,LG-f5a1525fecba6315,0.8,0,
MR-7dade3eeefa86bce,103884,BAFFLE SCREW MISSING ABOVE STARTER.,"R/H ENGINE, L/H FWD BAFFLE SCREW MISSING.",1,"Same missing baffle screw, but above-starter versus R/H-engine L/H-forward-baffle location differs materially.",100635,1,structure,Replace,INSTALLED NEW SCREW.,Replace,"R/H ENGINE, L/H FWD BAFFLE SCREW MISSING.",EC-0aa6b5b18411bb38,LG-0aa6b5b18411bb38,0.8,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-9e171192e1f6f6e5,101264,CYL #3 ROCKER COVER IS MISSING A SCREW.,SCREW MISSING FROM L/H ENGINE #3 ROCKER COVER.,2,"Same core problem; engine side is stated on only one side, without contradiction.",104233,4,structure,Replace,INSTALLED NEW HARDWARE.,Replace,SCREW MISSING FROM L/H ENGINE #3 ROCKER COVER.,EC-fcc944d83cff7153,LG-fcc944d83cff7153,0.8666666666666667,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-f8da7025b8d6b8ca,105116,"R/H BAFFLE SEAL, BY #2 CYL, TORN.",L/H ENGINE BAFFLE SEAL ABOVE #4 CYLINDER IS TORN.,1,"Same baffle seal defect, but engine side conflicts (right versus left).",101200,5,structure,Replace,INSTALLED NEW SEAL.,Replace,L/H ENGINE BAFFLE SEAL ABOVE #4 CYLINDER IS TORN.,EC-9f975bb141e22bc9,LG-9f975bb141e22bc9,0.8,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-258d79021df58ddb,102327,#3 INDUCTION TUBE GASKET LEAKING.,#1 INTAKE GASKET LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3 versus 1).",106098,2,structure,Replace,INSTALLED NEW INTAKE GASKET.,Replace,#1 INTAKE GASKET LEAKING.,EC-66c69e07864cfa3c,LG-4285908bb8f7434c,0.6,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-59b4b879e9ac2896,104135,BAFFLE PLUG IS DAMAGED.,"BAFFLE PLUG DAMAGED, REQUIRES REPLACEMENT.",2,"Same core problem with compatible recorded component, defect, and context.",103244,1,structure,Replace,REMOVED & REPLACED BAFFLE PLUG.,Replace,"BAFFLE PLUG DAMAGED, REQUIRES REPLACEMENT.",EC-91139f1be1abd938,LG-91139f1be1abd938,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-217ba083e7200f8f,100727,REAR BAFFLE PLUGS WORN OUT.,BOTH SPARK PLUG BAFFLE PLUGS ARE WORN.,2,"Same core problem; position is stated on only one side, without contradiction.",101156,3,structure,Replace,REMOVED & REPLACED SPARK PLUG BAFFLE PLUGS.,Replace,BOTH SPARK PLUG BAFFLE PLUGS ARE WORN.,EC-b2b4e696a0553f8e,LG-b2b4e696a0553f8e,0.8749999999999999,2,Replacing worn spark-plug baffle plugs directly addresses the worn rear baffle-plug query.
MR-8534be37c13c0798,100716,R/H ENG CORNER BRACKET BY PROP CABLE IS CRACKED.,"ENG BAFFLING CRACKED, R/H SIDE, ABOVE #1 CYLINDER.",0,Different core problems: structural crack versus baffle crack.,100644,3,structure,Replace,CLEANED UP EDGES & INSTALLED.,Replace,"ENG BAFFLING CRACKED, R/H SIDE, ABOVE #1 CYLINDER.",EC-d192a3fe3670dee5,LG-d192a3fe3670dee5,0.7333333333333334,0,
MR-282034bff37d5263,102624,COWL SEAL BY #2 CYL NEEDS TO BE REATTCHED TO BAFFLING.,#1 OUTER CYL BAFFLING CRACKED BY NUTPLATE.,1,"Related maintenance area, but core problem differs: baffle seal defect versus baffle crack.",103229,2,structure,Replace,STOP DRILLED CRACK ON #1 CYL OUTER BAFFLING.,Other,#1 OUTER CYL BAFFLING CRACKED BY NUTPLATE.,EC-8317d6ec44697d88,LG-accdf93f9a1c30b0,0.6666666666666665,0,Historical action addresses a different component/fault or provides no meaningful action for the query.
MR-ece193d3c6fe7abe,102952,AUTO RE-IGN DOES NOT ACTIVATE W/ LOW N2 CONDITIONS.,"#4 CYL, L/H ENG, HAS LOW COMPRESSION.",0,Different core problems: auto re-ignition failure versus low cylinder compression.,102557,3,structure,Diagnose,LEAK CK GOOD. OPS CK GOOD.,Other,"#4 CYL, L/H ENG, HAS LOW COMPRESSION.",EC-eee39494c3318421,LG-eee39494c3318421,0.3,0,
MR-6560016ded7aefa0,100095,ROCKER BOX COVER SCREWS LOOSE.,"RIVET LOOSE AT BAFFLE, AFT CENTER.",0,Different core problems: rocker-cover loose screws versus loose hardware/component.,106144,1,structure,Adjust,REPLACED RIVET W/ NEW.,Replace,"RIVET LOOSE AT BAFFLE, AFT CENTER.",EC-dac366a25718c46c,LG-dac366a25718c46c,0.6,0,
MR-549e0e85cfe62175,101371,AFT BAFFLE BRACKET MISSING SCREW.,"SCREW MISSING, AFT BAFFLE BRACKET.",2,"Same core problem with compatible recorded component, defect, and context.",100724,2,structure,Replace,INSTALLED SCREW.,Replace,"SCREW MISSING, AFT BAFFLE BRACKET.",EC-69dbe7d1978df527,LG-69dbe7d1978df527,0.95,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-748037aca5f42eb1,100112,L/H ENGINE #4 AFT BAFFLE CRACKED IN MULTIPLE PLACES.,L/H ENGINE BAFFLE BY ROCKER COVERS CRACKED.,1,"Same cracked L/H engine baffle, but cylinder-4 aft versus rocker-cover-area location differs materially.",104457,5,structure,Replace,REMOVED & REPLACED L/H ENGINE BAFFLE OVER ROCKER COVERS,Replace,L/H ENGINE BAFFLE BY ROCKER COVERS CRACKED.,EC-4cec170209188659,LG-4cec170209188659,1.0,1,"Action is relevant to the same problem class, but the recorded target or completion is not sufficiently explicit for a strong label."
MR-f892fae454d50b24,104071,"R/H ENG, R/H REAR BAFFLE IS CRACKED.","R/H ENG, FWD I/B BAFFLE HAS SMALL CRACK.",1,"Same baffle crack, but the specified location conflicts (aft versus front).",100161,4,structure,Inspect,STOP DRILLED CRACK.,Other,"R/H ENG, FWD I/B BAFFLE HAS SMALL CRACK.",EC-78d989bf1cf651d7,LG-78d989bf1cf651d7,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-9eb45a9a1765678a,105610,#3 & 4 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3,4 versus 2,4).",106085,3,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-112d2fa9c8eb2a7a,104515,#2 & 1 INTAKES LEAKING.,L/H ENGINE #2 & 4 INTAKES LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,2 versus 2,4).",106085,3,structure,Replace,REPLACED GASKETS.,Replace,L/H ENGINE #2 & 4 INTAKES LEAKING.,EC-603b22dcdb952fe3,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-d8bae1d064f8e5fb,100032,RIGHT ENG #4 AIR BAFFLE IS CRACKED,"L/H ENG BACK BAFFLE, BY #4 CYL, CRACKED.",1,"Same baffle crack, but engine side conflicts (right versus left).",102898,3,structure,Replace,STOP DRILLED CRACK.,Other,"L/H ENG BACK BAFFLE, BY #4 CYL, CRACKED.",EC-abe3783fb00f00ba,LG-abe3783fb00f00ba,0.8,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-c1f3764bcf261b7b,106168,"DURING RUN UP, #2 CYL WAS COLD & ENGINE SHOCK VIOLENTLY (ENG",R/H ENGINE #3 CYL EXHAUST ROCKER WORN ON SHAFT.,0,Different core problems: engine rough/cold cylinder versus wear.,106134,5,structure,Diagnose,REPLACED W/ NEW ROCKER & ROCKER SHAFT. TAPPET CLEARANCE,Replace,R/H ENGINE #3 CYL EXHAUST ROCKER WORN ON SHAFT.,EC-c5162431a24b6540,LG-add2db677f24d601,0.5366666666666666,0,
MR-000151051d945985,106132,R/H ENG #2 CYL PUSH ROD END & ROCKER SCORED.,#4 CYL ROCKER ARM & PUSH ROD GALLED ON EXHAUST SIDE.,1,"Same pushrod/rocker damage, but the specified cylinder set conflicts (2 versus 4).",105666,2,structure,Replace,REMOVED & REPLACED ROCKER ARM & PUSH ROD.,Replace,#4 CYL ROCKER ARM & PUSH ROD GALLED ON EXHAUST SIDE.,EC-7dc7014f8a50ab2b,LG-c496712107f60641,0.8,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-ab9f75f33cdc42dc,101410,REAR R/H ENGINE BAFFLE BRACKET CRACKED.,"CRACK IN FRONT ENGINE BAFFLE, L/H SIDE.",1,"Related maintenance area, but core problem differs: baffle bracket crack versus baffle crack.",102177,2,structure,Replace,STOP DRILLED CRACK.,Other,"CRACK IN FRONT ENGINE BAFFLE, L/H SIDE.",EC-93bf83111ad051b3,LG-93bf83111ad051b3,0.8,1,"Related corrective action, but an important component/fault distinction limits direct applicability."
MR-8eac07e7df7bfbb0,103087,#2 & 4 INTAKES LEAKING.,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,2,"Same core problem; engine side is stated on only one side, without contradiction.",106109,2,structure,Replace,CLINDERS NEED TO BE REPLACED. ,Replace,INTAKES 2 & 4 LEAKING ON R/H ENGINE.,EC-97caa6160c52c03f,LG-4285908bb8f7434c,1.0,0,Historical record is unresolved/recommendation-only rather than a completed useful action.
MR-b54cffd9a275946e,101898,#3 INDUCTION TUBE GASKET LEAKING.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,"Same intake leak, but the specified cylinder set conflicts (3 versus 3,4).",106086,4,structure,Replace,REPLACED GASKET.,Replace,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",EC-3fd12f5460e599ff,LG-3fd12f5460e599ff,0.6,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-3d8e98b3e7eae27f,100623,ROCKER BOX COVER SCREWS LOOSE.,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,0,Different core problems: rocker-cover loose screws versus intake tube loose/damaged.,100026,2,structure,Adjust,TIGHTENED HOSE CLAMPS.,Adjust,INDUCTION TUBE HOSE CLAMPS LOOSE (ALL CYLS).,EC-134da831ec3f7c78,LG-4d3f1a1149d21098,0.6,0,
MR-42c875ff085891e1,100958,#4 ROCKER COVER SCREWS LOOSE.,#2 & 4 CYL ROCKER COVER SCREWS ARE LOOSE.,1,"Same rocker-cover loose screws, but the specified cylinder set conflicts (4 versus 2,4).",101923,1,structure,Adjust,TIGHTENED SCREWS.,Adjust,#2 & 4 CYL ROCKER COVER SCREWS ARE LOOSE.,EC-0da31f24efe47fb5,LG-0da31f24efe47fb5,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-04d455d97a6ae5b7,104071,"R/H ENG, R/H REAR BAFFLE IS CRACKED.","CRACK NOTED ON UNDERSIDE OF #1 ENG CYL BAFFLE, BY NUTS.",1,"Same cracked R/H engine baffle, but rear-baffle versus underside-of-cylinder-1 location differs materially.",104060,5,structure,Inspect,STOP DRILLED CRACK.,Other,"CRACK NOTED ON UNDERSIDE OF #1 ENG CYL BAFFLE, BY NUTS.",EC-faf45074e6265a52,LG-faf45074e6265a52,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-df31ec27ad87066b,100392,R/H #4 SIDE BAFFLE MISSING BOLTS.,SCREW MISSING IN #3 SIDE BAFFLE.,1,"Same baffle missing hardware, but the specified cylinder set conflicts (4 versus 3).",104359,5,structure,Replace,INSTALLED SCREW.,Replace,SCREW MISSING IN #3 SIDE BAFFLE.,EC-c2a84981e8cba61f,LG-c2a84981e8cba61f,0.8,1,"Installing one side-baffle screw is relevant, but it only partially covers the query for missing bolts."
MR-b8e145ebc4d11181,101225,"CRACK ON ENGINE BAFFLE, LEFT SIDE, BY #3 CYLINDER.",SMALL CRACK NOTED BY BOLT ON #1 CYL BAFFLE OF R/H ENGINE.,1,"Same baffle crack, but the specified cylinder set conflicts (3 versus 1).",104043,5,structure,Repair,STOP DRILLED CRACK.,Other,SMALL CRACK NOTED BY BOLT ON #1 CYL BAFFLE OF R/H ENGINE.,EC-8bda878188da6176,LG-8bda878188da6176,0.8666666666666667,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-c6e8e2210f47eecd,103824,"#3, 4 & 1 INTAKES ARE LEAKING.",L/H ENG #2 & 3 INTAKES ARE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1,3,4 versus 2,3).",103544,4,structure,Replace,REPLACED #3 GASKET.,Replace,L/H ENG #2 & 3 INTAKES ARE LEAKING.,EC-410f2059a575ccfa,LG-4285908bb8f7434c,1.0,1,"Correct intake-gasket action, but it covers only part of the compound query."
MR-9ffb23b904be99f2,103373,"R/H FWD BAFFLE, #1 CYL SIDE, HAS A CRACK.",BAFFLE CRACKED ABOVE #1 CYL.,1,"Same cracked cylinder-1 baffle, but forward-side versus above-cylinder location differs materially.",100726,5,structure,Repair,"REMOVED BAFFLE, STOP DRILLED CRACK. FABRICATED PATCH, P",Repair,BAFFLE CRACKED ABOVE #1 CYL.,EC-ab88affdca25a745,LG-ab88affdca25a745,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-b9c5863c14c30827,104071,"R/H ENG, R/H REAR BAFFLE IS CRACKED.",R/H ENG OIL COOLER BAFFLE CRACKED.,1,"Same cracked R/H engine baffle, but rear-baffle versus oil-cooler location differs materially.",101258,1,structure,Inspect,REPLACED CRACKED BAFFLE W/ SERVICEABLE BAFFLE.,Replace,R/H ENG OIL COOLER BAFFLE CRACKED.,EC-bb9b155b7b6de5fd,LG-bb9b155b7b6de5fd,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-ac98abde7ba9f9cf,100958,#4 ROCKER COVER SCREWS LOOSE.,ROCKER COVER SCREWS LOOSE ON L/H ENGINE.,2,"Same core problem; engine side and cylinder/location are stated on only one side, without contradiction.",102910,3,structure,Adjust,TIGHTENED SCREWS.,Adjust,ROCKER COVER SCREWS LOOSE ON L/H ENGINE.,EC-1e1d0656c55ba70a,LG-a441330875585b5d,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-cc030a73ca7b0e22,101698,#4 INTAKE TUBE LOOSE.,#3 & 4 CYLINDER INTAKE TUBE INSERTS IN SUMP LOOSE.,1,"Same intake tube loose/damaged, but the specified cylinder set conflicts (4 versus 3,4).",105315,2,structure,Replace,REMOVED INTAKE TUBES.,Other,#3 & 4 CYLINDER INTAKE TUBE INSERTS IN SUMP LOOSE.,EC-f80fba0dfbf9fedf,LG-f80fba0dfbf9fedf,1.0,1,"Removing the loose intake tubes is a relevant intermediate step, but final securing or replacement is not recorded."
MR-660c84bb35f3e01c,102327,#3 INDUCTION TUBE GASKET LEAKING.,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",1,"Same intake leak, but the specified cylinder set conflicts (3 versus 3,4).",106086,4,structure,Replace,REPLACED GASKET.,Replace,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",EC-3fd12f5460e599ff,LG-3fd12f5460e599ff,0.6,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-b7fbc31f05cfc70a,105048,#2 & 4 INTAKES LEAKING.,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",1,"Same intake leak, but the specified cylinder set conflicts (2,4 versus 2,3,4).",103495,5,structure,Replace,REPLACED INTAKE GASKETS ON R/H ENGINE.,Replace,"INTAKES 2, 3 & 4 LEAKING ON R/H ENGINE.",EC-acfd9a8357993041,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-648d9657bc00b591,100515,#3 ROCKER COVER GASKET IS TORN.,#4 ROCKER COVER GASKET IS LEAKING.,1,"Same component area, but defect differs: torn versus leaking.",104393,5,structure,Replace,REMOVED & REPLACED GASKET.,Replace,#4 ROCKER COVER GASKET IS LEAKING.,EC-9d103de4f299d59b,LG-608d782c2258dd59,0.65,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-ff4368a78605a92c,101744,BAFFLE BUTTON PLUG IS WORN.,R/H ENGINE #3 CYL EXHAUST ROCKER WORN ON SHAFT.,0,Different core problems: baffle plug defect versus wear.,106134,4,structure,Replace,REPLACED W/ NEW ROCKER & ROCKER SHAFT. TAPPET CLEARANCE,Replace,R/H ENGINE #3 CYL EXHAUST ROCKER WORN ON SHAFT.,EC-c5162431a24b6540,LG-add2db677f24d601,0.6,0,
MR-84d1ad0bf86961f1,101548,RIVNUT STRIPPED OUT ON FIREWALL FOR A/F FUEL FILTER.,SUPPORT FROM #4 CYL AFT BAFFLE TO CRANKCASE HALF IS BROKEN O,0,Different core problems: firewall fuel-filter rivnut versus broken component.,101620,3,structure,Replace,"REMOVED ROD, REPAIRED IAW , CH 4, SEC 5. REI",Repair,SUPPORT FROM #4 CYL AFT BAFFLE TO CRANKCASE HALF IS BROKEN O,EC-46c85af50d5a594f,LG-46c85af50d5a594f,0.3,0,
MR-6f5df8e3c6361c58,103796,1 BAFFLE BUTTON WORN.,L/H BAFFLE PLUG WORN.,2,"Same core problem; engine side is stated on only one side, without contradiction.",100055,4,structure,Replace,REMOVED & REPLACED PLUG.,Replace,L/H BAFFLE PLUG WORN.,EC-724c9a4174167cf3,LG-724c9a4174167cf3,0.6,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-f780b89956ba6a7e,102381,L/H ENG #3 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 ROCKER COVER IS LEAKING.,0,Different core problems: intake leak versus rocker-cover gasket defect.,102068,2,structure,Replace,REPLACED ROCKER COVER GASKET.,Replace,L/H ENG #3 ROCKER COVER IS LEAKING.,EC-4f854674f99caf68,LG-608d782c2258dd59,0.8,0,
MR-c5405834ab069c84,102221,#1 INTAKE GASKET LEAKS.,L/H ENG #4 CYL INTAKE GASKET IS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 4).",103605,1,structure,Replace,REMOVED & REPLACED GASKET.,Replace,L/H ENG #4 CYL INTAKE GASKET IS LEAKING.,EC-9187c760c59569da,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-755bd7f68734e5ef,100155,#2 ROCKER BOX COVER SCREWS LOOSE.,"RIVET LOOSE AT BAFFLE, AFT CENTER.",0,Different core problems: rocker-cover loose screws versus loose hardware/component.,106144,1,structure,Adjust,REPLACED RIVET W/ NEW.,Replace,"RIVET LOOSE AT BAFFLE, AFT CENTER.",EC-dac366a25718c46c,LG-dac366a25718c46c,0.6,0,
MR-96f458b0b291cd2e,100623,ROCKER BOX COVER SCREWS LOOSE.,R/H ENGINE #3 AFT BAFFLE SEAL IS LOOSE.,0,Different core problems: rocker-cover loose screws versus baffle seal defect.,100058,5,structure,Adjust,SECURED BAFFLE SEAL.,Adjust,R/H ENGINE #3 AFT BAFFLE SEAL IS LOOSE.,EC-3c8664cb6096a485,LG-37ac3da11bdb9f3b,0.6,0,
MR-78d5990ade83d96c,101548,RIVNUT STRIPPED OUT ON FIREWALL FOR A/F FUEL FILTER.,REAR BAFFLE BRACKET AT ENGINE CENTER BROKEN AT BOLT.,0,Different core problems: firewall fuel-filter rivnut versus broken component.,101658,5,structure,Replace,"REMOVED CRACKED BRACKET, FABRICATED NEW BRACKET FROM LI",Replace,REAR BAFFLE BRACKET AT ENGINE CENTER BROKEN AT BOLT.,EC-b4966cdf41b85cb8,LG-b4966cdf41b85cb8,0.3,0,
MR-a96a7c8ff5c4b864,100568,ENGINE BAFFLE PLUG TABS BROKEN.,BOTH BAFFLE PLUG TABS BROKEN OFF.,2,"Same core problem with compatible recorded component, defect, and context.",103615,2,structure,Replace,INSTALLED NEW PLUGS.,Replace,BOTH BAFFLE PLUG TABS BROKEN OFF.,EC-53b4c7a4a8769541,LG-53b4c7a4a8769541,0.8666666666666667,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-58dd13c2d49e1cfb,104863,#1 CYL INTAKE LEAKS.,#2 CYL INTAKE LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (1 versus 2).",105479,3,structure,Replace,REMOVED & REPLACED GASKET.,Replace,#2 CYL INTAKE LEAKING.,EC-514eea05daaa3655,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-17074949c7a6a665,104135,BAFFLE PLUG IS DAMAGED.,LEFT BAFFLE PLUG IS WORN.,2,"Same core problem with compatible recorded component, defect, and context.",102052,5,structure,Replace,REPLACED PLUG.,Replace,LEFT BAFFLE PLUG IS WORN.,EC-3767509f417c1679,LG-724c9a4174167cf3,0.7000000000000001,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-54173fedac8029e9,101598,CYL #2 & 3 INTAKES ARE LEAKING.,#2 & 4 CYL INTAKES LEAKING ON L/H ENGINE.,1,"Same intake leak, but the specified cylinder set conflicts (2,3 versus 2,4).",103685,5,structure,Replace,REMOVED & REPLACED INTAKE GASKETS.,Replace,#2 & 4 CYL INTAKES LEAKING ON L/H ENGINE.,EC-1a06e4d5f90b0a16,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-8ae7258d707db433,102327,#3 INDUCTION TUBE GASKET LEAKING.,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,1,"Same intake leak, but the specified cylinder set conflicts (3 versus 3,4).",106122,1,structure,Replace,"REMOVED COWL, REMOVED & REPLACED GASKETS. REINSTALLED C",Replace,L/H ENG #3 & 4 CYL INTAKE GASKETS LEAKING.,EC-4806f7911e096a20,LG-4285908bb8f7434c,0.6,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-c1d1378a62c5a702,101668,"ROCKER COVER GASKETS #2, 3 TORN.","#1, 3 & 4 ROCKER COVER GASKETS ARE TORN.",1,"Same rocker-cover gasket defect, but the specified cylinder set conflicts (2,3 versus 1,3,4).",100669,1,structure,Replace,REMOVED & REPLACED ROCKER COVER GASKETS.,Replace,"#1, 3 & 4 ROCKER COVER GASKETS ARE TORN.",EC-1b0b6f1b9231cfdd,LG-1b0b6f1b9231cfdd,1.0,2,Historical action directly addresses the same maintenance condition; slot/location differences are transferable.
MR-c26b8c8561e5962c,100540,#1 INTAKE GASKET LEAKS.,"R/H ENGINE, CYL #3 INTAKE GASKET IS LEAKING.",1,"Same intake leak, but the specified cylinder set conflicts (1 versus 3).",100983,3,structure,Replace,REMOVED & REPLACED INTAKE GASKET W/ NEW.,Replace,"R/H ENGINE, CYL #3 INTAKE GASKET IS LEAKING.",EC-210c1450cc1c0575,LG-4285908bb8f7434c,1.0,2,Completed intake-gasket correction is directly transferable across cylinder slots.
MR-14aee53de5c72181,101116,"L/H ENG, #4 INDUCTION TUBE GASKET LEAKING.",R/H ENG #2 & 3 ROCKER GASKETS ARE LEAKING.,0,Different core problems: intake leak versus rocker-cover gasket defect.,102097,1,structure,Replace,"REMOVED & REPLACED ROCKER COVER GASKETS, R/H ENG.",Replace,R/H ENG #2 & 3 ROCKER GASKETS ARE LEAKING.,EC-53fb909aad596f14,LG-608d782c2258dd59,0.8,0,
MR-0a94e528ee38ffe6,103656,OIL COOLERS DIRTY.,SNIFFLE VALVES DIRTY.,0,Different core problems: oil-cooler contamination versus contamination.,102430,2,structure,Service,CLEANED BOTH SNIFFLE VALVES.,Service,SNIFFLE VALVES DIRTY.,EC-a46541eb13c3062b,LG-5027701bd7fa9f57,0.6,0,
MR-8809cbadcf2f35da,103623,FOUND BROKEN COVER SCREW ON GROUND.,"INNER BAFFLE TIE SPRING BROKEN, L/H SIDE.",0,Only the generic broken condition overlaps; a cover screw and an inner baffle tie spring are different problems.,106072,2,structure,Replace,REPLACED BAFFLE SPRING.,Replace,"INNER BAFFLE TIE SPRING BROKEN, L/H SIDE.",EC-c0b22fa455303f30,LG-c0b22fa455303f30,0.6,0,
MR-86516e70d82b3e09,104677,BLACK FWD COWL (ENG) SEAL WORN BY INTAKE FILTER.,BLACK FWD ENG SEAL WORN.,2,"Same core problem with compatible recorded component, defect, and context.",104153,3,structure,Service,INSTALLED RTV IN WORN AREAS.,Replace,BLACK FWD ENG SEAL WORN.,EC-72dc1d9e870e1fdd,LG-24797eab80c726f1,0.7647058823529412,2,RTV repair directly treats the same worn forward black engine/cowl seal.
