IDENT,raw,normalized,n_tokens,n_expansions
104887,#2 & 4 INTAKES LEAKING. REPLACED GASKETS.,number 2 and 4 intakes leaking. replaced gaskets.,9,2
104888,#3 CYLINDER HAS LOW COMPRESSION. FOR CYLINDER REPLACEMENT.,number 3 cylinder has low compression. for cylinder replacement.,10,1
104889,BAFFLE PLUGS WORN. REMOVED & REPLACED BAFFLE PLUGS.,baffle plugs worn. removed and replaced baffle plugs.,10,1
104890,R/H BAFFLE PLUG HOLE NEEDS DOUBLER. INSTALLED DOUBLER.,right-hand baffle plug hole needs doubler. installed doubler.,10,1
104891,#4 CYLINDER OIL DRAIN LINE CLAMPS LOOSE. TIGHTENED CLAMPS.,number 4 cylinder oil drain line clamps loose. tightened clamps.,11,1
104892,#2 CYLINDER INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 2 cylinder intake gasket leaking. removed and replaced gasket.,11,2
104893,CYL #3 COMPRESSION 18/80. BEGAN DISASSEMBLY OF ACCESSORIES TO FACILITATE CYLINDER,cylinder number 3 compression 18/80. began disassembly of accessories to facilitate cylinder,12,2
104894,CYL #3 COMPRESSION 18/80. INSTALLED & TORQUED NEW CYL ASSY. DRY LASH CK GOOD. INS,cylinder number 3 compression 18/80. installed and torqued new cylinder assembly. dry lash check good. ins,18,6
104895,"CYL #3 COMPRESSION 18/80. COMPLETED INSTALLATION OF ACCESSORIES, SERVICED SUMP W/","cylinder number 3 compression 18/80. completed installation of accessories, serviced sump with",13,3
104896,TOP OIL COOLER HOSE KINKED & NOT SECURED. UNKINKED & SECURED HOSE.,top oil cooler hose kinked and not secured. unkinked and secured hose.,14,2
104897,L/H ENG #1 & 3 CYL BAFFLE ROD LOOSE. TIGHTENED TIE ROD NUT.,left-hand engine number 1 and 3 cylinder baffle rod loose. tightened tie rod nut.,15,5
104898,#3 CYL BAFFLE SCREW LOOSE. TIGHTENED SCREW.,number 3 cylinder baffle screw loose. tightened screw.,9,2
104899,LEFT BAFFLE LOOSE (#2 CYL BAFFLE SEAL). REATTACHED BAFFLE SEAL.,left baffle loose number 2 cylinder baffle seal. reattached baffle seal.,14,2
104900,#3 INTAKE LEAKING. REMOVED & REPLACED INTAKE GASKET.,number 3 intake leaking. removed and replaced intake gasket.,10,2
104901,"R/H ENG #2, 4 INTAKE GASKETS LEAKING. REPLACED INTAKE GASKETS.","right-hand engine number 2, 4 intake gaskets leaking. replaced intake gaskets.",13,3
104902,#3 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 3 intake gasket leaking. removed and replaced gasket.,10,2
104903,BAFFLE PLUG IS BROKEN. REMOVED & REPLACED BAFFLE PLUG.,baffle plug is broken. removed and replaced baffle plug.,11,1
104904,RIGHT ENGINE BAFFLE SEAL LOOSE ON BOTTOM CORNER. INSTALLED NEW SEAL IN BOTTOM CORNER.,right engine baffle seal loose on bottom corner. installed new seal in bottom corner.,16,0
104905,"ANGLE BROKEN, L/H LOWER COWL O/B, NEAR FWD LATCH/PIN HOLE. REPLACED BRACKET W/ PART MADE OF LIKE MATERIAL.","angle broken, left-hand lower cowl outboard, near forward latch / pin hole. replaced bracket with part made of like material.",24,4
104906,#2 & 3 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED GASKETS.,number 2 and 3 rocker cover gaskets leaking. removed and replaced gaskets.,13,3
104907,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS. REMOVED ENGINE BAFFLES TO FACILITATE PERFORMING OF LYCO,started engine and it ran well for about 30 seconds before los. removed engine baffles to facilitate performing of lyco,21,1
104908,"STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS. STARTED A/C, ENGINE RAN SMOOTH FOR 20 SECONDS & THEN BE","started engine and it ran well for about 30 seconds before los. started aircraft, engine ran smooth for 20 seconds and then be",25,3
104909,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS. COMPLETED INSTALLATION OF BAFFLES. RAN UP A/C. OPS & LE,started engine and it ran well for about 30 seconds before los. completed installation of baffles. ran up aircraft. operations and le,25,4
104910,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS. PERFORMED  ON CYL #4. INSTALLED ALL ROCKER COVER,started engine and it ran well for about 30 seconds before los. performed on cylinder number 4. installed all rocker cover,22,3
104911,#3 AFT BAFFLE SCREW IS LOOSE. TIGHTENED LOOSE SCREW.,number 3 aft baffle screw is loose. tightened loose screw.,11,1
104912,L/H ENGINE BAFFLE ACCESS HOLE ELONGATED. INSTALLED DOUBLER PATCH IAW  SE SRM.,left-hand engine baffle access hole elongated. installed doubler patch in accordance with se standard reference material.,14,3
104913,#2 & 4 ROCKER COVER LEAKING. REMOVED & REPLACED GASKETS.,number 2 and 4 rocker cover leaking. removed and replaced gaskets.,12,3
104914,"PROP COULD USE A DRESSING; ROUGH ON EDGES.  CHT #4 GREATER T. DRESSED PROP.  RAN A/C, COULD NOT DUPLICATE CHT DISCREP","propeller could use a dressing; rough on edges. cht number 4 greater t. dressed propeller. ran aircraft, could not duplicate cht discrepancy",26,5
104915,#2 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 2 intake gasket leaking. removed and replaced gasket.,10,2
104916,#2 INTAKE LEAKING. REPLACED GASKET.,number 2 intake leaking. replaced gasket.,7,1
104917,"#2, 4 ROCKER COVER GASKETS LEAKING. REPLACED #2 GASKET.","number 2, 4 rocker cover gaskets leaking. replaced number 2 gasket.",12,2
104918,"#2, 4 ROCKER COVER GASKETS LEAKING. REPLACED #4 GASKET.","number 2, 4 rocker cover gaskets leaking. replaced number 4 gasket.",12,2
104919,"#2, 3 INTAKE GASKETS LEAKING. REMOVED & REPLACED GASKETS.","number 2, 3 intake gaskets leaking. removed and replaced gaskets.",12,2
104920,R/H #3 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,right-hand number 3 intake gasket leaking. removed and replaced gasket.,11,3
104921,#1 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,number 1 intake is leaking. removed and replaced gasket.,10,2
104922,"PROP OVERSPEED 2720 FOR 1 SECOND. REMOVED FDM CARD, RESEARCHED DATA, FOUND OVERSPEED TO B","propeller overspeed 2720 for 1 second. removed fdm card, researched data, found overspeed to b",18,1
104923,"#3 CYL CHT >200*F WARMER THAN OTHER CYLINDERS. RAN A/C, COULD NOT DUPLICATE DISCREP. ALL CHT TEMPS IN","number 3 cylinder cht greater than 200 degrees fahrenheit warmer than other cylinders. ran aircraft, could not duplicate discrepancy. all cht temps in",24,7
104924,#1 INTAKE TUBE GASKET LEAKING. INSTALLED NEW GASKET.,number 1 intake tube gasket leaking. installed new gasket.,10,1
104925,#3 ENGINE BAFFLE MOUNTING SCREW LOOSE. TIGHTENED SCREW.,number 3 engine baffle mounting screw loose. tightened screw.,10,1
104926,R/H BAFFLE PLUG IS MISSING. INSTALLED BAFFLE PLUG,right-hand baffle plug is missing. installed baffle plug,9,1
104927,R/H BAFFLE PLUG NEEDS PATCH. INSTALLED BAFFLE PATCH W/ RIVETS.,right-hand baffle plug needs patch. installed baffle patch with rivets.,12,2
104928,FWD ENG BLACK SEAL WORN AT ENG INDUCTION. APPLIED SILICONE.,forward engine black seal worn at engine induction. applied silicone.,12,3
104929,#3 & 4 INTAKE GASKETS ARE LEAKING. REPLACED GASKETS.,number 3 and 4 intake gaskets are leaking. replaced gaskets.,11,2
104930,SIDE BAFFLE PLUG HOLES ARE WORN OUT. INSTALLED RIVETED PATCHES AROUND HOLES.,side baffle plug holes are worn out. installed riveted patches around holes.,14,0
104931,#3 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 3 intake gasket leaking. removed and replaced gasket.,10,2
104932,#3 AFT BAFFLE BRACKET IS CRACKED. REMOVED & REPLACED BAFFLE BRACKET.,number 3 aft baffle bracket is cracked. removed and replaced baffle bracket.,13,2
104933,L/H ENG #4 INTAKE LEAKING. REMOVED & REPLACED GASKET.,left-hand engine number 4 intake leaking. removed and replaced gasket.,11,4
104934,BAFFLE SCREW MISSING ON #2 CYL BAFFLE SECTION. INSTALLED SCREW.,baffle screw missing on number 2 cylinder baffle section. installed screw.,12,2
104935,"AT LEAST 3 INSTANCES THROUGHOUT FLIGHT; THE ENGINE VIBRATED. RAN A/C, COULD NOT DUPLICATE. REMVED COWL & CK'ED COMPR","at least 3 instances throughout flight; the engine vibrated. ran aircraft, could not duplicate. removed cowl and checked compr",23,4
104936,"AT LEAST 3 INSTANCES THROUGHOUT FLIGHT; THE ENGINE VIBRATED. RAN ENGINE AGAIN, OPS CK GOOD. MX FLIGHT TO BE PERFORME","at least 3 instances throughout flight; the engine vibrated. ran engine again, operations check good. maintenance flight to be performe",24,3
104937,ENGINE STARTED FINE & RAN AT 1000 RPM. WENT TO LEAN ENGINE &. PERFORMED SEASONAL ADJUSTMENT OF IDLE SPEED & MIXTURE.,engine started fine and ran at 1000 rpm. went to lean engine and. performed seasonal adjustment of idle speed and mixture.,24,3
104938,#3 INTAKE LEAKING. REMOVED & REPLACED GASKET.,number 3 intake leaking. removed and replaced gasket.,9,2
104939,#2 & 3 ROCKER COVER GASKETS NEED TO BE REPLACED. REMOVED & REPLACED GASKETS.,number 2 and 3 rocker cover gaskets need to be replaced. removed and replaced gaskets.,16,3
104940,#3 INTAKE LEAKING ON R/H ENGINE. REMOVED & REPLACED GASKET.,number 3 intake leaking on right-hand engine. removed and replaced gasket.,12,3
104941,"#2, 3 & 4 INTAKES LEAKING ON L/H ENGINE. REMOVED & REPLACED GASKETS.","number 2, 3 and 4 intakes leaking on left-hand engine. removed and replaced gaskets.",16,4
104942,#2 ROCKER COVER LEAKING. REMOVED & REPLACED GASKET.,number 2 rocker cover leaking. removed and replaced gasket.,10,2
104943,#3 INTAKE LEAKING ON R/H ENGINE. REMOVED & REPLACED GASKET.,number 3 intake leaking on right-hand engine. removed and replaced gasket.,12,3
104944,INTAKE 2 & 3 LEAKING ON L/H ENGINE. REMOVED & REPLACED GASKETS.,intake 2 and 3 leaking on left-hand engine. removed and replaced gaskets.,14,3
104945,R/H REAR ENGINE BAFFLE SCREW MISSING. INSTALLED NEW SCREW.,right-hand rear engine baffle screw missing. installed new screw.,11,1
104946,#3 CYL ROCKER COVER EGT STAND OFF BROKEN. REMOVED & REPLACED STAND OFF.,number 3 cylinder rocker cover egt standoff broken. removed and replaced standoff.,13,3
104947,R/H ENG #3 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,right-hand engine number 3 intake gasket leaking. removed and replaced gasket.,12,4
104948,#3 UPPER BAFFLE SEAL MISSING ON R/H ENGINE. REPLACED BAFFLE SEAL.,number 3 upper baffle seal missing on right-hand engine. replaced baffle seal.,13,2
104949,LOOSE SCREW ON FWD OIL COOLER SHROUD. TIGHTENED SCREW.,loose screw on forward oil cooler shroud. tightened screw.,11,1
104950,"#2, 4 INTERCYLINDER BAFFLE CRACKED. STOP DRILLED CRACK.","number 2, 4 intercylinder baffle cracked. stop drilled crack.",11,1
104951,L/H BAFFLE PLUG DAMAGED. REPLACED BAFFLE PLUG.,left-hand baffle plug damaged. replaced baffle plug.,9,1
104952,#4 INTAKE OIL LEAK. INSPECTED & FOUND OIL LEAK TO BE RESIDUAL. CLEANED AREA,number 4 intake oil leak. inspected and found oil leak to be residual. cleaned area,16,2
104953,#3 INTAKE LEAKING. REMOVED & REPLACED INTAKE GASKET.,number 3 intake leaking. removed and replaced intake gasket.,10,2
104954,"#1, 2, 3 ROCKER COVERS LEAKING. REMOVED & REPLACED GASKETS.","number 1, 2, 3 rocker covers leaking. removed and replaced gaskets.",14,2
104955,THROTTLE LOOSE AT DASH. TIGHTENED BACKING NUT.,throttle loose at dash. tightened backing nut.,9,0
104956,"GROUNDING AREA FOR NEW ENG NEEDS PAINT REMOVED. CLEANED PAINT AWAY, BOTH SIDES OF AREA.","grounding area for new engine needs paint removed. cleaned paint away, both sides of area.",18,1
104957,FWD L/H ENG BAFFLE NEEDS SMALL PATCH OVER LARGE CRACK & STOP. INSTALLED PATCH OVER AREA - LIKE MATERIAL SRM CH 51-71-,forward left-hand engine baffle needs small patch over large crack and stop. installed patch over area - like material standard reference material chapter 51 - 71 -,26,6
104958,ENGINE CHIP DETECTORS ARE REMOVED & WAITING FOR O-RINGS. RECEIVED O-RINGS. REINSTALLED CHIP PLUGS & SAFETIED.,engine chip detectors are removed and waiting for o - rings. received o - rings. reinstalled chip plugs and safetied.,23,2
104959,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500. CHANGED OIL & FILTER.,during autorecovery engine rpm got to 3500. changed oil and filter.,13,1
104960,#3 ROCKER COVER GASKET LEAKS. REMOVED & REPLACED #3 ROCKER COVER GASKET. LEAK CK GOOD,number 3 rocker cover gasket leaks. removed and replaced number 3 rocker cover gasket. leak check good,17,4
104961,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500. REVIEWED  - DETERMINED TO BE 8% OVERSPEED. BEGAN,during autorecovery engine rpm got to 3500. reviewed - determined to be 8 % overspeed. began,18,0
104962,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500. REMOVED EXHAUST & PERFORMED  TO CYL #1 & COMPLET,during autorecovery engine rpm got to 3500. removed exhaust and performed to cylinder number 1 and complet,17,4
104963,"DURING AUTO RECOVERY ENGINE RPM GOT TO 3500. REMOVED ROCKER COVERS, #2 & 4 SIDE BAFFLES. PERFORMED S","during autorecovery engine rpm got to 3500. removed rocker covers, number 2 and 4 side baffles. performed s",20,2
104964,"DURING AUTO RECOVERY ENGINE RPM GOT TO 3500. INSTALLED L/H & R/H SIDE BAFFLES, ROCKER COVERS, CLAMPS","during autorecovery engine rpm got to 3500. installed left-hand and right-hand side baffles, rocker covers, clamps",19,3
104965,#2 INTAKE LEAKING. REPLACED GASKET.,number 2 intake leaking. replaced gasket.,7,1
104966,R/H REAR ENGINE BAFFLE MOUNT LOOSE. RESECURED ENGINE BAFFLE MOUNT.,right-hand rear engine baffle mount loose. resecured engine baffle mount.,12,1
104967,#2 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 2 intake gasket leaking. removed and replaced gasket.,10,2
104968,#1 ROCKER COVER GASKET LEAKING. REMOVED & REPLACED GASKET.,number 1 rocker cover gasket leaking. removed and replaced gasket.,11,2
104969,SNIFFLER VALVES NEED TO BE CLEANED. CLEANED VALVES.,sniffler valves need to be cleaned. cleaned valves.,10,0
104970,FWD ENG BLACK SEAL NEEDS RTV WHERE INTAKE HITS IT. INSTALLED RTV IN WORN AREAS.,forward engine black seal needs rtv where intake hits it. installed rtv in worn areas.,17,2
104971,PAINT WAS NOT REMVOED AROUND ENG GROUNDING POINT. REMOVED PAINT & INSTALLED GRD WIRE.,paint was not removed around engine grounding point. removed paint and installed ground wire.,16,4
104972,"BAFFLE SCREW BY OIL DIPSTICK MISSING. REMOVED DIPSTICK TUBE, INSTALLED NEW SCREW, INSTALLED T","baffle screw by oil dipstick missing. removed dipstick tube, installed new screw, installed t",17,0
104973,BOTH BAFFLE PLUGS WORN (ENG). REMOVED & REPLACED BOTH BAFFLE PLUGS.,both baffle plugs worn engine. removed and replaced both baffle plugs.,15,2
104974,R/H BAFFLE TIE BROKEN. INSTALLED NEW BAFFLE TIE.,right-hand baffle tie broken. installed new baffle tie.,10,1
104975,#2 & 4 INTAKE GASKETS ARE LEAKING. REPLACED GASKETS.,number 2 and 4 intake gaskets are leaking. replaced gaskets.,11,2
104976,L/H ENG CENTER CASE BOLT LEAKING OIL. LEAK CK GOOD.,left-hand engine center case bolt leaking oil. leak check good.,12,3
104977,R/H ENG #3 CYL HAS LOW COMPRESSION (16/80). OPS & LEAK CK GOOD.,right-hand engine number 3 cylinder has low compression 16/80. operations and leak check good.,17,7
104978,"L/H ENG CENTER CASE BOLT LEAKING OIL. REMOVED BOLT, CLEANED CASE, INSTALLED, TORQUED & SEALED","left-hand engine center case bolt leaking oil. removed bolt, cleaned case, installed, torqued and sealed",19,3
104979,R/H ENG #3 CYL HAS LOW COMPRESSION (16/80). REMOVED & REPLACED CYL & PISTON W/ NEW IAW LYCOMING DIR,right-hand engine number 3 cylinder has low compression 16/80. removed and replaced cylinder and piston with new in accordance with lycoming dir,22,9
104980,"RPM WENT TO RED. REMOVED FDM CARD, FOUND TO BE LESS THAN 5%. NO DEFECTS","rpm went to red. removed fdm card, found to be less than 5 %. no defects",19,0
104981,"THROTTLE IDLE, ENGINE SHUT DOWN. PERFORMED GROUND RUN, COULD NOT DUPLICATE. OPS GOOD.","throttle idle, engine shutdown. performed ground run, could not duplicate. operations good.",17,1
104982,#3 INTAKE TUBE GASKET LEAKING. INSTALLED NEW INTAKE GASKET.,number 3 intake tube gasket leaking. installed new intake gasket.,11,1
104983,HARDWARE MISSING @ #3 BAFFLE. INSTALLED NEW HARDWARE.,hardware missing at number 3 baffle. installed new hardware.,10,2
104984,#4 INTAKE GASKET LEAKS. REMOVED & REPLACED GASKET.,number 4 intake gasket leaks. removed and replaced gasket.,10,2
104985,#2 & 4 INTAKE GASKETS LEAKING. REPLACED GASKETS.,number 2 and 4 intake gaskets leaking. replaced gaskets.,10,2
104986,#2 INTAKE IS LEAKING. INSTALLED NEW GASKET.,number 2 intake is leaking. installed new gasket.,9,1
104987,"INTAKES 2, 3 & 4 LEAKING ON L/H ENGINE. REMOVED & REPLACED GASKETS.","intakes 2, 3 and 4 leaking on left-hand engine. removed and replaced gaskets.",16,3
104988,#4 & 3 INTAKE LEAKING ON R/H ENGINE. REMOVED & REPLACED INTAKE GASKETS.,number 4 and 3 intake leaking on right-hand engine. removed and replaced intake gaskets.,15,4
104989,CRACK ON BOTTOM O/B CORNER OF AFT BAFFLE @ L/H OIL COOLER. STOP DRILLED CRACK.,crack on bottom outboard corner of aft baffle at left-hand oil cooler. stop drilled crack.,17,3
104990,BRACKET BROKEN FOR #4 BAFFLE. FABRICATED NEW BRACKET FOR #4 BAFFLE.,bracket broken for number 4 baffle. fabricated new bracket for number 4 baffle.,13,2
104991,CLIP FOR OIL BAFFLE COOLER BRACKET WORN. FABRICATED CLIP & INSTALLED.,clip for oil baffle cooler bracket worn. fabricated clip and installed.,13,1
104992,#1 INTAKE GASKET LEAKING. INSTALLED NEW GASKET.,number 1 intake gasket leaking. installed new gasket.,9,1
104993,#4 INTAKE LEAKING ON L/H ENGINE. REPLACED INTAKE GASKET.,number 4 intake leaking on left-hand engine. replaced intake gasket.,11,2
104994,#1 & 3 INTAKES LEAKING ON R/H ENGINE. REPLACED INTAKE GASKETS.,number 1 and 3 intakes leaking on right-hand engine. replaced intake gaskets.,13,3
104995,#1 ROCKER COVER LEAKING ON R/H ENGINE. REMOVED & REPLACED ROCKER COVER GASKET.,number 1 rocker cover leaking on right-hand engine. removed and replaced rocker cover gasket.,15,3
104996,ENG BAFFLE PLUGS ARE WORN. REMOVED & REPLACED BOTH BAFFLE PLUGS.,engine baffle plugs are worn. removed and replaced both baffle plugs.,13,2
104997,#2 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 2 intake gasket leaking. removed and replaced gasket.,10,2
104998,"#1, 4 INTAKE GASKETS ARE LEAKING. REMOVED & REPLACED GASKETS.","number 1, 4 intake gaskets are leaking. removed and replaced gaskets.",13,2
104999,#1 & 2 INTAKES LEAKING. REMOVED & REPLACED GASKETS.,number 1 and 2 intakes leaking. removed and replaced gaskets.,11,3
105000,ENGINE TO BAFFLE ATTACH FITTING MISSING SCREW. REPLACED SCREW.,engine to baffle attach fitting missing screw. replaced screw.,11,0
105001,#2 INTAKE LEAKING. INSTALLED NEW GASKET.,number 2 intake leaking. installed new gasket.,8,1
105002,BAFFLE SCREW MISSING ABOVE #2 CYLINDER. INSTALLED SCREW.,baffle screw missing above number 2 cylinder. installed screw.,10,1
105003,#3 INTAKE GASKET LEAKS. REMOVED & REPLACED GASKET.,number 3 intake gasket leaks. removed and replaced gasket.,10,2
105004,#1 & 3 ROCKER COVER GASKETS LEAK. REMOVED & REPLACED GASKETS.,number 1 and 3 rocker cover gaskets leak. removed and replaced gaskets.,13,3
105005,"SCREW FOR R/H AFT BAFFLE, BEHIND OIL DIPSTICK, LOOSE. TIGHTENED SCREW.","screw for right-hand aft baffle, behind oil dipstick, loose. tightened screw.",15,1
105006,"GROUNDING WIRE TO ENG, PAINT NOT REMOVED AND BOLT LOOSE. REMOVED PAINT & SECURED BOLT.","grounding wire to engine, paint not removed and bolt loose. removed paint and secured bolt.",18,2
105007,"BLACK BAFFLE SEAL, FWD ENG, HAS SMALL WORN SPOT ON L/H SIDE. INSTALLED RTV TO WORN AREA.","black baffle seal, forward engine, has small worn spot on left-hand side. installed rtv to worn area.",21,3
105008,ENGINE BAFFLE PLUGS WORN. REMOVED & REPLACED PLUGS.,engine baffle plugs worn. removed and replaced plugs.,10,1
105009,"#1, 3 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED GASKETS.","number 1, 3 rocker cover gaskets leaking. removed and replaced gaskets.",13,2
105010,R/H REAR BAFFLE MOUNTING SCREW IS MISSING. INSTALLED NEW SCREW.,right-hand rear baffle mounting screw is missing. installed new screw.,12,1
105011,#2 INTAKE LEAKS. REMOVED & REPLACED GASKET.,number 2 intake leaks. removed and replaced gasket.,9,2
105012,BOTH ENG BAFFLE PLUGS WORN. REPLACED W/ NEW.,both engine baffle plugs worn. replaced with new.,10,2
105013,SCREW BEHIND ENG OIL DIPSTICK LOOSE. TIGHTENED SCREW.,screw behind engine oil dipstick loose. tightened screw.,10,1
105014,BLACK FWD SEAL HAS WORN SPOTS. INSTALLED RTV TO WORN AREAS.,black forward seal has worn spots. installed rtv to worn areas.,13,1
105015,L/H ENG CYL #4 INTAKE GASKET IS LEAKING. REMOVED & REPLACED W/ NEW GASKET.,left-hand engine cylinder number 4 intake gasket is leaking. removed and replaced with new gasket.,16,6
105016,1 BAFFLE PLUG IS DAMAGED. REMOVED & REPLACED BAFFLE PLUG.,1 baffle plug is damaged. removed and replaced baffle plug.,12,1
105017,"RPM 2700 FOR 2 SEC. READ FDM CARD DATA, FOUND TO BE LESS THAN 5%. NO DEFECT","rpm 2700 for 2 sec. read fdm card data, found to be less than 5 %. no defect",21,0
105018,"PROP OVERSPEED 2750 FOR 5 SECS. INSPECTED DATA ON CARD. RPM FOUND TO 2703.4, NO ACTION","propeller overspeed 2750 for 5 secs. inspected data on card. rpm found to 2703.4, no action",19,1
105019,UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280. CONTINUED  & STARTED .,unusual attitude power was added and engine reached approximately 280. continued and started.,15,3
105020,UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280. COMPLETED  & . RAN ENGINE. OPS & LEAK CK,unusual attitude power was added and engine reached approximately 280. completed and. ran engine. operations and leak check,21,6
105021,"UNUSUAL ATTITUDE POWER WAS ADDED & ENGINE REACHED APPROX 280. REVIEWED LYCOMING , DETERMINED OVERSPEED TO FALL","unusual attitude power was added and engine reached approximately 280. reviewed lycoming, determined overspeed to fall",18,2
105022,BAFFLE SCREW MISSING ON #3 CYL. INSTALLED NEW SCREW.,baffle screw missing on number 3 cylinder. installed new screw.,11,2
105023,"RIVET HEAD SHEARED ON ALT AIR DOOR. REMOVED RIVET, INSTALLED NEW RIVET IAW , CH","rivet head sheared on alternator air door. removed rivet, installed new rivet in accordance with, chapter",17,3
105024,R/H ENG #2 INTAKE IS LEAKING. REPLACED GASKET.,right-hand engine number 2 intake is leaking. replaced gasket.,10,3
105025,#2 & 4 INTAKES LEAKING ON LEFT ENGINE. REPLACED GASKETS.,number 2 and 4 intakes leaking on left engine. replaced gaskets.,12,2
105026,#3 BAFFLE SCREW MISSING. REPLACED SCREW.,number 3 baffle screw missing. replaced screw.,8,1
105027,"FWD SNIFFLER VALVE IS LEAKING OIL/FUEL. THERE IS A 6"" PUDDLE. INSPECTED SNIFFLER VALVES, NO DEFECTS NOTED. REMOVED SN","forward sniffler valve is leaking oil/fuel. there is a 6 inches puddle. inspected sniffler valves, no defects noted. removed sn",24,2
105028,#4 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,number 4 intake is leaking. removed and replaced gasket.,10,2
105029,#1 FWD BAFFLE SEAL LOOSE. RESECURED SEAL.,number 1 forward baffle seal loose. resecured seal.,9,2
105030,R/H #2 & 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED W/ NEW GASKETS.,right-hand number 2 and 4 rocker cover gaskets leaking. removed and replaced with new gaskets.,16,5
105031,#4 INTAKE LEAKING. REMOVED & REPLACED INTAKE GASKET.,number 4 intake leaking. removed and replaced intake gasket.,10,2
105032,"L/H ENG, #4 INTAKE GASKET LEAKING. REPLACED GASKET.","left-hand engine, number 4 intake gasket leaking. replaced gasket.",11,3
105033,1 BAFFLE PLUG IS DAMAGED. REPLACED PLUG.,1 baffle plug is damaged. replaced plug.,9,0
105034,#4 ROCKER COVER GASKET IS LEAKING. REPLACED GASKET.,number 4 rocker cover gasket is leaking. replaced gasket.,10,1
105035,BAFFLE SCREWS LOOSE ON #3 CYL BAFFLE. LEAK CK GOOD.,baffle screws loose on number 3 cylinder baffle. leak check good.,12,3
105036,"3, 4 INTAKE GASKETS LEAKING. REMOVED & REPLACED GASKETS.","3, 4 intake gaskets leaking. removed and replaced gaskets.",12,1
105037,BAFFLE SEAL RIVET PULLED THROUGH ON #3 CYL. REPLACED W/ BIGGER RIVET.,baffle seal rivet pulled through on number 3 cylinder. replaced with bigger rivet.,14,3
105038,"#2, 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED W/ NEW GASKETS.","number 2, 4 rocker cover gaskets leaking. removed and replaced with new gaskets.",15,3
105039,BAFFLE SCREWS LOOSE ON #3 CYL BAFFLE. PARTIALLY REMOVED #3 CYL BAFFLING SECURED SCREWS & OIL,baffle screws loose on number 3 cylinder baffle. partially removed number 3 cylinder baffling secured screws and oil,17,5
105040,L/H ENG #3 INTAKE GASKET LEAKS. REMOVED & REPLACED INTAKE GASKET.,left-hand engine number 3 intake gasket leaks. removed and replaced intake gasket.,13,4
105041,R/H ENG #2 CYL BAFFLE SEAL LOOSE. TIGHTENED RIVETS ON SEAL.,right-hand engine number 2 cylinder baffle seal loose. tightened rivets on seal.,13,4
105042,"R/H ENG #2, 3 INTAKE LEAKING. REMOVED & REPLACED GASKETS.","right-hand engine number 2, 3 intake leaking. removed and replaced gaskets.",13,4
105043,#2 INTAKE LEAKING ON L/H ENGINE. REPLACED #2 INTAKE GASKET.,number 2 intake leaking on left-hand engine. replaced number 2 intake gasket.,12,3
105044,FWD BAFFLE SEAL LOOSE @ #1 CYL. RESECURED BAFFLE MATERIAL.,forward baffle seal loose at number 1 cylinder. resecured baffle material.,12,4
105045,#4 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,number 4 intake gasket leaking. removed and replaced gasket.,10,2
105046,ROCKER COVER SCREW MISSING ON #2 CYL. INSTALLED NEW SCREW ON ROCKER COVER.,rocker cover screw missing on number 2 cylinder. installed new screw on rocker cover.,15,2
105047,OIL LEAK DISCOVERED ON #2 CYL. INSTALLED NEW #2 ROCKER BOX COVER GASKET. RESAFETIED BO,oil leak discovered on number 2 cylinder. installed new number 2 rocker box cover gasket. resafetied bo,17,3
105048,#2 & 4 INTAKES LEAKING. REMOVED & REPLACED GASKETS.,number 2 and 4 intakes leaking. removed and replaced gaskets.,11,3
105049,OIL LEAK ON RIGHT FWD CYL INTAKE TUBE. REPLACED LEAKING ROCKER COVER GASKET.,oil leak on right forward cylinder intake tube. replaced leaking rocker cover gasket.,15,2
