evaluation_cluster_id,split,case_count,unique_problem_texts,sample_problem_1,sample_problem_2,sample_problem_3,sample_case_ids
EVC-a636eb8de5894e6a,dev,1,1,"AFTER PERFORMING SIMULATED ENGINE FAILURE, SMOOTHLY APPLIED",,,101090
EVC-a63fbc95a6b5b3c4,train,1,1,"ROUGH OPERATION AFTER START UP, ENGINE WANTS TO DIE AT 1000",,,105482
EVC-a67d41a84923687f,dev,1,1,ALL ROCKER COVER SCREWS NEED TIGHTENING.,,,103369
EVC-a6832c0d43b4fa3a,test,1,1,"TABS ARE BROKEN OFF BAFFLE PLUGS, L/H & R/H SIDES.",,,101550
EVC-a6b1393365df4908,train,1,1,CYL #1 & 3 BOTTOM BAFFLE IS CRACKED @ TIE ROD.,,,102056
EVC-a6c52ea981578f8d,train,1,1,INTER BAFFLE ROD FASTENER BROKEN.,,,103357
EVC-a6d4191c4da37de0,train,1,1,ENGINE COVER REMOVED FOR INSPECTION.,,,105782
EVC-a6e3a41983990f0c,train,1,1,OIL COOLER SUPPORT BRACKET ON CYL #4 CRACKED.,,,103839
EVC-a6ea99fba328b94a,test,1,1,"WHILE ADJUSTING MIXTURE, A/C WOULD START TO QUIT @ 1450.",,,101016
EVC-a709fa897a00b0ea,dev,1,1,LEFT O/B BAFFLE TIE WIRE BROKEN.,,,103750
EVC-a7221e88fd8ad0e3,test,1,1,ENGINE IDLE SPEED 1650 RPM.,,,105228
EVC-a72a3a8a736f7f2a,train,1,1,R/H SIDE ENGINE BAFFLE HARDWARE MISSING.,,,100744
EVC-a73615dd88ac2a1f,train,1,1,"BAFFLE SEAL LOOSE ON LH/ ENG, #4 AFT BAFFLE.",,,101554
EVC-a754528715934074,dev,1,1,"ENGINE BAFFLE CRACKED, BEHIND #3 CYL, R/H ENGINE.",,,103560
EVC-a78fd1663bbe1d16,dev,1,1,FWD ENG BLACK SEAL WORN AT ENG INDUCTION.,,,104928
EVC-a792470487cf44c2,train,1,1,#3 LWR INTAKE TUBE LEAKS.,,,105732
EVC-a7b2c0b343000bbd,train,1,1,AUTO RELIGHT DEFERRED.,,,101890
EVC-a7b7dd15b3289b8e,dev,1,1,#2 & 3 INDUCTION PIPES ARE LEAKING ON L/H ENGINE.,,,103111
EVC-a7b813144120f024,train,1,1,"GROUNDING WIRE TO ENG, PAINT NOT REMOVED AND BOLT LOOSE.",,,105006
EVC-a7eb3ea96b699e8c,test,1,1,#2 & 4 BAFFLE PLUGS HAVE SEVERAL BROKEN PRONGS.,,,100628
EVC-a7fd6e9345b61d63,dev,1,1,CRACK IN R/H #4 BAFFLE BRACKET.,,,102260
EVC-a80978758b52e4f0,test,1,1,TORN GROMMET TOP ENGINE BAFFLE AFT MIDDLE (SMALL GROMMET).,,,102736
EVC-a88189181d0a1fbf,train,1,1,"DURING HIGH SPEED ROLL, A/C HAD STRONG VIBRATION.",,,102121
EVC-a89d030dd23e4929,train,1,1,DURING CLIMB OUT THE ENGINE RAN ROUGH. SPUTTERING WAS ALSO N,,,105198
EVC-a8b886df6a6387be,train,1,1,POSSIBLE CRANKSHAFT OIL SEAL LEAKING.,,,104472
EVC-a8f905ad3fa9b87f,test,1,1,"#2 & 4 INTAKE GASKETS ARE LEAKING, CAUSING CHT & EGT VARIATI",,,100514
EVC-a90703e7d776339f,train,1,1,"#2, 4 ROCKER BOX LEAKING.",,,105798
EVC-a9153c5e0c63d78c,test,1,1,#1 CYLINDER STAND OFF IS BROKEN.,,,101330
EVC-a936a09f1885330f,test,1,1,"NOTED EXCESSIVE VIBRATION & ROUGH RUNNING ENGINE, UPON POST",,,102951
EVC-a946547d4f1d78a5,train,1,1,CRACK NOTED ON UPPER PORTION OF FWD R/H BAFFLE IN FRONT OF #,,,103259
EVC-a96f22459ad375d1,dev,1,1,"WHEN CLIMBING, HEARD ENGINE W/ SOME NOISE. ENGINE MADE A THU",,,105279
EVC-a96fbae99fb44a6a,train,1,1,"IMMEDIATELY AFTER ENGINE START, HIGH PITCHED WHINE/SQUEAL/WH",,,101541
EVC-a9d6cd87e42dfd25,train,1,1,AFT R/H SCREW FOR BAFFLE BY DIPSTICK LOOSE.,,,104729
EVC-a9df0846967008e0,train,1,1,#1 CYL BAFFLING CRACKED BY ALTERNATOR BELT.,,,103838
EVC-a9e56c5ae9391cfd,train,1,1,"ENGINE RUNNING ROUGH ON TAKEOFF, CRUISE, CLIMB. WENT THROUGH",,,105874
EVC-a9e90319b1872449,train,1,1,BAFFLE SCREW MISSING ABOVE #2 CYLINDER.,,,105002
EVC-a9ecc5b31b0eff41,train,1,1,ALL INTAKE HOSE CLAMPS LOOSE.,,,104333
EVC-aadabeb810fe3263,train,1,1,"LOOSE RIVETS, R/H FWD BAFFLE SEAL.",,,105809
EVC-ab03f872d67a325a,test,1,1,ENGINE STARTED MAKING ABNORMAL SOUND IN FLIGHT. ABNORMAL VIB,,,105762
EVC-ab4615f82264cf7d,train,1,1,ENGINE PAN DRAIN LINE CLUSTER NEEDS NEW ADEL CLAMPS.,,,102362
EVC-ab6f82e79d69b12c,train,1,1,OIL DIPSTICK OIL STICK IS LOOSE.,,,100044
EVC-ab7bab2a37f11410,train,1,1,L/H UPPER BAFFLE FOR CYL #4 PLUG HOLE IS ENLARGED.,,,100428
EVC-ab8d7ba523084a1c,train,1,1,R/H ENGINE #2 & 4 INTAKE TUBE GASKETS LEAK.,,,104498
EVC-abca239a5594ee45,train,1,1,SCREW MISSING FROM CYL #2 FWD BAFFLE.,,,103966
EVC-abee86b4fe1e181b,train,1,1,MIDDLE & R/H ENGINE COWL NEED NEW CHAFE TAPE.,,,104598
EVC-abfb310ae2963a83,train,1,1,FWD ENG BLACK SEAL NEEDS RTV WHERE INTAKE HITS IT.,,,104970
EVC-ac3eaef71185f502,test,1,1,MISSING HARDWARE ON R/H BAFFLE & MUFFLER.,,,105878
EVC-ac479e0ac6f20af7,train,1,1,"R/H ENGINE #4 INTAKE LEAKING, AND #3 INTAKE.",,,106086
EVC-ac47c7d9c22e1cb2,test,1,1,"REAR BAFFLE MOUNT SCREW IS LOOSE, BEHIND DIPSTICK TUBE.",,,100935
EVC-ac4ae04335ea6d0e,dev,1,1,#1 & 2 ROCKER COVERS MISSING 2 SCREWS.,,,100849
EVC-ac61217ee8e02ba8,train,1,1,CYL #2 INTAKE TUBE AT SUMP HAS POSSIBLE FUEL LEAK.,,,101603
EVC-ac7eec8887ac4b8a,train,1,1,#2 CYL BOTTOM ENGINE BAFFLE SEAL NEEDS TO BE SECURED.,,,103881
EVC-acc45d843e9b5206,train,1,1,"R/H ENG #3 CYL SIDE BAFFLE, BOTH BOLTS MISSING.",,,100969
EVC-acd3f3822759b6ae,train,1,1,"DUCTING RUBBING ON OIL PSI LINE, BY FIREWALL.",,,105630
EVC-acd53203f0aee793,train,1,1,"MIXTURE LINKAGE LOOSE, MISSING SPRING WASHER.",,,100659
EVC-acf412ce11999628,train,1,1,#3 CYL AFT BAFFLE BRACKET LOOSE. BRACKET SECURED TO ENGINE C,,,101297
EVC-ad245407b74c940f,test,1,1,"AFT L/H ENGINE BAFFLE CRACKED, TOP CORNER NEXT TO CYL #4.",,,103783
EVC-ad2b13c1ab897cd2,train,1,1,BAFFLE SEAL STAPLES LOOSE ON #1 CYLINDER BAFFLE SECTION.,,,104800
EVC-ad5af2508c6b295f,train,1,1,RIGHT ENGINE DIPSTICK TUBE SAFETY IS LOOSE.,,,105942
EVC-add6e2cbb9ede2c1,train,1,1,R/H FWD BAFFLE MISSING SCREW.,,,100313
EVC-ade0eca09b380f34,train,1,1,ENGINE COWL CAM LOCK LOOSE.,,,105606
EVC-ae1548f575c1205f,test,1,1,BAFFLE SEAL HAS HOLE IN IT.,,,100373
EVC-ae415bb779e2bf89,test,1,1,IDLE CK RPM DECREASED TO ZERO.,,,104474
EVC-aec46a75b082fd5b,train,1,1,LONG BAFFLE TIE ROD CRACKED.,,,105909
EVC-aeedddd07b0a36fa,dev,1,1,L/H ENGINE #3 ROCKER SHAFT PLUG WORN.,,,100788
EVC-af611b874ae5e6fd,train,1,1,SIGNIFICANT AMOUNT OF OIL LEAKING FROM #4 CYLINDER AREA.,,,104007
EVC-af6bf676c20b5b9d,train,1,1,"MISSING BAFFLE SCREW ON R/H UPPER ROCKER COVER, #1 CYL.",,,103713
EVC-af99a5d8009083dd,train,1,1,R/H ENGINE INLET SCREEN WIRE IS BROKEN.,,,105761
EVC-afffc449a38022fb,train,1,1,R/H BACK BAFFLE BRACKET SCREWS ARE LOOSE.,,,100345
EVC-b0274c040167560c,dev,1,1,BOTH BAFFLE SPARK PLUG ACCESS HOLES DAMAGED.,,,105773
EVC-b040e9edfe975e36,train,1,1,R/H BACK BAFFLE BRACKET RIVET SHEARED OFF.,,,101543
EVC-b074a2619f8a05c2,train,1,1,"UPON ENGINE START, NOTICED ENGINE WAS RUNNING EXTREMELY ROUG",,,105986
EVC-b0d89d95ae91c9bb,train,1,1,L/H ENGINE WILL NOT START.,,,101752
EVC-b10a3b637418a6b5,train,1,1,ENGINE SHAKING & ROUGHNESS ON START UP.,,,104886
EVC-b119884912c2a8d7,dev,1,1,L/H UPPER BAFFLE LOOSE ABOVE #2 CYLINDER.,,,106069
EVC-b1347f2b9fdaedf2,train,1,1,LEFT ENGINE LOWER FIRE SEAL LOOSE.,,,103734
EVC-b17d4681cd183af7,train,1,1,3 EACH BAFFLE SCREWS MISSING.,,,102635
EVC-b1cfdfdfc3421cae,train,1,1,"BOTTOM BAFFLE ON #1 CYL, CHAFING ON CYL FINS.",,,103189
EVC-b1f1b533d6d221e3,train,1,1,R/H AFT COWL BRACKET RIVET MISSING.,,,100492
EVC-b22da72623af88b3,train,1,1,"CHT GAUGE DROPS TO ZERO, MOVES ERRATICALLY W/IN GREEN BAND &",,,104860
EVC-b23c6e7a94e87b6c,test,1,1,"PROP OVERSPEED IN DOWN DRAFT = 2730 RPM, 2-3 SECS.",,,105067
EVC-b26219a4171fbc8a,train,1,1,BACK R/H BAFFLE BACK BRACKET RIVET HEAD IS SHEARED OFF.,,,100723
EVC-b28c885872ba8ccd,test,1,1,PILOT REQUESTS IDLE ADJUSTMENT.,,,104844
EVC-b2a1b7bafa23936c,train,1,1,R/H ENG #2 CYL PUSH ROD END & ROCKER SCORED.,,,106132
EVC-b2ae151aee0d4735,train,1,1,LOWER CLAMPS LOOSE ON R/H ENGINE #4 INTAKE.,,,102988
EVC-b2c8a403e2a4d673,train,1,1,R/H SIDE BAFFLE IS MISSING A SCREW.,,,101151
EVC-b347c4b0927d4238,train,1,1,CORNER PATCH ON L/H REAR ENGINE BAFFLE CRACKED.,,,101070
EVC-b3a6b7cfb8f22c8d,train,1,1,CRACK ON BOTTOM O/B CORNER OF AFT BAFFLE @ L/H OIL COOLER.,,,104989
EVC-b3cf62ddc2a93267,dev,1,1,LOWER FWD ENGINE COWL NEEDS DOUBLER ON GUIDE HOLE FOR TOP CO,,,105365
EVC-b3d6eb423eba9eeb,train,1,1,"FAILED OVERRIDE SPEED CHECK, RPM DROPPED TO 800 RPM & STABIL",,,101667
EVC-b3da8d5fc3bfd341,train,1,1,#3 & 4 SIDE BAFFLE PLUGS HAVE BROKEN PRONGS.,,,100510
EVC-b4205004587d162a,train,1,1,WORN SPOTS ON FWD LWR BAFFLE SEAL ABOVE INTAKE.,,,106070
EVC-b45024243ac5413d,train,1,1,#1 & 3 CYL LWR BAFFLE PATCHE IS CRACKED.,,,102579
EVC-b469781ebf1772d7,test,1,1,ALL EGT WIRE PROBE STANDOFFS ARE BROKEN.,,,100803
EVC-b48fd46313dbbc68,train,1,1,"CLIMBING AFTER TAKEOFF, ENGINE CHOKED & BACK FIRED.",,,101811
EVC-b491f5041a88fd99,train,1,1,ENGINE IDLE SPEED AT 780 RPM.,,,103791
EVC-b4e6160a26650c5e,train,1,1,L/H BAFFLE PLUG HOLE IS WALLARD OUT.,,,105509
EVC-b50e9d790ebb0a92,train,1,1,ADEL CLAMP FOR MIXTURE & THROTTLE CABLES ON R/H SDIE OF UPPE,,,104056
EVC-b5340c3d14b45268,train,1,1,R/H BAFFLE PLUG LOOSE.,,,103519
EVC-b53880f85ba3dada,dev,1,1,FWD L/H ENG BAFFLE NEEDS SMALL PATCH OVER LARGE CRACK & STOP,,,104957
EVC-b53e8c38aac01361,train,1,1,INTERCYLINDER BAFFLE SUPPORT ROD BROKEN.,,,101260
EVC-b54527e83dc60e5c,train,1,1,"OIL PRESENT ON ENGINE, R/H SIDE. OIL SPRAYED BELOW & AFT.",,,103078
EVC-b59c81820f9d4ca7,dev,1,1,FRONT BAFFLE SEAL WORN BY ENG INLET & EDGES.,,,103081
EVC-b59d4324b2d3dc28,test,1,1,CRACK IN BAFFLING OF #1 CYL BY VALVE COVER.,,,102891
EVC-b5a6f62af321000c,train,1,1,#3 CYL EXHAUST SEAL LEAKING.,,,100193
EVC-b5cf41bfc725f403,train,1,1,VACUUM PUMP COOLING DUCT CHAFING OIL COOLER LINE.,,,103099
EVC-b62463f55a556777,train,1,1,PROP/ENGINE OVERSPEED.,,,103246
EVC-b62f6fcc7ef292d3,train,1,1,"CRACK IN ENGINE COOLING BAFFLE, AROUND LANDING LIGHT WIRE SE",,,102324
EVC-b6309382f43d69af,train,1,1,OIL COOLER LOWER LINE REQ REROUTING.,,,103235
EVC-b67369695b64d381,train,1,1,FRONT BAFFLE RUBBING ON MUFFLER.,,,100374
EVC-b68c20cbf1066857,train,1,1,SCREW MISSING ON BAFFLE ABOVE #3 CYL.,,,100725
EVC-b6998ea4cee65192,train,1,1,#3 SIDE BAFFLE TAB RIVETS LOOSE.,,,105543
EVC-b6a968428e11da29,test,1,1,ACCESSORY PAD BEHIND ALTERNATOR HAS BRACKET INSTALLED W/ NOT,,,102238
EVC-b7138a905e19568e,train,1,1,RIVET SHEARED OFF ON BAFFLE SEAL ABOVE #2 CYL.,,,104179
EVC-b7561509bf519028,train,1,1,CRACK NOTED ON ENGINE BAFFLE NEAR AFT ALTERNATOR ATTACH BOLT,,,103092
EVC-b75a6439f46588d8,train,1,1,"3 ROCKERS & PUSH RODS SCORED (#2 IN, 2 EX, 3 EX).",,,105970
EVC-b7e2f4fc5464321b,dev,1,1,#1 OIL RETURN LINE LEAKING.,,,103480
EVC-b7ecac8f2e5709df,train,1,1,R/H GOVERNOR IS STILL LEAKING,,,105934
EVC-b7f219c3c935b83f,train,1,1,L/H ENG HAS CRACKED 90* BRACKET BY (FWD OF) OIL COOLER - PAS,,,105793
EVC-b7f9d788c40c36c1,train,1,1,OIL COOLER O/B CYLINDER BRACKET CRACKED.,,,104061
EVC-b84965f5ed679b47,train,1,1,#2 & 4 SIDE BAFFLE BRACE BROKEN.,,,100072
EVC-b8558083efef844c,train,1,1,STARTER FRONT CAP LOOSE.,,,102562
EVC-b8c5e24ea0dc45b6,test,1,1,L/H ENG CORNER BRACKET ON L/H REAR BAFFLE IS CRACKED.,,,102829
EVC-b8eb7d555211f3d0,train,1,1,R/H ENG #3 AFT BAFFLE SEAL TORN.,,,104034
EVC-b98ac445e3731c55,train,1,1,ENGINE BAFFLE SNAP PLUGS BAD.,,,104199
EVC-b9d5d8765abb2614,test,1,1,#1 CYLINDER BAFFLE UNSECURE.,,,105106
EVC-b9de758c7a935a05,train,1,1,CYL #1/3 BAFFLE SPRING BROKEN.,,,100720
EVC-b9fe88a41ad72ff5,train,1,1,L/H INNER BAFFLE SPRING IS BROKEN.,,,101159
EVC-ba1b472d1e13c65c,dev,1,1,R/H ENG #1 SIDE BAFFLE SEAL WORN.,,,105297
EVC-ba1b7cd605f8dbb5,dev,1,1,ALL BOLTS FOR GROUNDING STRAPS FOR ENG & FIREWALL TO FRAME L,,,105582
EVC-ba8263e9c346b9a8,train,1,1,L/H ENGINE BAFFLE PLUG HOLE WORN.,,,102595
EVC-ba9420f3913588f3,train,1,1,#4 CYL BAFFLE INSP HOLE DOUBLER REQUIRED.,,,103580
EVC-babd8d3e261b7ab7,train,1,1,FAILS MIXTURE CK - NO RPM RISE.,,,101870
EVC-bb506481c9287f56,train,1,1,MOMENTARY ENGINE ROUGHNESS.,,,103277
EVC-bb6d5481fa6dfe49,train,1,1,"WHEN LEANING OUT ENGINE, ENGINE WOULD QUIT & DIE",,,104545
EVC-bb8c5627b9d62de1,train,1,1,#2 & 4 CYL ROCKER COVERS ARE MISSING 1 SCREW EACH.,,,105756
EVC-bb9a4bf835f57ca3,test,1,1,"#1, 2, 3 VALVE COVER GASKETS LEAKING ONR/H ENGINE.",,,103820
EVC-bbc2865fc47b900f,train,1,1,L/H ENGINE OVERSPEED ON TAKE OFF & CLIMB; 2720-2730. COULD H,,,105796
EVC-bbd09434490ed27f,test,1,1,SMALL AMOUNT OF METAL FOUND IN R/H ENGINE OIL FILTER.,,,105958
EVC-bbf4f5121e7af5f8,train,1,1,BAFFLE TIE ROD IS CHAFING ON #4 OIL RETURN LINE.,,,105981
EVC-bc279d7877662daa,test,1,1,R/H SIDE ENG BAFFLING CONECTION WIRE BROKEN.,,,102699
EVC-bc4d1978ff4d048b,train,1,1,L/H I/B BAFFLE SPRING IS BRKOEN.,,,101770
EVC-bc97e0238d3a70ed,train,1,1,CYL #3 EXT PUSH ROD TUBE SEAL LEAKING AT CASE.,,,100452
EVC-bca0e2c30a0bf1e7,train,1,1,ENG GROUNDIN STRAP BOLT LOOSE.,,,105388
EVC-bca35458f90f3835,train,1,1,"#3 AFT BAFFLE HAS A BROKEN BRACKET, BEHIND OIL FILLER TUBE.",,,106150
EVC-bcedbad5b8ec5e7e,train,1,1,LOW POWER AVAILABLE. HELO REQUIRED LMP TO HOVER,,,101739
EVC-bd6d3e043527cff7,train,1,1,BAFFLE PLUG TANGS BROKEN OFF.,,,101621
EVC-bda49955b53705e3,test,1,1,BAFFLE SEAL BY #1 CYL LOOSE.,,,105185
EVC-bde986a6c916a4fe,train,1,1,R/H REAR ENGINE BAFFLE RIVET BROKEN.,,,101067
EVC-bdec850ab30a7688,train,1,1,CYL #3 BAFFLE SCREW SECURED TO CRANKCASE MISSING.,,,101180
EVC-bdf9e4dc8f62ba6e,train,1,1,BOLT MISSING CONNECTING UPPER ENDS OF #3 & 4 AFT BAFFLES.,,,102018
EVC-be168801c9517150,train,1,1,BAFFLE SEAL SECTION BY AIR FILTER NEEDS REPAIR.,,,104862
EVC-be2fddfadac97668,train,1,1,CRACK EXTENDING BEYOND RIVET ON #1 CYL BAFFLE.,,,103888
EVC-be61a8d31b0ca454,train,1,1,2 BAFFLE TIE RODS NEED TO BE REPLACED.,,,104349
EVC-be86e7664bae35b8,train,1,1,#2 FWD SIDE BAFFLE SEAL DISCONNECTED.,,,103925
EVC-bf1506b3dcac118a,train,1,1,OIL LEAK ON RIGHT FWD CYL INTAKE TUBE.,,,105049
EVC-bf48f86134e8dcbd,train,1,1,L/H & R/H BAFFLE PLUGS BROKEN.,,,104397
EVC-bf4bdda074717038,dev,1,1,A/C NEEDS RUN UP FOR FINAL CHECKS BEFORE BEING SOLD.,,,104129
EVC-bfbec7078c13b442,train,1,1,R/H ENGINE MANIFOLD PRESSURE FITTING LOOSE.,,,104308
EVC-c02eb0ee841a5cce,train,1,1,MIXTURE NEEDS TO BE RESET.,,,104682
EVC-c05a7e5507b385af,train,1,1,"ENGINE STARTED NORMAL & IDLED NORMAL, BUT WHEN BROUGHT UP TO",,,105877
EVC-c0d5e14d0010e8eb,dev,1,1,AFT CRANKCASE SPIN BOLT MISSING NUT.,,,103564
EVC-c10f2f37bd1e1900,train,1,1,BAFFLE IS CRACKED AT LOWER O/B OIL COOLER BOLT.,,,105419
EVC-c11704f355b8f8bf,train,1,1,"BAFFLE SEAL ABOVE #4 CYL, L/H ENG, HAS PULLED RIVET.",,,103832
EVC-c12882c2adb678cc,train,1,1,#1 BAFFLE BENT.,,,103898
EVC-c144ba8a120476bf,train,1,1,L/H ENGINE #4 SIDE BAFFLE IS MISSING A BOLT.,,,102194
EVC-c14b10f6e943c191,train,1,1,"DURING A/C RUN UP, ENGINE FAILED ON RIGHT MAGNETO. ENGINE FA",,,104772
EVC-c1f7833eb6a6c6c2,train,1,1,ROCKER COVER GASKET FROM #3 CYLINDER TORN.,,,101394
EVC-c211f5d42f8abd6f,dev,1,1,"R/H ENGINE INTAKES 2, 3, 4 GASKETS LEAKING.",,,105408
EVC-c23983e5068f8aa4,train,1,1,LEFT #1 INTAKE LEAKING.,,,103166
EVC-c26bc485ba9cfe2f,test,1,1,"WORN GROMMET ON ENGINE AFT BAFFLE, ON GROMMET HOLE FOR OIL P",,,104270
EVC-c26f356d079bf11b,train,1,1,NLG DOWN LOCK AFT TRUNNION BOLT LOOSE ON R/H.,,,104666
EVC-c2b9375f4556964c,dev,1,1,"BAFFLE SEALS ON #2, 4 CYLINDERS ON L/H ENGINE NEEDS TO BE SE",,,105608
EVC-c2ca023d9ccbfb01,test,1,1,ENGINE FAILED ONCE ON RUN UP. ENGINE RAN ROUGH & ALMOST QUIT,,,103327
EVC-c2fd1a234ae25803,train,1,1,#3 AFT BAFFLE TAB RIVETS LOOSE.,,,103358
EVC-c321c50fe54f6170,train,1,1,ROUGH RUNNING ENGINE ON START UP.,,,105110
EVC-c364f354747e2a1d,dev,1,1,BLACK FWD LWR ENG SEAL WORN AT AIR INTAKE FILTER.,,,105287
EVC-c42565037a66e58a,train,1,1,R/H ENG BAFFLE #2 & 4 CROSSTIE BROKEN.,,,101979
EVC-c439f9fa6224ed46,train,1,1,"P&W, OVERSPEED GOV WASHER APPLIES.",,,104196
EVC-c44e95741fd052d2,dev,1,1,"DURING FLIGHT, EXCEEDED PROP SPEED LIMITATIONS (2720 RPM).",,,105556
EVC-c4d47d2f6ff19143,train,1,1,"FWD BLACK BAFFLE SEAL LOOSE, R/H LWR SIDE.",,,104765
EVC-c4f0548d3ce6f653,dev,1,1,"ENGINE BAFFLE SUPPORT BRACKET HAS LOOSE SCREWS, #3 CYL.",,,102623
EVC-c4fa34e4115a97b3,train,1,1,OIL COOLER LINES LACING CORD IS FALLLING APART.,,,101433
EVC-c50af6cb055a1354,test,1,1,ENGINE RPM OF 2720.,,,101902
EVC-c558ec980fbc82db,train,1,1,#3 OIL RETURN LINE INTER-COOLER BAFFLING GROMMET WORN.,,,104148
EVC-c58716b07baaefb4,train,1,1,SAFETY DEPARTMENT WAS NOTIFIED OF POSSIBLE ENGINE OVERSPEED.,,,106169
EVC-c5c3c5e17cec876c,train,1,1,#2 TO #4 CYL BAFFLE TIE ROD BROKEN ON LEFT ENGINE.,,,102242
EVC-c606543b484911ec,dev,1,1,#1 CYL CRACKED.,,,105889
EVC-c614f765ad35c044,train,1,1,PROP COULD USE A DRESSING; ROUGH ON EDGES. CHT #4 GREATER T,,,104914
EVC-c6180db6681eb77d,dev,1,1,FOD IN ENGINE INTABLE,,,102441
EVC-c620a274b227b15d,train,1,1,LEFT ENG #4 AFT BAFFLE REINFORCEMENT ANGLE CRACKED.,,,102461
EVC-c6691ee270db948d,test,1,1,#4 AFT BAFFLE ATTACH PLATE BROKEN.,,,100487
EVC-c672dc3156db63b5,train,1,1,L/H ENG WON'T START.,,,104390
EVC-c6d397f09d7d6bd9,train,1,1,L/H ENG BACK BONE LEAKING OIL IN MIDDLE.,,,103302
EVC-c6e618d51dbb2556,train,1,1,OIL TUBE DRAIN LINES FOR CYLINDERS LOOSE.,,,102925
EVC-c6effce7d6dccebf,train,1,1,SPARK PLUG BAFFLE HOLE PLUGS ARE WORN.,,,101073
EVC-c731b28fca5bbaf6,train,1,1,MAG DROP OUT OF STANDARDS.,,,105726
EVC-c73e1e6c118f1d1d,test,1,1,ENGINE HESITATION/ROUGHNESS 30 SEC AFTER TAKEOFF. NO FURTHER,,,101894
EVC-c755a9d8955b27e8,dev,1,1,ENGINE SCROLL DIRTY.,,,103988
EVC-c7925ed096076e94,train,1,1,"BAFFLE TIE ROD IN BETWEEN #1 & 3 CYL, NOT HOOOKED UP.",,,105260
EVC-c7b5e58667048129,train,1,1,R/H AFT BAFFLE PLUG BAD.,,,102322
EVC-c8519e48b29fed82,dev,1,1,"UPON RUN UP, HAD MAG DROP OF 300+ RPM W/ AGGRESSIVE SHAKING.",,,103509
EVC-c8830c64165145d4,train,1,1,#3 CYL FWD BAFFLE PLUG MISSING.,,,104830
EVC-c8b0980280563765,train,1,1,R/H BACK BAFFLE BRACKET IS MISSING A RIVET & BAFFLE IS CRACK,,,100746
EVC-c8bc40bd09ae0823,train,1,1,LEFT BRAKE LININGS ARE WORN OUT.,,,100147
EVC-c949b102aac29090,train,1,1,FWD R/H BAFFLE SEAL NEEDS TO BE REATTACHED.,,,101102
EVC-c949be3cd51dd052,train,1,1,"ENGINE QUIT AT IDLE, LOW RPM DURING TAXI, SMALL ADJUSTMENTS",,,103543
EVC-c96ea07b04a52466,test,1,1,#2 ROCKER COVER THRUST BUTTONS ON L/H ENGINE ARE BROKEN.,,,101179
EVC-c9e7469006883417,train,1,1,#3 AFT CYL BAFFLE CRACKED BY OIL COOLER MOUNT.,,,102860
EVC-c9fa2f94aed96173,train,1,1,STARTER RING GEAR MISSING TEETH.,,,100309
EVC-ca82e4f4b85ea58e,dev,1,1,"R/H ENGINE, L/H FWD BAFFLE SCREW MISSING.",,,100635
EVC-caac1fb9fdc9fd24,train,1,1,"ENGINE COOLING BAFFLE CRACKED, FRONT L/H SIDE, R/H ENGINE.",,,102471
EVC-cb4f2ae4e419cb4e,test,1,1,R/H ENGINE BAFFLE COVER CAM LOCK NEEDS TO BE FIXED.,,,104664
EVC-cb67a409b4189b03,train,1,1,OIL LEAK DISCOVERED ON #2 CYL.,,,105047
EVC-cb6c5dea358b558a,train,1,1,"L/H ENGINE, LEFT REAR BAFFLE IS CRACKED.",,,104069
EVC-cb943938f45157a0,train,1,1,L/H FWD FRONT BAFFLE MISSING RUBBER PLUG.,,,100975
EVC-cbbd84642fc23daa,train,1,1,"BAFFLE TIE ROD BROKEN, LEFT SIDE.",,,105838
EVC-cbd938e44da94f38,train,1,1,L/H ENGINE OIL COOLER MOUNTING BAFFLE CRACKED.,,,102379
EVC-cc1f07ef90bbfa66,train,1,1,"R/H ENGINE #2, 3 INDUCTION IS LEAKING.",,,100666
EVC-cc52c9792e952b10,dev,1,1,#1 CYL BAFFLE CRACK NOTED BY CYL HEAD SCREW PLATE.,,,103069
EVC-cc5aaadb543fa9e2,train,1,1,FRONT SEAL LOOSE & HAS WORN SPOTS (BAFFLE SEAL).,,,104865
EVC-cc96887398d8dad9,test,1,1,"CRACK ON ENGINE COOLING BAFFLE, #1 CYL.",,,102642
EVC-ccf15c19aebe06ef,train,1,1,R/H BACK BAFFLE BRACKET RIVET HEAD IS MISSING.,,,101153
EVC-cd21fc8896a4eb27,dev,1,1,L/H & R/H BAFFLE PLUG HOLES REQUIRE PATCHES.,,,102846
EVC-cd2be0be9e44150c,train,1,1,R/H INNER CYL BAFFLE TIE ROD IS INSTALLED INCORRECTLY.,,,100429
EVC-cd406c8e178d3cf5,train,1,1,CHT FLUCTUATING,,,106164
EVC-cd4c65104fccb701,test,1,1,"DURING FLIGHT, R/H COWL FLAP WOULD NOT STAY OPEN.",,,101613
EVC-cd5463faf4af514c,train,1,1,#3 BAFFLE NEEDS TO BE PATCHED. BUTTON PLUG HOLE HAS WORN TOO,,,105098
EVC-cd605e5d2357b516,train,1,1,FWD R/H SIDE ENGINE BAFFLE CRACKED.,,,101332
EVC-cd8ac1eec3373db2,test,1,1,FWD R/H SIDE BAFFLE & L/H AFT BAFFLE ARE CRACKED.,,,102881
EVC-cd9929e3f0bf10ce,train,1,1,#3 CYL EXHAUST PUSH ROD SHROUD NEEDS NEW ADEL CLAMP.,,,105845
