example_id,record_id,field,raw_problem,raw_action,raw_text,reference_text,reference_edit,automatic_category,review_reason,source_matches_reference_source,review_status,review_comment,valid_primary,_merge,expert_reference_valid,include_extended_reference,reference_scope,decision_basis,qc_flag,review_method,reviewed_on,amin_abbreviation_evidence,amin_misspelling_evidence,numeral_or_symbol_expansion,input_text,target_text,cluster_id,split
105024::combined,105024,combined,R/H ENG #2 INTAKE IS LEAKING.,REPLACED GASKET.,R/H ENG #2 INTAKE IS LEAKING. REPLACED GASKET.,RIGHT-HAND ENGINE NUMBER TWO INTAKE IS LEAKING. REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: R/H ENG #2 INTAKE IS LEAKING. REPLACED GASKET.,RIGHT-HAND ENGINE NUMBER TWO INTAKE IS LEAKING. REPLACED GASKET.,normgrp-fd7f7cbf1e69,train
105025::combined,105025,combined,#2 & 4 INTAKES LEAKING ON LEFT ENGINE.,REPLACED GASKETS.,#2 & 4 INTAKES LEAKING ON LEFT ENGINE. REPLACED GASKETS.,NUMBER TWO AND NUMBER FOUR INTAKES LEAKING ON LEFT ENGINE. REPLACED GASKETS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #2 & 4 INTAKES LEAKING ON LEFT ENGINE. REPLACED GASKETS.,NUMBER TWO AND NUMBER FOUR INTAKES LEAKING ON LEFT ENGINE. REPLACED GASKETS.,normgrp-b5da8cbb8b01,train
105026::combined,105026,combined,#3 BAFFLE SCREW MISSING.,REPLACED SCREW.,#3 BAFFLE SCREW MISSING. REPLACED SCREW.,NUMBER THREE BAFFLE SCREW MISSING. REPLACED SCREW.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,False,True,normalize combined: #3 BAFFLE SCREW MISSING. REPLACED SCREW.,NUMBER THREE BAFFLE SCREW MISSING. REPLACED SCREW.,normgrp-5591a3348dbb,test
105028::combined,105028,combined,#4 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,#4 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,NUMBER FOUR INTAKE IS LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #4 INTAKE IS LEAKING. REMOVED & REPLACED GASKET.,NUMBER FOUR INTAKE IS LEAKING. REMOVED AND REPLACED GASKET.,normgrp-fd7f7cbf1e69,train
105029::combined,105029,combined,#1 FWD BAFFLE SEAL LOOSE.,RESECURED SEAL.,#1 FWD BAFFLE SEAL LOOSE. RESECURED SEAL.,NUMBER ONE FORWARD BAFFLE SEAL LOOSE. RESECURED SEAL.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,normalize combined: #1 FWD BAFFLE SEAL LOOSE. RESECURED SEAL.,NUMBER ONE FORWARD BAFFLE SEAL LOOSE. RESECURED SEAL.,normgrp-85a9ccc22c37,train
105030::combined,105030,combined,R/H #2 & 4 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED W/ NEW GASKETS.,R/H #2 & 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED W/ NEW GASKETS.,RIGHT-HAND NUMBER TWO AND NUMBER FOUR ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED WITH NEW GASKETS.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: R/H #2 & 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED W/ NEW GASKETS.,RIGHT-HAND NUMBER TWO AND NUMBER FOUR ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED WITH NEW GASKETS.,normgrp-458e8de9ec1f,validation
105031::combined,105031,combined,#4 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,#4 INTAKE LEAKING. REMOVED & REPLACED INTAKE GASKET.,NUMBER FOUR INTAKE LEAKING. REMOVED AND REPLACED INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #4 INTAKE LEAKING. REMOVED & REPLACED INTAKE GASKET.,NUMBER FOUR INTAKE LEAKING. REMOVED AND REPLACED INTAKE GASKET.,normgrp-fd7f7cbf1e69,train
105032::combined,105032,combined,"L/H ENG, #4 INTAKE GASKET LEAKING.",REPLACED GASKET.,"L/H ENG, #4 INTAKE GASKET LEAKING. REPLACED GASKET.","LEFT-HAND ENGINE, NUMBER FOUR INTAKE GASKET LEAKING. REPLACED GASKET.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: L/H ENG, #4 INTAKE GASKET LEAKING. REPLACED GASKET.","LEFT-HAND ENGINE, NUMBER FOUR INTAKE GASKET LEAKING. REPLACED GASKET.",normgrp-fd7f7cbf1e69,train
105033::combined,105033,combined,1 BAFFLE PLUG IS DAMAGED.,REPLACED PLUG.,1 BAFFLE PLUG IS DAMAGED. REPLACED PLUG.,ONE BAFFLE PLUG IS DAMAGED. REPLACED PLUG.,,lexical_edit,"spelling, token or punctuation edits",True,approved_lexical,Accepted Amin expert lexical/punctuation correction; source verified and no completion/truncation/anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert lexical/punctuation correction; source verified and no completion/truncation/anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,False,True,normalize combined: 1 BAFFLE PLUG IS DAMAGED. REPLACED PLUG.,ONE BAFFLE PLUG IS DAMAGED. REPLACED PLUG.,normgrp-4dcc11abe45b,train
105034::combined,105034,combined,#4 ROCKER COVER GASKET IS LEAKING.,REPLACED GASKET.,#4 ROCKER COVER GASKET IS LEAKING. REPLACED GASKET.,NUMBER FOUR ROCKER COVER GASKET IS LEAKING. REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,False,True,True,normalize combined: #4 ROCKER COVER GASKET IS LEAKING. REPLACED GASKET.,NUMBER FOUR ROCKER COVER GASKET IS LEAKING. REPLACED GASKET.,normgrp-458e8de9ec1f,validation
105035::combined,105035,combined,BAFFLE SCREWS LOOSE ON #3 CYL BAFFLE.,LEAK CK GOOD.,BAFFLE SCREWS LOOSE ON #3 CYL BAFFLE. LEAK CK GOOD.,BAFFLE SCREWS LOOSE ON NUMBER THREE CYLINDER BAFFLE. LEAK CHECK GOOD.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,normalize combined: BAFFLE SCREWS LOOSE ON #3 CYL BAFFLE. LEAK CK GOOD.,BAFFLE SCREWS LOOSE ON NUMBER THREE CYLINDER BAFFLE. LEAK CHECK GOOD.,normgrp-9364a5a20c00,train
105036::combined,105036,combined,"3, 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,"3, 4 INTAKE GASKETS LEAKING. REMOVED & REPLACED GASKETS.","THREE, AND FOUR INTAKE GASKETS LEAKING. REMOVED AND REPLACED GASKETS.",,lexical_edit,"spelling, token or punctuation edits",True,approved_lexical,Accepted Amin expert lexical/punctuation correction; source verified and no completion/truncation/anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert lexical/punctuation correction; source verified and no completion/truncation/anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: 3, 4 INTAKE GASKETS LEAKING. REMOVED & REPLACED GASKETS.","THREE, AND FOUR INTAKE GASKETS LEAKING. REMOVED AND REPLACED GASKETS.",normgrp-fd7f7cbf1e69,train
105037::combined,105037,combined,BAFFLE SEAL RIVET PULLED THROUGH ON #3 CYL.,REPLACED W/ BIGGER RIVET.,BAFFLE SEAL RIVET PULLED THROUGH ON #3 CYL. REPLACED W/ BIGGER RIVET.,BAFFLE SEAL RIVET PULLED THROUGH ON NUMBER THREE CYLINDER. REPLACED WITH BIGGER RIVET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,normalize combined: BAFFLE SEAL RIVET PULLED THROUGH ON #3 CYL. REPLACED W/ BIGGER RIVET.,BAFFLE SEAL RIVET PULLED THROUGH ON NUMBER THREE CYLINDER. REPLACED WITH BIGGER RIVET.,normgrp-873ee68cb5d0,train
105038::combined,105038,combined,"#2, 4 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED W/ NEW GASKETS.,"#2, 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED W/ NEW GASKETS.","NUMBER TWO, AND NUMBER FOUR ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED WITH NEW GASKETS.",,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: #2, 4 ROCKER COVER GASKETS LEAKING. REMOVED & REPLACED W/ NEW GASKETS.","NUMBER TWO, AND NUMBER FOUR ROCKER COVER GASKETS LEAKING. REMOVED AND REPLACED WITH NEW GASKETS.",normgrp-458e8de9ec1f,validation
105040::combined,105040,combined,L/H ENG #3 INTAKE GASKET LEAKS.,REMOVED & REPLACED INTAKE GASKET.,L/H ENG #3 INTAKE GASKET LEAKS. REMOVED & REPLACED INTAKE GASKET.,LEFT-HAND ENGINE NUMBER THREE INTAKE GASKET LEAKS. REMOVED AND REPLACED INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: L/H ENG #3 INTAKE GASKET LEAKS. REMOVED & REPLACED INTAKE GASKET.,LEFT-HAND ENGINE NUMBER THREE INTAKE GASKET LEAKS. REMOVED AND REPLACED INTAKE GASKET.,normgrp-1fcc976f1c5e,test
105041::combined,105041,combined,R/H ENG #2 CYL BAFFLE SEAL LOOSE.,TIGHTENED RIVETS ON SEAL.,R/H ENG #2 CYL BAFFLE SEAL LOOSE. TIGHTENED RIVETS ON SEAL.,RIGHT-HAND ENGINE NUMBER TWO CYLINDER BAFFLE SEAL LOOSE. TIGHTENED RIVETS ON SEAL.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,normalize combined: R/H ENG #2 CYL BAFFLE SEAL LOOSE. TIGHTENED RIVETS ON SEAL.,RIGHT-HAND ENGINE NUMBER TWO CYLINDER BAFFLE SEAL LOOSE. TIGHTENED RIVETS ON SEAL.,normgrp-4b019eedfbc9,test
105042::combined,105042,combined,"R/H ENG #2, 3 INTAKE LEAKING.",REMOVED & REPLACED GASKETS.,"R/H ENG #2, 3 INTAKE LEAKING. REMOVED & REPLACED GASKETS.","RIGHT-HAND ENGINE NUMBER TWO, AND NUMBER THREE INTAKE LEAKING. REMOVED AND REPLACED GASKETS.",,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: R/H ENG #2, 3 INTAKE LEAKING. REMOVED & REPLACED GASKETS.","RIGHT-HAND ENGINE NUMBER TWO, AND NUMBER THREE INTAKE LEAKING. REMOVED AND REPLACED GASKETS.",normgrp-fd7f7cbf1e69,train
105043::combined,105043,combined,#2 INTAKE LEAKING ON L/H ENGINE.,REPLACED #2 INTAKE GASKET.,#2 INTAKE LEAKING ON L/H ENGINE. REPLACED #2 INTAKE GASKET.,NUMBER TWO INTAKE LEAKING ON LEFT-HAND ENGINE. REPLACED NUMBER TWO INTAKE GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #2 INTAKE LEAKING ON L/H ENGINE. REPLACED #2 INTAKE GASKET.,NUMBER TWO INTAKE LEAKING ON LEFT-HAND ENGINE. REPLACED NUMBER TWO INTAKE GASKET.,normgrp-fd7f7cbf1e69,train
105044::combined,105044,combined,FWD BAFFLE SEAL LOOSE @ #1 CYL.,RESECURED BAFFLE MATERIAL.,FWD BAFFLE SEAL LOOSE @ #1 CYL. RESECURED BAFFLE MATERIAL.,FORWARD BAFFLE SEAL LOOSE AT NUMBER ONE CYLINDER. RESECURED BAFFLE MATERIAL.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,normalize combined: FWD BAFFLE SEAL LOOSE @ #1 CYL. RESECURED BAFFLE MATERIAL.,FORWARD BAFFLE SEAL LOOSE AT NUMBER ONE CYLINDER. RESECURED BAFFLE MATERIAL.,normgrp-a68e1ea84efa,train
105045::combined,105045,combined,#4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,#4 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,NUMBER FOUR INTAKE GASKET LEAKING. REMOVED AND REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #4 INTAKE GASKET LEAKING. REMOVED & REPLACED GASKET.,NUMBER FOUR INTAKE GASKET LEAKING. REMOVED AND REPLACED GASKET.,normgrp-fd7f7cbf1e69,train
105046::combined,105046,combined,ROCKER COVER SCREW MISSING ON #2 CYL.,INSTALLED NEW SCREW ON ROCKER COVER.,ROCKER COVER SCREW MISSING ON #2 CYL. INSTALLED NEW SCREW ON ROCKER COVER.,ROCKER COVER SCREW MISSING ON NUMBER TWO CYLINDER. INSTALLED NEW SCREW ON ROCKER COVER.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: ROCKER COVER SCREW MISSING ON #2 CYL. INSTALLED NEW SCREW ON ROCKER COVER.,ROCKER COVER SCREW MISSING ON NUMBER TWO CYLINDER. INSTALLED NEW SCREW ON ROCKER COVER.,normgrp-5591a3348dbb,test
105048::combined,105048,combined,#2 & 4 INTAKES LEAKING.,REMOVED & REPLACED GASKETS.,#2 & 4 INTAKES LEAKING. REMOVED & REPLACED GASKETS.,NUMBER TWO AND NUMBER FOUR INTAKES LEAKING. REMOVED AND REPLACED GASKETS.,,possible_unsupported_addition,reference adds substantial text,True,approved_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",True,both,True,True,primary_lexical,"Accepted as expert multi-token expansion or numeral verbalization. The earlier heuristic flag reflects length growth, not unsupported maintenance facts; source verified and no completion/truncation/anonymization flag.",length_expansion_reviewed,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #2 & 4 INTAKES LEAKING. REMOVED & REPLACED GASKETS.,NUMBER TWO AND NUMBER FOUR INTAKES LEAKING. REMOVED AND REPLACED GASKETS.,normgrp-fd7f7cbf1e69,train
105049::combined,105049,combined,OIL LEAK ON RIGHT FWD CYL INTAKE TUBE.,REPLACED LEAKING ROCKER COVER GASKET.,OIL LEAK ON RIGHT FWD CYL INTAKE TUBE. REPLACED LEAKING ROCKER COVER GASKET.,OIL LEAK ON RIGHT FORWARD CYLINDER INTAKE TUBE. REPLACED LEAKING ROCKER COVER GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,False,normalize combined: OIL LEAK ON RIGHT FWD CYL INTAKE TUBE. REPLACED LEAKING ROCKER COVER GASKET.,OIL LEAK ON RIGHT FORWARD CYLINDER INTAKE TUBE. REPLACED LEAKING ROCKER COVER GASKET.,normgrp-ad9b1514bcc5,train
105050::combined,105050,combined,"HIGH CYLINDER HEAD TEMPS, OVER 400*.",CLEANED DEBRIS FROM COOLER SYSTEM. INSPECTED CYLINDERS,"HIGH CYLINDER HEAD TEMPS, OVER 400*. CLEANED DEBRIS FROM COOLER SYSTEM. INSPECTED CYLINDERS","HIGH CYLINDER HEAD TEMPERATURES, OVER FOUR HUNDRED DEGREES. CLEANED DEBRIS FROM COOLER SYSTEM. INSPECTED CYLINDERS",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: HIGH CYLINDER HEAD TEMPS, OVER 400*. CLEANED DEBRIS FROM COOLER SYSTEM. INSPECTED CYLINDERS","HIGH CYLINDER HEAD TEMPERATURES, OVER FOUR HUNDRED DEGREES. CLEANED DEBRIS FROM COOLER SYSTEM. INSPECTED CYLINDERS",normgrp-a704a4c77d4c,train
105051::combined,105051,combined,#4 CYL ROCKER COVER GASKET LEAKING.,REPLACED GASKET.,#4 CYL ROCKER COVER GASKET LEAKING. REPLACED GASKET.,NUMBER FOUR CYLINDER ROCKER COVER GASKET LEAKING. REPLACED GASKET.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,normalize combined: #4 CYL ROCKER COVER GASKET LEAKING. REPLACED GASKET.,NUMBER FOUR CYLINDER ROCKER COVER GASKET LEAKING. REPLACED GASKET.,normgrp-458e8de9ec1f,validation
105052::combined,105052,combined,OIL COMING OUT OF TOP L/H COWLING.,"RAN UP A/C, LEAK CK GOOD.","OIL COMING OUT OF TOP L/H COWLING. RAN UP A/C, LEAK CK GOOD.","OIL COMING OUT OF TOP LEFT-HAND COWLING. RAN UP AIRCRAFT, LEAK CHECK GOOD.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,"normalize combined: OIL COMING OUT OF TOP L/H COWLING. RAN UP A/C, LEAK CK GOOD.","OIL COMING OUT OF TOP LEFT-HAND COWLING. RAN UP AIRCRAFT, LEAK CHECK GOOD.",normgrp-137afcb0beea,train
105053::combined,105053,combined,OIL COMING OUT OF TOP L/H COWLING.,REMOVED COWLING. CLEANED ENGINE.,OIL COMING OUT OF TOP L/H COWLING. REMOVED COWLING. CLEANED ENGINE.,OIL COMING OUT OF TOP LEFT-HAND COWLING. REMOVED COWLING. CLEANED ENGINE.,,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,False,True,normalize combined: OIL COMING OUT OF TOP L/H COWLING. REMOVED COWLING. CLEANED ENGINE.,OIL COMING OUT OF TOP LEFT-HAND COWLING. REMOVED COWLING. CLEANED ENGINE.,normgrp-5ff6fcb4fbc1,test
105056::combined,105056,combined,"#2, 3, 4 INTAKE GASKETS ON R/H ENGINE, LEAKING.",REMOVED & REPLACED GASKETS.,"#2, 3, 4 INTAKE GASKETS ON R/H ENGINE, LEAKING. REMOVED & REPLACED GASKETS.","NUMBERS TWO, THREE, AND FOUR INTAKE GASKETS ON RIGHT-HAND ENGINE, LEAKING. REMOVED AND REPLACED GASKETS.",,possible_abbreviation_expansion,short tokens may be expanded,True,approved_abbreviation,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,True,both,True,True,primary_lexical,Accepted Amin expert abbreviation/symbol/number expansion; source ID and original text verified; no cutoff or anonymization flag.,none,Amin expert-reference acceptance with task-boundary separation; deterministic full-corpus QC plus targeted manual inspection.,2026-08-23,True,True,True,"normalize combined: #2, 3, 4 INTAKE GASKETS ON R/H ENGINE, LEAKING. REMOVED & REPLACED GASKETS.","NUMBERS TWO, THREE, AND FOUR INTAKE GASKETS ON RIGHT-HAND ENGINE, LEAKING. REMOVED AND REPLACED GASKETS.",normgrp-fd7f7cbf1e69,train
