ident,problem,action,evidence_cluster_id,leakage_group_id,split
104795,#4 CYL BAFFLE PIECE DAMAGED.,REPLACED BAFFLE SECTION.,EC-f0e637f4ad2bd334,LG-f0e637f4ad2bd334,train
104796,"HARDWARE ON BAFFLING, BY STARTER, MISSING.",REPLACED MISSING HARDWARE.,EC-030c44d2ef6409e4,LG-030c44d2ef6409e4,train
104797,#2 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-cc41856dc2df8c7c,LG-4285908bb8f7434c,train
104798,"#1, 3 INTAKE GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,EC-d2121aadd272b797,LG-4285908bb8f7434c,train
104799,"#3, 4 ROCKER COVER GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,EC-013c93971d020a00,LG-608d782c2258dd59,train
104800,BAFFLE SEAL STAPLES LOOSE ON #1 CYLINDER BAFFLE SECTION.,RESECURED BAFFLE SEAL W/ POP RIVETS.,EC-0e978c40de264bd6,LG-0e978c40de264bd6,train
104801,#2-4 BAFFLE INTERCONNECT ROD BROKEN.,REMOVED & REPLACED INTERCONNECT ROD.,EC-73d5fa6ade7b45bb,LG-73d5fa6ade7b45bb,train
104802,IN TRAFFIC PATTERN HEARD TICKING/CHIRPING NOISE. ONLY OCCURE,RAN A/C AT VARIOUS POWER SETTINGS. COULD NOT DUPLICATE,EC-09f223b9d26e383a,LG-09f223b9d26e383a,train
104803,#2 INTAKE GASKET LEAKING.,REPLACED GASKET.,EC-1fec9b07493816ca,LG-4285908bb8f7434c,train
104804,L/H ENG #4 INTAKE GASKET IS LEAKING.,REPLACED GASKET.,EC-042ed1d6ce3e9196,LG-4285908bb8f7434c,train
104805,#2 CYL ROCKER COVER GASKET LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKET.,EC-608d782c2258dd59,LG-608d782c2258dd59,train
104806,"#2, 3, 4 INTAKE GASKETS LEAKING ON L/H ENGINE.",REMOVED & REPLACED W/ NEW GASKETS.,EC-0705ce65ca6154b3,LG-4285908bb8f7434c,train
104807,L/H ENG #1 CYLINDER FWD BAFFLE SEAL NEEDS TO BE SECURED.,SECURED FWD BAFFLE SEAL.,EC-e89b122957890cd2,LG-7f2bc0b62c756875,train
104808,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,EC-66d79f80174da74e,LG-10956cdabbd1e3ce,dev
104809,#1 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,EC-d7f19738c9144c80,LG-608d782c2258dd59,train
104810,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET W/ NEW.,EC-1fec9b07493816ca,LG-4285908bb8f7434c,train
104811,"L/H ENG, CYL #2 COMPRESSION 20/80; LEAKING OUT OF EXHAUST VA",LEAK CK GOOD.,EC-573e95822720eca6,LG-573e95822720eca6,test
104812,"L/H ENG, CYL #2 COMPRESSION 20/80; LEAKING OUT OF EXHAUST VA",REMOVED CYL ASSY & REPLACED W/ REPAIRED CYL ASSY. INSTA,EC-573e95822720eca6,LG-573e95822720eca6,test
104813,#3 INTAKE LEAKING ON R/H ENGINE.,REPLACED INTAKE GASKET.,EC-e8bee9035a1deeb3,LG-4285908bb8f7434c,train
104814,"2, 3 & 4 INTAKES LEAKING ON L/H ENGINE.",REMOVED & REPLACED GASKETS.,EC-1f7ad8f21b7dfd4c,LG-4285908bb8f7434c,train
104815,BRACKET SUPPORT FOR ENG OIL COOLER BAFFLE CRACKED.,REPLACED BRACKET MADE OUT OF STAINLESS STEEL.,EC-6b5d8ba5527b4bdf,LG-f75009810d9b26d4,dev
104816,LEFT FRONT BAFFLING HAS A CRACK.,STOP DRILLED CRACK.,EC-e2c8f8ea89de3ee4,LG-e2c8f8ea89de3ee4,train
104817,CYL #4 AFT BAFFLE IS CRACKED.,STOP DRILLED.,EC-12425f05cf5380e9,LG-e3b964f842fc4352,test
104818,L/H SIIDE OF ENGINE CASE PLUG LEAKING OIL.,OPS & LEAK CK GOOD.,EC-eaa4c696fe0b8124,LG-eaa4c696fe0b8124,train
104819,L/H SIIDE OF ENGINE CASE PLUG LEAKING OIL.,"REMOVED PLUG, CLEANED THREAD. APPLIED NEW SEALANT & REI",EC-eaa4c696fe0b8124,LG-eaa4c696fe0b8124,train
104820,#2 INTAKE GASKET LEAKING.,REPLACED GASKET.,EC-1fec9b07493816ca,LG-4285908bb8f7434c,train
104821,#2 INTAKE IS LEAKING.,INSTALLED NEW GASKET.,EC-8ec828272e86c6c2,LG-10956cdabbd1e3ce,dev
104822,"#1-3 BAFFLE TIE WIRE LOOSE, RUBBING #1 DRAIN TUBE.","INSTALLED NEW TIE WIRE, INSPECTED OIL DRAIN TUBE - NO D",EC-0fb5335d64364b5f,LG-0fb5335d64364b5f,dev
104823,"DURING FLIGHT, RPM EXCEEDED 2700 FOR A FEW SECONDS.",DOWNLOADED FLIGHT DATA. FOUND OVERSPEED TO BE MOMENTARY,EC-51f107c70ff664ad,LG-51f107c70ff664ad,train
104824,#2 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,EC-f4c90d93e910c1fa,LG-4285908bb8f7434c,train
104825,"ENGINE STARTED & IDLED NORMALLY FOR ABOUT 2 MINUTES, THEN SU","PERFORMED GROUND RUN, NO DEFECTS NOTED. OPS GOOD.",EC-304bf4e68d3fcfac,LG-304bf4e68d3fcfac,train
104826,"ENGINE STARTED & IDLED NORMALLY FOR ABOUT 2 MINUTES, THEN SU",INSPECTED A/C ENGINE. CLEANED BOTH SNIFFLER VALVES. REM,EC-304bf4e68d3fcfac,LG-304bf4e68d3fcfac,train
104827,R/H ENGINE TOP BACK BONE SEEPING OIL.,RETORQUED TOP BACK BOLTS.,EC-3768d1e48da084d2,LG-4b2d71c4187cc190,train
104828,"#3, 4 INTAKE GASKETS LEAKING ON R/H ENGINE.",INSTALLED NEW GASKETS.,EC-6bbd5761411368d5,LG-4285908bb8f7434c,train
104829,R/H ENGINE TOP BACK BONE SEEPING OIL.,"PERFORMED GROUND RUN, LEAK CK'ED GOOD.",EC-3768d1e48da084d2,LG-4b2d71c4187cc190,train
104830,#3 CYL FWD BAFFLE PLUG MISSING.,INSTALLED NEW PLUG.,EC-915466fe4d87123b,LG-915466fe4d87123b,train
104831,"DURING RUN UP MAG CK; RPM DROPPED NORMALLY, BUT WOULD RISE &","RAN A/C, OPS CK GOOD. COULD NOT DUPLICATE DISPCREPANCY.",EC-9bc79baa9362cebf,LG-9bc79baa9362cebf,train
104832,L/H ENGINE #3 ROCKER COVER LEAKING.,REPLACED GASKET.,EC-21d328803a9ed857,LG-608d782c2258dd59,train
104833,R/H ENGINE #3 ROCKER COVER LEAKING.,REPLACED GASKET.,EC-b1c2f1d621dd5729,LG-608d782c2258dd59,train
104834,R/H ENGINE I/B BAFFLE TIE BROKEN.,REMOVED & REPLACED BAFFLE TIE.,EC-d857e16b4e1b9c0f,LG-d857e16b4e1b9c0f,dev
104835,PILOT REQUESTED START ASSIST.,STARTED A/C.,EC-1be4d641d546f0a6,LG-1be4d641d546f0a6,train
104836,#4 INTAKE IS LEAKING.,REMOVED & REPLACED W/ NEW GASKET.,EC-03758ee4b47de086,LG-10956cdabbd1e3ce,dev
104837,"R/H BAFFLE SPRING BROKEN, BAFFLE CHAFING ON #3 OIL RETURN LI",INSPECTED & FOUND TO BE OK FOR SERVICE.,EC-066eb40b1bbb5d98,LG-066eb40b1bbb5d98,dev
104838,#1 & 2 INTAKE GASKETS LEAKING.,REMOVED & REPLACED W/ NEW GASKETS.,EC-299e439596394371,LG-4285908bb8f7434c,train
104839,R/H ENG #4 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-ac4b8f77dfdaf87b,LG-4285908bb8f7434c,train
104840,"L/H ENG #2, 1 INTAKE GASKETS LEAKING.",REMOVED & REPLACED INTAKE GASKETS.,EC-24534594e2994848,LG-4285908bb8f7434c,train
104841,#1 & 4 INTAKES LEAKING.,REPLACED GASKETS.,EC-bec29ba56bf692b8,LG-26ffbcbee302311b,test
104842,PILOT REQUIRES START ASSIST.,STARTED A/C.,EC-c27703bd16006732,LG-c27703bd16006732,dev
104843,PILOT REQUIRES START ASSIST.,STARTED A/C.,EC-c27703bd16006732,LG-c27703bd16006732,dev
104844,PILOT REQUESTS IDLE ADJUSTMENT.,ADJUSTED IDLE SPEED.,EC-6f112b5ad26575b8,LG-6f112b5ad26575b8,train
104845,LOWER OIL COOLER LINE RESTING ON ACCESSORY PLATE STUD.,REPOSITIONED LOWER OIL COOLER LINE.,EC-442758232ea48b5b,LG-442758232ea48b5b,train
104846,#3 & 4 CYL ROCKER COVERS LEAKING.,REMOVED & REPLACED GASKETS.,EC-f014baf6010bade2,LG-608d782c2258dd59,train
104847,SCREW MISSING ON #2 CYL BAFFLE & STAND OFF.,INSTALLED SCREW & WASHER.,EC-b02a2d4f388bad03,LG-b02a2d4f388bad03,dev
104848,OIL COOLER LOWER FITTING IS LOOSE.,LEAK CK GOOD.,EC-df5b9850d04ccb96,LG-df5b9850d04ccb96,train
104849,R/H FWD BAFFLE SEAL LOOSE.,RESECURED BAFFLE SEAL.,EC-e1edc567da15df26,LG-550468c14295fbc3,test
104850,OIL COOLER LOWER FITTING IS LOOSE.,TIGHTENED FITTING.,EC-df5b9850d04ccb96,LG-df5b9850d04ccb96,train
104851,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET W/ NEW.,EC-1fec9b07493816ca,LG-4285908bb8f7434c,train
104852,LOWER OIL COOLER OIL LINE NEEDS TO BE REPOSITIONED.,LEAK CK GOOD.,EC-55c073a9b4c77e3c,LG-5756cc3c08e7f7f9,train
104853,LOWER OIL COOLER OIL LINE NEEDS TO BE REPOSITIONED.,REPOSITIONED LINE.,EC-55c073a9b4c77e3c,LG-5756cc3c08e7f7f9,train
104854,#2 & 4 CYL I/B BAFFLE WIRE IS OUTSIDE INNER CYL BAFFLE.,REPOSITIONED WIRE.,EC-d5a4abb3c94d538f,LG-d5a4abb3c94d538f,dev
104855,#4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,EC-66d79f80174da74e,LG-10956cdabbd1e3ce,dev
104856,MX FLIGHT REQUIRED FOR M/R LEAK.,COMPLETED REMOVAL OF ENGINE FROM A/C. BEGAN DISCONNECTI,EC-4f9b0a0c0e78d2d8,LG-4f9b0a0c0e78d2d8,train
104857,MX FLIGHT REQUIRED FOR M/R LEAK.,INSTALLED & CONNECTED ENGINE IAW,EC-4f9b0a0c0e78d2d8,LG-4f9b0a0c0e78d2d8,train
104858,"#2, 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,EC-0d9e263079f23aaa,LG-4285908bb8f7434c,train
104859,FRONT BLACK SEAL FOR ENG COWL NEEDS RTV FOR WORN SPOTS.,RTV APPLIED WHERE NEEDED.,EC-0ab572b66707aefe,LG-0ab572b66707aefe,dev
104860,"CHT GAUGE DROPS TO ZERO, MOVES ERRATICALLY W/IN GREEN BAND &","REMOVED & REPLACED CHT PROBE. GROUND RAN A/C, OPS CK GO",EC-068dce143c2f9c23,LG-068dce143c2f9c23,train
104861,RIVET PULLED THROUGH ON #4 CYLINDER BAFFLE SEAL.,INSTALLED NEW POP RIVET IN SEAL.,EC-d97756432395263d,LG-d97756432395263d,dev
104862,BAFFLE SEAL SECTION BY AIR FILTER NEEDS REPAIR.,REPAIRED SEAL SECTION W/ SILICONE & NEW POP RIVETS.,EC-af710932abb2cf97,LG-af710932abb2cf97,train
104863,#1 CYL INTAKE LEAKS.,REPLACED GASKET.,EC-cd80f60797ab0e60,LG-0e48eb423d7a05e3,test
104864,"SCREW, BEHIND OIL DIPSTICK FOR BAFFLE, LOOSE.",TIGHTENED SCREW.,EC-7327e87130b6053d,LG-7327e87130b6053d,test
104865,FRONT SEAL LOOSE & HAS WORN SPOTS (BAFFLE SEAL).,SECURED SEAL & PUT RTV AT WORN SPOTS.,EC-82c222b63220819f,LG-82c222b63220819f,test
104866,"#3, 4 INTAKE GASKETS LEAKING.",REMOVED & REPLACED W/ NEW GASKETS.,EC-ecd255bad2d36acd,LG-4285908bb8f7434c,train
104867,BAFFLE BRACKET CRACKED ON #3 CYLINDER.,REMOVED BAFFLE SECTION & OIL PRESSURE LINE. REPLACED BR,EC-bd573c85e913fb3c,LG-bd573c85e913fb3c,train
104868,#2 CYLINDER HAS LOW COMPRESSION (58/80).,RAN UP A/C TO OPERATING TEMPERATURE & RECHECKED COMPRES,EC-7fb2083180057386,LG-8c6263d2e88c269f,test
104869,SCREW MISSING FROM R/H AFT BAFFLE.,INSTALLED NEW SCREW.,EC-c661ecb16688d86e,LG-ac09d330d3a5d8db,dev
104870,#3 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED W/ NEW INTAKE GASKET.,EC-df87c56f28c70528,LG-4285908bb8f7434c,train
104871,#3 & 4 INTAKES LEAKING.,REMOVED & REPLACED INTAKE GASKETS.,EC-2daf2ac0cbc5b82a,LG-26ffbcbee302311b,test
104872,BAFFLE BY STARTER WORN THROUGH & CRACKED.,REMOVED L/H FWD BAFFLE & FABRICATED PATCH FROM LIKE MAT,EC-c93ac2ae87ce6b5a,LG-c93ac2ae87ce6b5a,train
104873,#2 ROCKER COVER GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-8828e17d0b33db57,LG-608d782c2258dd59,train
104874,#2 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,EC-8ec828272e86c6c2,LG-10956cdabbd1e3ce,dev
104875,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACED W/ NEW GASKET.,EC-12a267bf8b1d91a6,LG-4285908bb8f7434c,train
104876,SCREW MISSING ON #1 CYLINDER BAFFLE SECTION.,REPLACED W/ NEW SCREW.,EC-a29e912b87d536cd,LG-a29e912b87d536cd,train
104877,#3 ROCKER GASKET IS LEAKING.,REMOVED & REPLACED W/ NEW SILICONE GASKET.,EC-cbe25f87b331073d,LG-608d782c2258dd59,train
104878,OIL COOLER BOLT REMOVED,REINSTALLED BOLT,EC-c4beafd64360d0ee,LG-c4beafd64360d0ee,train
104879,L/H ENG I/B FWD BAFFLE SCREW LOOSE.,REMOVED COWLING TO ACCESS SCREW. TIGHTENED SCREW. INSTA,EC-931d0ca749d53f38,LG-550468c14295fbc3,test
104880,L/H ENG OIL COOLER BAFFLE CORNER NEEDS TO BE INSP. REMOVE FO,COMPLETED INSTALLATION OF BAFFLE.,EC-9126d59a4ee78be9,LG-9126d59a4ee78be9,train
104881,BAFFLE SEAL ON RIGHT FRONT CYLINDER NEEDS TO BE REPLACED.,REPLACED W/ NEW BAFFLE SEAL. SECURED W/ POP RIVETS.,EC-57e46319674a03a7,LG-1fcfbc1d7e0b355d,dev
104882,L/H #3 & 4 INTAKE GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,EC-031031bdd99a7f79,LG-4285908bb8f7434c,train
104883,ENGINE INTAKE BOOT TORN.,REPLACED BOOT.,EC-2167159cf9ba9044,LG-cb10f70bfc360643,train
104884,#4 CYL INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-ea3b3d6613e6a454,LG-4285908bb8f7434c,train
104885,"#2, 4 INTAKE GASKETS ARE LEAKING.",REMOVED & REPLACED GASKETS.,EC-7c8af3aaa768b3ff,LG-4285908bb8f7434c,train
104886,ENGINE SHAKING & ROUGHNESS ON START UP.,COMPLETED REASSEMBLY OF ENGINE. SERVICED ENGINE W/ MINE,EC-d76cd27641cce1c0,LG-d76cd27641cce1c0,train
104887,#2 & 4 INTAKES LEAKING.,REPLACED GASKETS.,EC-4b6fcdaabbc0244e,LG-26ffbcbee302311b,test
104888,#3 CYLINDER HAS LOW COMPRESSION.,FOR CYLINDER REPLACEMENT.,EC-ab188834b017cf54,LG-c3aa26ca83c3ba37,test
104889,BAFFLE PLUGS WORN.,REMOVED & REPLACED BAFFLE PLUGS.,EC-046718097e775a4a,LG-d1ae1963cf7de664,dev
104890,R/H BAFFLE PLUG HOLE NEEDS DOUBLER.,INSTALLED DOUBLER.,EC-ff25cc18d958ae7c,LG-ff25cc18d958ae7c,train
104891,#4 CYLINDER OIL DRAIN LINE CLAMPS LOOSE.,TIGHTENED CLAMPS.,EC-518ed02411882605,LG-518ed02411882605,train
104892,#2 CYLINDER INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-cc41856dc2df8c7c,LG-4285908bb8f7434c,train
104893,CYL #3 COMPRESSION 18/80.,BEGAN DISASSEMBLY OF ACCESSORIES TO FACILITATE CYLINDER,EC-e234bfff8d2bca95,LG-e234bfff8d2bca95,train
104894,CYL #3 COMPRESSION 18/80.,INSTALLED & TORQUED NEW CYL ASSY. DRY LASH CK GOOD. INS,EC-e234bfff8d2bca95,LG-e234bfff8d2bca95,train
104895,CYL #3 COMPRESSION 18/80.,"COMPLETED INSTALLATION OF ACCESSORIES, SERVICED SUMP W/",EC-e234bfff8d2bca95,LG-e234bfff8d2bca95,train
104896,TOP OIL COOLER HOSE KINKED & NOT SECURED.,UNKINKED & SECURED HOSE.,EC-4a50cd09626a5687,LG-4a50cd09626a5687,train
104897,L/H ENG #1 & 3 CYL BAFFLE ROD LOOSE.,TIGHTENED TIE ROD NUT.,EC-3b8442e551e116f9,LG-3b8442e551e116f9,test
104898,#3 CYL BAFFLE SCREW LOOSE.,TIGHTENED SCREW.,EC-7cf3c2c0dcec4d95,LG-6bb5b0d3262bc63e,dev
104899,LEFT BAFFLE LOOSE (#2 CYL BAFFLE SEAL).,REATTACHED BAFFLE SEAL.,EC-38c764552f284463,LG-38c764552f284463,train
104900,#3 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,EC-6f9c95f514a1077a,LG-10956cdabbd1e3ce,dev
104901,"R/H ENG #2, 4 INTAKE GASKETS LEAKING.",REPLACED INTAKE GASKETS.,EC-30f2d423846888a1,LG-4285908bb8f7434c,train
104902,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-12a267bf8b1d91a6,LG-4285908bb8f7434c,train
104903,BAFFLE PLUG IS BROKEN.,REMOVED & REPLACED BAFFLE PLUG.,EC-2cda775408d92b69,LG-4f4b2505bd6b2b3d,train
104904,RIGHT ENGINE BAFFLE SEAL LOOSE ON BOTTOM CORNER.,INSTALLED NEW SEAL IN BOTTOM CORNER.,EC-a309303ea3e809b5,LG-a309303ea3e809b5,train
104905,"ANGLE BROKEN, L/H LOWER COWL O/B, NEAR FWD LATCH/PIN HOLE.",REPLACED BRACKET W/ PART MADE OF LIKE MATERIAL.,EC-a0ff69c66196ab00,LG-a0ff69c66196ab00,train
104906,#2 & 3 ROCKER COVER GASKETS LEAKING.,REMOVED & REPLACED GASKETS.,EC-2f07e0763eee3746,LG-608d782c2258dd59,train
104907,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS,REMOVED ENGINE BAFFLES TO FACILITATE PERFORMING OF LYCO,EC-0ddbaa8c4e8b38de,LG-0ddbaa8c4e8b38de,test
104908,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS,"STARTED A/C, ENGINE RAN SMOOTH FOR 20 SECONDS & THEN BE",EC-0ddbaa8c4e8b38de,LG-0ddbaa8c4e8b38de,test
104909,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS,COMPLETED INSTALLATION OF BAFFLES. RAN UP A/C. OPS & LE,EC-0ddbaa8c4e8b38de,LG-0ddbaa8c4e8b38de,test
104910,STARTED ENGINE & IT RAN WELL FOR ABOUT 30 SECONDS BEFORE LOS,PERFORMED  ON CYL #4. INSTALLED ALL ROCKER COVER,EC-0ddbaa8c4e8b38de,LG-0ddbaa8c4e8b38de,test
104911,#3 AFT BAFFLE SCREW IS LOOSE.,TIGHTENED LOOSE SCREW.,EC-8687488858db83d0,LG-6bb5b0d3262bc63e,dev
104912,L/H ENGINE BAFFLE ACCESS HOLE ELONGATED.,INSTALLED DOUBLER PATCH IAW  SE SRM.,EC-8dc02ff53a858bea,LG-8dc02ff53a858bea,train
104913,#2 & 4 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKETS.,EC-2f30d516ab5a6e5e,LG-608d782c2258dd59,train
104914,PROP COULD USE A DRESSING; ROUGH ON EDGES.  CHT #4 GREATER T,"DRESSED PROP.  RAN A/C, COULD NOT DUPLICATE CHT DISCREP",EC-508932b3932d54a3,LG-508932b3932d54a3,train
104915,#2 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-1fec9b07493816ca,LG-4285908bb8f7434c,train
104916,#2 INTAKE LEAKING.,REPLACED GASKET.,EC-9e293c9950113443,LG-10956cdabbd1e3ce,dev
104917,"#2, 4 ROCKER COVER GASKETS LEAKING.",REPLACED #2 GASKET.,EC-a375a9522e708189,LG-608d782c2258dd59,train
104918,"#2, 4 ROCKER COVER GASKETS LEAKING.",REPLACED #4 GASKET.,EC-a375a9522e708189,LG-608d782c2258dd59,train
104919,"#2, 3 INTAKE GASKETS LEAKING.",REMOVED & REPLACED GASKETS.,EC-e44b9558ab8ba20b,LG-4285908bb8f7434c,train
104920,R/H #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-0c475acd76e39ced,LG-4285908bb8f7434c,train
104921,#1 INTAKE IS LEAKING.,REMOVED & REPLACED GASKET.,EC-15bf6e31a0b605cd,LG-10956cdabbd1e3ce,dev
104922,PROP OVERSPEED 2720 FOR 1 SECOND.,"REMOVED FDM CARD, RESEARCHED DATA, FOUND OVERSPEED TO B",EC-6d044fe1ebc3fdbf,LG-5ee3811c9390c869,train
104923,#3 CYL CHT >200*F WARMER THAN OTHER CYLINDERS.,"RAN A/C, COULD NOT DUPLICATE DISCREP. ALL CHT TEMPS IN",EC-1abafa81fedd806e,LG-1abafa81fedd806e,train
104924,#1 INTAKE TUBE GASKET LEAKING.,INSTALLED NEW GASKET.,EC-a78e41df9cf72eb1,LG-4dcd0e6b51932d0b,dev
104925,#3 ENGINE BAFFLE MOUNTING SCREW LOOSE.,TIGHTENED SCREW.,EC-36c7be43c2465f38,LG-b1f33e2c59b03e11,train
104926,R/H BAFFLE PLUG IS MISSING.,INSTALLED BAFFLE PLUG,EC-83f26ff0d996682c,LG-9410f0626a11b72a,train
104927,R/H BAFFLE PLUG NEEDS PATCH.,INSTALLED BAFFLE PATCH W/ RIVETS.,EC-08a8b5b71ff44436,LG-08a8b5b71ff44436,train
104928,FWD ENG BLACK SEAL WORN AT ENG INDUCTION.,APPLIED SILICONE.,EC-8677281077351aa1,LG-8677281077351aa1,test
104929,#3 & 4 INTAKE GASKETS ARE LEAKING.,REPLACED GASKETS.,EC-472b5996c0c6ce72,LG-4285908bb8f7434c,train
104930,SIDE BAFFLE PLUG HOLES ARE WORN OUT.,INSTALLED RIVETED PATCHES AROUND HOLES.,EC-5d3d76e26a4e37cf,LG-5d3d76e26a4e37cf,train
104931,#3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-12a267bf8b1d91a6,LG-4285908bb8f7434c,train
104932,#3 AFT BAFFLE BRACKET IS CRACKED.,REMOVED & REPLACED BAFFLE BRACKET.,EC-1ccf54e6ae6c785e,LG-1ccf54e6ae6c785e,train
104933,L/H ENG #4 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,EC-8b51057e7821329a,LG-4285908bb8f7434c,train
104934,BAFFLE SCREW MISSING ON #2 CYL BAFFLE SECTION.,INSTALLED SCREW.,EC-b89082967407120b,LG-a29e912b87d536cd,train
104935,AT LEAST 3 INSTANCES THROUGHOUT FLIGHT; THE ENGINE VIBRATED,"RAN A/C, COULD NOT DUPLICATE. REMVED COWL & CK'ED COMPR",EC-c0503d817b3a195b,LG-c0503d817b3a195b,train
104936,AT LEAST 3 INSTANCES THROUGHOUT FLIGHT; THE ENGINE VIBRATED,"RAN ENGINE AGAIN, OPS CK GOOD. MX FLIGHT TO BE PERFORME",EC-c0503d817b3a195b,LG-c0503d817b3a195b,train
104937,ENGINE STARTED FINE & RAN AT 1000 RPM. WENT TO LEAN ENGINE &,PERFORMED SEASONAL ADJUSTMENT OF IDLE SPEED & MIXTURE.,EC-3889317ac303d724,LG-3889317ac303d724,dev
104938,#3 INTAKE LEAKING.,REMOVED & REPLACED GASKET.,EC-6f9c95f514a1077a,LG-10956cdabbd1e3ce,dev
104939,#2 & 3 ROCKER COVER GASKETS NEED TO BE REPLACED.,REMOVED & REPLACED GASKETS.,EC-6c2d6af60592d9c6,LG-8c4919d86d45cee2,train
104940,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.,EC-e8bee9035a1deeb3,LG-4285908bb8f7434c,train
104941,"#2, 3 & 4 INTAKES LEAKING ON L/H ENGINE.",REMOVED & REPLACED GASKETS.,EC-e5eb9bd7562e3309,LG-4285908bb8f7434c,train
104942,#2 ROCKER COVER LEAKING.,REMOVED & REPLACED GASKET.,EC-c85bc86f75e7cd5b,LG-608d782c2258dd59,train
104943,#3 INTAKE LEAKING ON R/H ENGINE.,REMOVED & REPLACED GASKET.,EC-e8bee9035a1deeb3,LG-4285908bb8f7434c,train
104944,INTAKE 2 & 3 LEAKING ON L/H ENGINE.,REMOVED & REPLACED GASKETS.,EC-71bc4ccbfe0a8892,LG-4285908bb8f7434c,train
104945,R/H REAR ENGINE BAFFLE SCREW MISSING.,INSTALLED NEW SCREW.,EC-00c3779a82bb5065,LG-ac09d330d3a5d8db,dev
104946,#3 CYL ROCKER COVER EGT STAND OFF BROKEN.,REMOVED & REPLACED STAND OFF.,EC-36b82440066c50b9,LG-36b82440066c50b9,train
104947,R/H ENG #3 INTAKE GASKET LEAKING.,REMOVED & REPLACED GASKET.,EC-ead7ef920140d485,LG-4285908bb8f7434c,train
104948,#3 UPPER BAFFLE SEAL MISSING ON R/H ENGINE.,REPLACED BAFFLE SEAL.,EC-074381d0a0a67389,LG-074381d0a0a67389,train
104949,LOOSE SCREW ON FWD OIL COOLER SHROUD.,TIGHTENED SCREW.,EC-2f4ce338fbde074d,LG-2f4ce338fbde074d,test
104950,"#2, 4 INTERCYLINDER BAFFLE CRACKED.",STOP DRILLED CRACK.,EC-75996128a56a7f6f,LG-a9e8c0efb29fe553,train
104951,L/H BAFFLE PLUG DAMAGED.,REPLACED BAFFLE PLUG.,EC-223f7444f6196f6e,LG-a35b550497c9ab15,test
104952,#4 INTAKE OIL LEAK.,INSPECTED & FOUND OIL LEAK TO BE RESIDUAL. CLEANED AREA,EC-e5db554df03402ce,LG-e5db554df03402ce,train
104953,#3 INTAKE LEAKING.,REMOVED & REPLACED INTAKE GASKET.,EC-6f9c95f514a1077a,LG-10956cdabbd1e3ce,dev
104954,"#1, 2, 3 ROCKER COVERS LEAKING.",REMOVED & REPLACED GASKETS.,EC-1beb98143bc04d92,LG-608d782c2258dd59,train
104955,THROTTLE LOOSE AT DASH.,TIGHTENED BACKING NUT.,EC-914ff1642223b49c,LG-914ff1642223b49c,train
104956,GROUNDING AREA FOR NEW ENG NEEDS PAINT REMOVED.,"CLEANED PAINT AWAY, BOTH SIDES OF AREA.",EC-a3962c4296d12ac2,LG-a3962c4296d12ac2,train
104957,FWD L/H ENG BAFFLE NEEDS SMALL PATCH OVER LARGE CRACK & STOP,INSTALLED PATCH OVER AREA - LIKE MATERIAL SRM CH 51-71-,EC-a9623c335e980a66,LG-a9623c335e980a66,dev
104958,ENGINE CHIP DETECTORS ARE REMOVED & WAITING FOR O-RINGS.,RECEIVED O-RINGS. REINSTALLED CHIP PLUGS & SAFETIED.,EC-c81bcf622790222b,LG-c81bcf622790222b,train
104959,DURING AUTO RECOVERY ENGINE RPM GOT TO 3500.,CHANGED OIL & FILTER.,EC-5439112bf8509e2b,LG-5439112bf8509e2b,test
